club_name,player_name,age,position,club_involved_name,fee,transfer_movement,nat,fee_cleaned,league_name,year,season
PSV Eindhoven,Timmy Simons,28,Defensive Midfield,Club Brugge,£4.50m,in,Belgium;,4.5,Eredivisie,2005,2005/2006
PSV Eindhoven,Jason Culina,25,Central Midfield,FC Twente,£1.08m,in,Australia;Croatia;,1.08,Eredivisie,2005,2005/2006
PSV Eindhoven,Michael Ball,25,Left-Back,Rangers,£495k,in,England;,0.495,Eredivisie,2005,2005/2006
PSV Eindhoven,Michael Reiziger,32,Right-Back,Middlesbrough,Free transfer,in,Netherlands;Suriname;,NA,Eredivisie,2005,2005/2006
PSV Eindhoven,Lee Nguyen,19,Attacking Midfield,Dallas Texans,Free transfer,in,United States;Vietnam;,NA,Eredivisie,2005,2005/2006
PSV Eindhoven,Mika Väyrynen,23,Central Midfield,Heerenveen,Free transfer,in,Finland;,NA,Eredivisie,2005,2005/2006
PSV Eindhoven,Arouna Koné,21,Centre-Forward,Roda JC,Loan,in,Cote d'Ivoire;,0,Eredivisie,2005,2005/2006
PSV Eindhoven,Archie Thompson,27,Centre-Forward,Melbourne,Loan,in,Australia;New Zealand;,0,Eredivisie,2005,2005/2006
PSV Eindhoven,Juan Carlos Carrizo,18,Left Winger,San Lorenzo,?,in,Argentina;,NA,Eredivisie,2005,2005/2006
PSV Eindhoven,Roy Beerens,17,Right Winger,PSV U19,-,in,Netherlands;,0,Eredivisie,2005,2005/2006
PSV Eindhoven,Ismail Aissati,16,Attacking Midfield,PSV U19,-,in,Morocco;Netherlands;,0,Eredivisie,2005,2005/2006
PSV Eindhoven,Tim Janssen,19,Centre-Forward,FC Zwolle,"End of loanJun 30, 2005",in,Netherlands;,0,Eredivisie,2005,2005/2006
PSV Eindhoven,Otman Bakkal,20,Attacking Midfield,FC Den Bosch,"End of loanJun 30, 2005",in,Netherlands;Morocco;,0,Eredivisie,2005,2005/2006
PSV Eindhoven,Nyron Wau,22,Right Winger,Helmond Sport,"End of loanJun 30, 2005",in,Netherlands;Curacao;,0,Eredivisie,2005,2005/2006
PSV Eindhoven,Jürgen Colin,24,Centre-Back,NAC Breda,"End of loanJun 30, 2005",in,Netherlands;Suriname;,0,Eredivisie,2005,2005/2006
PSV Eindhoven,Lindsay Wilson,26,Left Midfield,Helmond Sport,"End of loanJun 30, 2005",in,Australia;,0,Eredivisie,2005,2005/2006
PSV Eindhoven,Johan Vonlanthen,19,Left Midfield,Brescia,"End of loanJun 30, 2005",in,Switzerland;Colombia;,0,Eredivisie,2005,2005/2006
