club_name,player_name,age,position,club_involved_name,fee,transfer_movement,nat,fee_cleaned,league_name,year,season
Borussia Dortmund,Robert Lewandowski,21,Centre-Forward,Lech Poznan,£4.28m,in,Poland;,4.28,1 Bundesliga,2010,2010/2011
Borussia Dortmund,Mitchell Langerak,21,Goalkeeper,Melbourne,£450k,in,Australia;,0.45,1 Bundesliga,2010,2010/2011
Borussia Dortmund,Shinji Kagawa,21,Attacking Midfield,Cerezo Osaka,Free transfer,in,Japan;,NA,1 Bundesliga,2010,2010/2011
Borussia Dortmund,Antônio da Silva,32,Attacking Midfield,Karlsruher SC,Free transfer,in,Brazil;,NA,1 Bundesliga,2010,2010/2011
Borussia Dortmund,Moritz Leitner,18,Central Midfield,1860 Munich,Free transfer,in,Germany;Austria;,NA,1 Bundesliga,2010,2010/2011
Borussia Dortmund,Lukasz Piszczek,25,Right-Back,Hertha BSC,Free transfer,in,Poland;,NA,1 Bundesliga,2010,2010/2011
Borussia Dortmund,Johannes Focher,20,Goalkeeper,B. Dortmund II,-,in,Germany;,0,1 Bundesliga,2010,2010/2011
Borussia Dortmund,Daniel Ginczek,19,Centre-Forward,B. Dortmund II,-,in,Germany;,0,1 Bundesliga,2010,2010/2011
Borussia Dortmund,Marco Stiepermann,19,Attacking Midfield,B. Dortmund U19,-,in,Germany;,0,1 Bundesliga,2010,2010/2011
Borussia Dortmund,Lasse Sobiech,19,Centre-Back,B. Dortmund II,-,in,Germany;,0,1 Bundesliga,2010,2010/2011
Borussia Dortmund,Mario Götze,18,Centre-Forward,B. Dortmund U19,-,in,Germany;,0,1 Bundesliga,2010,2010/2011
Borussia Dortmund,Florian Kringe,27,Central Midfield,Hertha BSC,"End of loanJun 30, 2010",in,Germany;,0,1 Bundesliga,2010,2010/2011
Borussia Dortmund,Nelson Valdez,26,Centre-Forward,Hércules CF,£3.15m,out,Paraguay;,3.15,1 Bundesliga,2010,2010/2011
