club_name,player_name,age,position,club_involved_name,fee,transfer_movement,nat,fee_cleaned,league_name,year,season
FC Barcelona,Marc Overmars,27,Left Winger,Arsenal,£36.00m,in,Netherlands;,36,Primera Division,2000,2000/2001
FC Barcelona,Gerard López,21,Central Midfield,Valencia,£19.44m,in,Spain;,19.44,Primera Division,2000,2000/2001
FC Barcelona,Alfonso,27,Centre-Forward,Real Betis,£14.85m,in,Spain;,14.85,Primera Division,2000,2000/2001
FC Barcelona,Emmanuel Petit,29,Defensive Midfield,Arsenal,£13.50m,in,France;,13.5,Primera Division,2000,2000/2001
FC Barcelona,Richard Dutruel,27,Goalkeeper,Celta de Vigo,£3.60m,in,France;,3.6,Primera Division,2000,2000/2001
FC Barcelona,Iván de la Peña,24,Attacking Midfield,Lazio,Loan,in,Spain;,0,Primera Division,2000,2000/2001
FC Barcelona,Mikel Arteta,18,Central Midfield,FC Barcelona B,-,in,Spain;,0,Primera Division,2000,2000/2001
FC Barcelona,Pepe Reina,17,Goalkeeper,FC Barcelona B,-,in,Spain;,0,Primera Division,2000,2000/2001
FC Barcelona,Sergio Santamaría,19,Right Winger,FC Barcelona B,-,in,Spain;,0,Primera Division,2000,2000/2001
FC Barcelona,Samuel Okunowo,21,Right-Back,Benfica,"End of loanJun 30, 2000",in,Nigeria;,0,Primera Division,2000,2000/2001
FC Barcelona,Luis García,22,Right Winger,CD Toledo,"End of loanJun 30, 2000",in,Spain;,0,Primera Division,2000,2000/2001
FC Barcelona,Dragan Ciric,25,Attacking Midfield,AEK Athens,"End of loanJun 30, 2000",in,Serbia;,0,Primera Division,2000,2000/2001
FC Barcelona,Luís Figo,27,Right Winger,Real Madrid,£54.00m,out,Portugal;,54,Primera Division,2000,2000/2001
FC Barcelona,Frédéric Déhu,27,Centre-Back,Paris SG,£5.40m,out,France;,5.4,Primera Division,2000,2000/2001
FC Barcelona,Ronald de Boer,30,Right Winger,Rangers,£4.95m,out,Netherlands;,4.95,Primera Division,2000,2000/2001
FC Barcelona,Francesc Arnau,25,Goalkeeper,Málaga CF,£1.89m,out,Spain;,1.89,Primera Division,2000,2000/2001
FC Barcelona,Ruud Hesp,34,Goalkeeper,Fortuna Sittard,£1.08m,out,Netherlands;,1.08,Primera Division,2000,2000/2001
FC Barcelona,Emmanuel Amunike,29,Left Winger,Albacete,Free transfer,out,Nigeria;,NA,Primera Division,2000,2000/2001
FC Barcelona,Winston Bogarde,30,Centre-Back,Chelsea,Free transfer,out,Netherlands;Suriname;,NA,Primera Division,2000,2000/2001
FC Barcelona,Dragan Ciric,25,Attacking Midfield,Real Valladolid,Free transfer,out,Serbia;,NA,Primera Division,2000,2000/2001
FC Barcelona,Jari Litmanen,29,Attacking Midfield,Liverpool,Free transfer,out,Finland;,NA,Primera Division,2000,2000/2001
FC Barcelona,Luis García,22,Right Winger,CD Tenerife,Loan,out,Spain;,0,Primera Division,2000,2000/2001
FC Barcelona,Mikel Arteta,18,Central Midfield,Paris SG,Loan,out,Spain;,0,Primera Division,2000,2000/2001
FC Barcelona,Samuel Okunowo,21,Right-Back,CD Badajoz,?,out,Nigeria;,NA,Primera Division,2000,2000/2001
