club_name,player_name,age,position,club_involved_name,fee,transfer_movement,nat,fee_cleaned,league_name,year,season
Sunderland AFC,Anthony Stokes,18,Centre-Forward,Arsenal Res.,£2.70m,in,Ireland;,2.7,Championship,2006,2006/2007
Sunderland AFC,David Connolly,29,Centre-Forward,Wigan,£2.07m,in,Ireland;,2.07,Championship,2006,2006/2007
Sunderland AFC,Tobias Hysén,24,Centre-Forward,Djurgarden,£1.89m,in,Sweden;,1.89,Championship,2006,2006/2007
Sunderland AFC,Carlos Edwards,28,Right-Back,Luton,£1.89m,in,Trinidad and Tobago;,1.89,Championship,2006,2006/2007
Sunderland AFC,Stanislav Varga,33,Centre-Back,Celtic,£1.49m,in,Slovakia;,1.49,Championship,2006,2006/2007
Sunderland AFC,Ross Wallace,21,Right Midfield,Celtic,£1.17m,in,Scotland;,1.17,Championship,2006,2006/2007
Sunderland AFC,Márton Fülöp,23,Goalkeeper,Spurs,£675k,in,Hungary;,0.675,Championship,2006,2006/2007
Sunderland AFC,William Mocquet,23,Forward,AC Le Havre,£675k,in,France;,0.675,Championship,2006,2006/2007
Sunderland AFC,Graham Kavanagh,32,Central Midfield,Wigan,£675k,in,Ireland;,0.675,Championship,2006,2006/2007
Sunderland AFC,Clive Clarke,26,Left-Back,West Ham,£585k,in,Ireland;,0.585,Championship,2006,2006/2007
Sunderland AFC,Stern John,30,Centre-Forward,Coventry,£405k,in,Trinidad and Tobago;,0.405,Championship,2006,2006/2007
Sunderland AFC,Dwight Yorke,34,Centre-Forward,Sydney FC,£270k,in,Trinidad and Tobago;England;,0.27,Championship,2006,2006/2007
Sunderland AFC,Darren Ward,32,Goalkeeper,Norwich,Free transfer,in,Wales;,NA,Championship,2006,2006/2007
Sunderland AFC,Arnau Riera,24,Left Winger,FC Barcelona B,Free transfer,in,Spain;,NA,Championship,2006,2006/2007
Sunderland AFC,Liam Miller,25,Central Midfield,Man Utd,Free transfer,in,Ireland;,NA,Championship,2006,2006/2007
