club_name,player_name,age,position,club_involved_name,fee,transfer_movement,nat,fee_cleaned,league_name,year,season
AS Monaco,James Debbah,21,Centre-Forward,Olympique Alès,Free transfer,in,Liberia;,NA,Ligue 1,1991,1991/1992
AS Monaco,Patrick Revelles,23,Centre-Forward,SC Toulon Var,?,in,France;,NA,Ligue 1,1991,1991/1992
AS Monaco,John Sivebaek,29,Right-Back,Saint-Étienne,?,in,Denmark;,NA,Ligue 1,1991,1991/1992
AS Monaco,Jérôme Gnako,23,Attacking Midfield,SCO Angers,?,in,France;,NA,Ligue 1,1991,1991/1992
AS Monaco,Erwan Manac'h,19,Sweeper,Stade Brest 29,?,in,France;,NA,Ligue 1,1991,1991/1992
AS Monaco,Christophe Robert,27,Left Winger,FC Nantes,?,in,France;,NA,Ligue 1,1991,1991/1992
AS Monaco,Jimmy Algérino,19,Right-Back,FC Niort,?,in,France;,NA,Ligue 1,1991,1991/1992
AS Monaco,Marc Delaroche,20,Goalkeeper,Monaco B,-,in,France;,0,Ligue 1,1991,1991/1992
AS Monaco,Gilles Grimandi,20,Defensive Midfield,Monaco U19,-,in,France;,0,Ligue 1,1991,1991/1992
AS Monaco,Ramón Díaz,31,Centre-Forward,River Plate,?,out,Argentina;,NA,Ligue 1,1991,1991/1992
AS Monaco,Dominique Bijotat,30,Defensive Midfield,LB Châteauroux,?,out,France;,NA,Ligue 1,1991,1991/1992
AS Monaco,Philippe Raschke,23,Right-Back,G. Bordeaux,?,out,France;,NA,Ligue 1,1991,1991/1992
AS Monaco,Jean-Marc Ferratge,32,Attacking Midfield,G. Bordeaux,?,out,France;,NA,Ligue 1,1991,1991/1992
AS Monaco,Mass Sarr Jr,18,Forward,SAS Epinal,?,out,Liberia;,NA,Ligue 1,1991,1991/1992
AS Monaco,Glenn Hoddle,33,Attacking Midfield,Swindon Town,?,out,England;,NA,Ligue 1,1991,1991/1992
AS Monaco,Albert Rust,37,Goalkeeper,Retired,-,out,France;,0,Ligue 1,1991,1991/1992
Olympique Marseille,Jocelyn Angloma,25,Right-Back,Paris SG,£5.40m,in,Guadeloupe;France;,5.4,Ligue 1,1991,1991/1992
Olympique Marseille,Trevor Steven,27,Right Midfield,Rangers,£5.27m,in,England;,5.27,Ligue 1,1991,1991/1992
Olympique Marseille,Alen Boksic,21,Centre-Forward,Hajduk Split,£1.35m,in,Croatia;,1.35,Ligue 1,1991,1991/1992
Olympique Marseille,Jean-Philippe Durand,30,Defensive Midfield,G. Bordeaux,?,in,France;,NA,Ligue 1,1991,1991/1992
Olympique Marseille,Patrice Eyraud,23,Defensive Midfield,Toulouse,?,in,France;,NA,Ligue 1,1991,1991/1992
Olympique Marseille,Pascal Baills,26,Right-Back,Montpellier,?,in,France;,NA,Ligue 1,1991,1991/1992
Olympique Marseille,Daniel Xuereb,31,Centre-Forward,Montpellier,?,in,France;,NA,Ligue 1,1991,1991/1992
Olympique Marseille,Leonardo Rodríguez,24,Attacking Midfield,San Lorenzo,?,in,Argentina;,NA,Ligue 1,1991,1991/1992
Olympique Marseille,Philippe De Azevedo,16,Centre-Forward,Marseille U19,-,in,France;Portugal;,0,Ligue 1,1991,1991/1992
Olympique Marseille,Marc Libbra,18,Centre-Forward,Marseille U19,-,in,France;,0,Ligue 1,1991,1991/1992
Olympique Marseille,Alain Boghossian,20,Central Midfield,Marseille B,-,in,France;Armenia;,0,Ligue 1,1991,1991/1992
Olympique Marseille,Jean-Christophe Marquet,17,Left-Back,Marseille B,-,in,France;,0,Ligue 1,1991,1991/1992
Olympique Marseille,Didier Deschamps,22,Defensive Midfield,G. Bordeaux,"End of loanJun 30, 1991",in,France;,0,Ligue 1,1991,1991/1992
Olympique Marseille,Eric Cantona,25,Second Striker,Nîmes Olympique,£1.35m,out,France;,1.35,Ligue 1,1991,1991/1992
Olympique Marseille,Alen Boksic,21,Centre-Forward,Cannes,Loan,out,Croatia;,0,Ligue 1,1991,1991/1992
Olympique Marseille,Bernard Pardo,30,Defensive Midfield,Paris SG,?,out,France;,NA,Ligue 1,1991,1991/1992
Olympique Marseille,Dragan Stojkovic,26,Attacking Midfield,Verona,Loan,out,Serbia;,0,Ligue 1,1991,1991/1992
Olympique Marseille,Bruno Germain,31,Defensive Midfield,Paris SG,?,out,France;,NA,Ligue 1,1991,1991/1992
Olympique Marseille,Moïse Régina,21,Centre-Back,Stade Rennais,?,out,France;Guadeloupe;,NA,Ligue 1,1991,1991/1992
Olympique Marseille,William Ayache,30,Left-Back,Nîmes Olympique,?,out,France;,NA,Ligue 1,1991,1991/1992
Olympique Marseille,Laurent Fournier,26,Defensive Midfield,Paris SG,?,out,France;,NA,Ligue 1,1991,1991/1992
Olympique Marseille,Éric Mura,28,Right-Back,R. Strasbourg,?,out,France;,NA,Ligue 1,1991,1991/1992
Olympique Marseille,Philippe Vercruysse,29,Attacking Midfield,Nîmes Olympique,?,out,France;,NA,Ligue 1,1991,1991/1992
Olympique Marseille,Leonardo Rodríguez,25,Attacking Midfield,Toulouse,?,out,Argentina;,NA,Ligue 1,1991,1991/1992
Olympique Marseille,Gaëtan Huard,29,Goalkeeper,G. Bordeaux,?,out,France;,NA,Ligue 1,1991,1991/1992
Olympique Marseille,Jean Tigana,36,Central Midfield,Retired,-,out,France;Mali;,0,Ligue 1,1991,1991/1992
Olympique Marseille,Jean Castaneda,34,Goalkeeper,Retired,-,out,France;,0,Ligue 1,1991,1991/1992
Stade Rennais FC,Jocelyn Gourvennec,19,Attacking Midfield,FC Lorient,?,in,France;,NA,Ligue 1,1991,1991/1992
Stade Rennais FC,Moïse Régina,21,Centre-Back,Marseille,?,in,France;Guadeloupe;,NA,Ligue 1,1991,1991/1992
Stade Rennais FC,Jacky Colin,27,Midfielder,Olympique Lyon,?,in,France;,NA,Ligue 1,1991,1991/1992
Stade Rennais FC,Arnold Oosterveer,28,Centre-Back,FC Niort,?,in,Netherlands;,NA,Ligue 1,1991,1991/1992
Stade Rennais FC,Pascal Rousseau,29,Goalkeeper,Reims,?,in,France;,NA,Ligue 1,1991,1991/1992
Stade Rennais FC,Blaz Sliskovic,32,Central Midfield,Without Club,?,in,Bosnia-Herzegovina;Croatia;,NA,Ligue 1,1991,1991/1992
Stade Rennais FC,Kujtim Shala,26,Attacking Midfield,1.HSK Gradanski,?,in,Croatia;Kosovo;,NA,Ligue 1,1991,1991/1992
Stade Rennais FC,Thierry Turban,25,Forward,Le Mans UC 72,?,in,France;,NA,Ligue 1,1991,1991/1992
Stade Rennais FC,Baltazar,32,Centre-Forward,FC Porto,?,in,Brazil;,NA,Ligue 1,1991,1991/1992
Stade Rennais FC,Sylvain Wiltord,17,Second Striker,Rennes U19,-,in,France;Guadeloupe;,0,Ligue 1,1991,1991/1992
Stade Rennais FC,Christophe Fauvel,21,Defender,Louh.-Cuiseaux,"End of loanJun 30, 1991",in,France;,0,Ligue 1,1991,1991/1992
Stade Rennais FC,François Omam-Biyik,25,Centre-Forward,Cannes,?,out,Cameroon;France;,NA,Ligue 1,1991,1991/1992
Stade Rennais FC,Jean-Marc Miton,31,Left-Back,V. de C.,?,out,France;,NA,Ligue 1,1991,1991/1992
Stade Rennais FC,Régis Gorguès,19,Midfielder,FC Nantes B,?,out,France;,NA,Ligue 1,1991,1991/1992
Stade Rennais FC,Jacky Paillard,28,Defensive Midfield,R. Strasbourg,?,out,France;,NA,Ligue 1,1991,1991/1992
Stade Rennais FC,Yannick Guillochon,31,Left-Back,AS Poissy,?,out,France;,NA,Ligue 1,1991,1991/1992
Stade Rennais FC,Eric Martin,17,Right-Back,Unknown,?,out,France;,NA,Ligue 1,1991,1991/1992
Stade Rennais FC,Moussa Traoré,19,Forward,Olympique Alès,?,out,Cote d'Ivoire;,NA,Ligue 1,1991,1991/1992
Stade Rennais FC,Franck Mantaux,25,Goalkeeper,LB Châteauroux,?,out,France;,NA,Ligue 1,1991,1991/1992
Stade Rennais FC,Thierry Goudet,28,Defensive Midfield,AC Le Havre,?,out,France;,NA,Ligue 1,1991,1991/1992
Stade Rennais FC,Patrick Delamontagne,34,Attacking Midfield,Retired,-,out,France;,0,Ligue 1,1991,1991/1992
Stade Rennais FC,Pierrick Hiard,37,Goalkeeper,Retired,-,out,France;,0,Ligue 1,1991,1991/1992
Stade Rennais FC,Sébastien Chauvel,18,Midfielder,Rennes B,-,out,France;,0,Ligue 1,1991,1991/1992
AJ Auxerre,Jean-Marc Ferreri,28,Attacking Midfield,G. Bordeaux,?,in,France;,NA,Ligue 1,1991,1991/1992
AJ Auxerre,Gérald Baticle,21,Centre-Forward,SC Amiens,?,in,France;,NA,Ligue 1,1991,1991/1992
AJ Auxerre,Thomas Deniaud,19,Centre-Forward,RC Ancenis,?,in,France;,NA,Ligue 1,1991,1991/1992
AJ Auxerre,Corentin Martins,22,Attacking Midfield,Stade Brest 29,?,in,France;,NA,Ligue 1,1991,1991/1992
