club_name,player_name,age,position,club_involved_name,fee,transfer_movement,nat,fee_cleaned,league_name,year,season
Coventry City,Matt Heath,23,Centre-Back,Leicester,£68k,in,England;,0.068,Championship,2005,2005/2006
Coventry City,Clayton Ince,32,Goalkeeper,Crewe Alexandra,Free transfer,in,Trinidad and Tobago;,NA,Championship,2005,2005/2006
Coventry City,Richard Duffy,19,Centre-Back,Portsmouth,Loan,in,Wales;,0,Championship,2005,2005/2006
Coventry City,Lilian Nalis,34,Central Midfield,Sheffield Utd.,Loan,in,France;,0,Championship,2005,2005/2006
Coventry City,Paul Watson,30,Right-Back,Brighton,Free transfer,in,England;,NA,Championship,2005,2005/2006
Coventry City,Stephen Bywater,24,Goalkeeper,West Ham,Loan,in,England;,0,Championship,2005,2005/2006
Coventry City,Dennis Wise,39,Defensive Midfield,Southampton,Free transfer,in,England;,NA,Championship,2005,2005/2006
Coventry City,Márton Fülöp,22,Goalkeeper,Spurs,Loan,in,Hungary;,0,Championship,2005,2005/2006
Coventry City,James Scowcroft,29,Forward,Leicester,Free transfer,in,England;,NA,Championship,2005,2005/2006
Coventry City,Don Hutchison,34,Attacking Midfield,Millwall,Free transfer,in,Scotland;,NA,Championship,2005,2005/2006
Coventry City,Willo Flood,20,Central Midfield,Man City,Loan,in,Ireland;,0,Championship,2005,2005/2006
Coventry City,Andy Impey,33,Defensive Midfield,Nottm Forest,Free transfer,in,England;,NA,Championship,2005,2005/2006
Coventry City,Youssef Sofiane,21,Centre-Forward,West Ham,Free transfer,in,France;Algeria;,NA,Championship,2005,2005/2006
Coventry City,Stern John,29,Centre-Forward,Derby,"End of loanDec 31, 2005",in,Trinidad and Tobago;,0,Championship,2005,2005/2006
Coventry City,Liam Davis,18,Left-Back,Coventry U18,-,in,England;,0,Championship,2005,2005/2006
Coventry City,Ryan Lynch,18,Defender,Coventry U18,-,in,England;,0,Championship,2005,2005/2006
Coventry City,Graham Barrett,24,Centre-Forward,Livingston FC,"End of loanMay 1, 2006",in,Ireland;,0,Championship,2005,2005/2006
Coventry City,Adrian Williams,34,Centre-Back,Millwall,"End of loanDec 1, 2005",in,Wales;,0,Championship,2005,2005/2006
Coventry City,Jonathan Tuffey,18,Goalkeeper,Coventry U18,-,in,Northern Ireland;,0,Championship,2005,2005/2006
Coventry City,Kevin Thornton,18,Defensive Midfield,Coventry U18,-,in,Ireland;,0,Championship,2005,2005/2006
Coventry City,Luke Webb,18,Central Midfield,Coventry U18,-,in,England;,0,Championship,2005,2005/2006
Coventry City,Craig Reid,20,Centre-Forward,Tamworth,"End of loanMay 1, 2006",in,England;,0,Championship,2005,2005/2006
Coventry City,Neil Wood,22,Central Midfield,Blackpool,Free transfer,out,England;,NA,Championship,2005,2005/2006
Coventry City,Craig Reid,20,Centre-Forward,Tamworth,Loan,out,England;,0,Championship,2005,2005/2006
Coventry City,Kevin Pressman,37,Goalkeeper,Mansfield Town,Free transfer,out,England;,NA,Championship,2005,2005/2006
Coventry City,Steve Staunton,36,Left-Back,Walsall,Free transfer,out,Ireland;,NA,Championship,2005,2005/2006
Coventry City,Paul Watson,30,Right-Back,Woking FC,Free transfer,out,England;,NA,Championship,2005,2005/2006
Coventry City,Stern John,28,Centre-Forward,Derby,Loan,out,Trinidad and Tobago;,0,Championship,2005,2005/2006
Coventry City,Youssef Sofiane,21,Centre-Forward,AA La Louviere,Free transfer,out,France;Algeria;,NA,Championship,2005,2005/2006
Coventry City,Richard Brush,21,Goalkeeper,Shrewsbury,Free transfer,out,England;,NA,Championship,2005,2005/2006
Coventry City,Patrick Suffo,27,Centre-Forward,Odd Grenland,Free transfer,out,Cameroon;France;,NA,Championship,2005,2005/2006
Coventry City,Scott Shearer,24,Goalkeeper,Bristol Rovers,Free transfer,out,Scotland;,NA,Championship,2005,2005/2006
Coventry City,Graham Barrett,23,Centre-Forward,Livingston FC,Loan,out,Ireland;,0,Championship,2005,2005/2006
Coventry City,Trevor Benjamin,26,Centre-Forward,Peterborough,Free transfer,out,Jamaica;England;,NA,Championship,2005,2005/2006
Coventry City,Ben Mackey,18,Centre-Forward,Linfield,Free transfer,out,England;,NA,Championship,2005,2005/2006
Coventry City,Adrian Williams,34,Centre-Back,Millwall,Loan,out,Wales;,0,Championship,2005,2005/2006
Coventry City,Stephen Bywater,24,Goalkeeper,West Ham,"End of loanOct 1, 2005",out,England;,0,Championship,2005,2005/2006
Coventry City,Tim Sherwood,36,Central Midfield,Retired,-,out,England;,0,Championship,2005,2005/2006
Coventry City,Sean Cooney,21,Defender,Retired,-,out,Australia;,0,Championship,2005,2005/2006
Coventry City,Lilian Nalis,34,Central Midfield,Sheffield Utd.,"End of loanJan 12, 2006",out,France;,0,Championship,2005,2005/2006
Coventry City,Willo Flood,20,Central Midfield,Man City,"End of loanNov 1, 2005",out,Ireland;,0,Championship,2005,2005/2006
Coventry City,Richard Duffy,20,Centre-Back,Portsmouth,"End of loanMay 1, 2006",out,Wales;,0,Championship,2005,2005/2006
Coventry City,Shaun Goater,35,Centre-Forward,Reading,"End of loanJun 30, 2005",out,Bermuda;,0,Championship,2005,2005/2006
Coventry City,Florent Laville,31,Centre-Back,Bolton,"End of loanJun 30, 2005",out,France;,0,Championship,2005,2005/2006
Crystal Palace,Clinton Morrison,26,Centre-Forward,Birmingham,£2.70m,in,Ireland;England;,2.7,Championship,2005,2005/2006
Crystal Palace,Darren Ward,26,Centre-Back,Millwall,£1.49m,in,England;,1.49,Championship,2005,2005/2006
Crystal Palace,Jon Macken,27,Centre-Forward,Man City,£900k,in,Ireland;England;,0.9,Championship,2005,2005/2006
Crystal Palace,Jobi McAnuff,23,Left Winger,Cardiff,£720k,in,Jamaica;England;,0.72,Championship,2005,2005/2006
Crystal Palace,Sándor Torghelle,24,Centre-Forward,Panathinaikos,?,in,Hungary;,NA,Championship,2005,2005/2006
Crystal Palace,Sam Togwell,21,Defensive Midfield,Port Vale,"End of loanMay 7, 2006",in,England;,0,Championship,2005,2005/2006
Crystal Palace,Lewis Grabban,17,Centre-Forward,Palace U18,-,in,Jamaica;England;,0,Championship,2005,2005/2006
Crystal Palace,Marco Reich,27,Left Midfield,Without Club,-,in,Germany;,0,Championship,2005,2005/2006
Crystal Palace,Tommy Black,26,Right Midfield,Gillingham FC,"End of loanMay 1, 2006",in,England;,0,Championship,2005,2005/2006
Crystal Palace,Arron Fray,18,Right-Back,Palace U18,-,in,England;,0,Championship,2005,2005/2006
Crystal Palace,Tyrone Berry,18,Centre-Forward,Notts County,"End of loanOct 1, 2005",in,England;,0,Championship,2005,2005/2006
Crystal Palace,Wayne Routledge,20,Left Winger,Spurs,£2.70m,out,England;Jamaica;,2.7,Championship,2005,2005/2006
Crystal Palace,Sándor Torghelle,23,Centre-Forward,Panathinaikos,£270k,out,Hungary;,0.27,Championship,2005,2005/2006
Crystal Palace,Joonas Kolkka,31,Right Winger,ADO Den Haag,Free transfer,out,Finland;,NA,Championship,2005,2005/2006
Crystal Palace,Vasilios Lakis,28,Right Midfield,AEK Athens,Free transfer,out,Greece;,NA,Championship,2005,2005/2006
Crystal Palace,Lance Cronin,19,Goalkeeper,Barnet,Free transfer,out,England;,NA,Championship,2005,2005/2006
Crystal Palace,Tyrone Berry,18,Centre-Forward,Notts County,Loan,out,England;,0,Championship,2005,2005/2006
Crystal Palace,Tommy Black,26,Right Midfield,Gillingham FC,Loan,out,England;,0,Championship,2005,2005/2006
Crystal Palace,Darren Powell,29,Centre-Back,Southampton,Free transfer,out,England;,NA,Championship,2005,2005/2006
Crystal Palace,Tyrone Berry,18,Centre-Forward,Rush. & Diamon.,Free transfer,out,England;,NA,Championship,2005,2005/2006
Crystal Palace,Neil Shipperley,30,Centre-Forward,Sheffield Utd.,Free transfer,out,England;,NA,Championship,2005,2005/2006
Crystal Palace,Sam Togwell,21,Defensive Midfield,Port Vale,Loan,out,England;,0,Championship,2005,2005/2006
Crystal Palace,Nicola Ventola,27,Centre-Forward,Inter,"End of loanJun 30, 2005",out,Italy;,0,Championship,2005,2005/2006
Derby County,Darren Moore,31,Centre-Back,West Brom,£360k,in,Jamaica;England;,0.36,Championship,2005,2005/2006
Derby County,Paul Thirlwell,26,Defensive Midfield,Sheffield Utd.,£180k,in,England;,0.18,Championship,2005,2005/2006
Derby County,Tomasz Hajto,33,Centre-Back,Southampton,Free transfer,in,Poland;,NA,Championship,2005,2005/2006
Derby County,Khalilou Fadiga,30,Left Winger,Bolton,Loan,in,Senegal;Belgium;,0,Championship,2005,2005/2006
Derby County,Alan Wright,34,Left-Back,Sheffield Utd.,Loan,in,England;,0,Championship,2005,2005/2006
Derby County,Peter Whittingham,21,Central Midfield,Aston Villa,Loan,in,England;,0,Championship,2005,2005/2006
Derby County,Émerson Thome,33,Centre-Back,Wigan,Loan,in,Portugal;Brazil;,0,Championship,2005,2005/2006
Derby County,Marc Edworthy,32,Right-Back,Norwich,Free transfer,in,England;,NA,Championship,2005,2005/2006
Derby County,Andrew Davies,20,Centre-Back,Middlesbrough,Loan,in,England;,0,Championship,2005,2005/2006
Derby County,Kevin Lisbie,27,Centre-Forward,Charlton,Loan,in,Jamaica;England;,0,Championship,2005,2005/2006
Derby County,Johnnie Jackson,23,Central Midfield,Spurs,Loan,in,England;,0,Championship,2005,2005/2006
Derby County,Stern John,28,Centre-Forward,Coventry,Loan,in,Trinidad and Tobago;,0,Championship,2005,2005/2006
Derby County,Kevin Poole,41,Goalkeeper,Bolton,Free transfer,in,England;,NA,Championship,2005,2005/2006
Derby County,Danny Graham,20,Centre-Forward,Middlesbrough,Loan,in,England;,0,Championship,2005,2005/2006
Derby County,Mounir El Hamdaoui,21,Centre-Forward,Spurs,Loan,in,Morocco;Netherlands;,0,Championship,2005,2005/2006
Derby County,Michael McIndoe,26,Left Winger,Doncaster,Loan,in,Scotland;,0,Championship,2005,2005/2006
Derby County,Dean Holdsworth,36,Centre-Forward,Havant & Water.,Free transfer,in,England;,NA,Championship,2005,2005/2006
Derby County,Dexter Blackstock,19,Centre-Forward,Southampton,Loan,in,Antigua and Barbuda;England;,0,Championship,2005,2005/2006
Derby County,Seth Johnson,26,Central Midfield,Leeds,Free transfer,in,England;,NA,Championship,2005,2005/2006
Derby County,Giles Barnes,16,Centre-Forward,Derby U18,-,in,Jamaica;England;,0,Championship,2005,2005/2006
Derby County,Lee Grant,22,Goalkeeper,Burnley,"End of loanJan 15, 2006",in,England;,0,Championship,2005,2005/2006
Derby County,Pablo Mills,21,Centre-Back,Walsall,"End of loanMay 7, 2006",in,England;,0,Championship,2005,2005/2006
Derby County,Lewin Nyatanga,16,Centre-Back,Derby U18,-,in,Wales;Zimbabwe;,0,Championship,2005,2005/2006
Derby County,Pablo Mills,21,Centre-Back,MK Dons,"End of loanJan 1, 2006",in,England;,0,Championship,2005,2005/2006
Derby County,Lee Grant,23,Goalkeeper,Oldham Athletic,"End of loanMay 31, 2006",in,England;,0,Championship,2005,2005/2006
Derby County,Karl Ashton,16,Centre-Forward,Derby U18,-,in,England;,0,Championship,2005,2005/2006
Derby County,Lionel Ainsworth,18,Right Midfield,Derby U18,-,in,England;,0,Championship,2005,2005/2006
Derby County,Nathan Doyle,19,Defensive Midfield,Notts County,"End of loanMay 1, 2006",in,England;,0,Championship,2005,2005/2006
Derby County,Tom Huddlestone,18,Defensive Midfield,Spurs,£4.23m,out,England;,4.23,Championship,2005,2005/2006
Derby County,Grzegorz Rasiak,26,Centre-Forward,Spurs,£3.15m,out,Poland;,3.15,Championship,2005,2005/2006
Derby County,Marcus Tudgay,22,Centre-Forward,Sheff Wed,£720k,out,England;,0.72,Championship,2005,2005/2006
Derby County,Daniel Martin,18,Left-Back,Notts County,Free transfer,out,England;,NA,Championship,2005,2005/2006
Derby County,Pablo Mills,21,Centre-Back,Walsall,Loan,out,England;,0,Championship,2005,2005/2006
Derby County,Pablo Mills,21,Centre-Back,MK Dons,Loan,out,England;,0,Championship,2005,2005/2006
Derby County,Marco Reich,27,Left Midfield,Red Star,Free transfer,out,Germany;,NA,Championship,2005,2005/2006
Derby County,Lee Grant,23,Goalkeeper,Oldham Athletic,Loan,out,England;,0,Championship,2005,2005/2006
Derby County,Gary Twigg,21,Centre-Forward,Airdrie United,Free transfer,out,Scotland;,NA,Championship,2005,2005/2006
Derby County,Dean Holdsworth,37,Centre-Forward,Weymouth FC,Free transfer,out,England;,NA,Championship,2005,2005/2006
Derby County,Júnior,29,Centre-Forward,Watford,Free transfer,out,Brazil;,NA,Championship,2005,2005/2006
Derby County,Ian Taylor,37,Midfielder,Northampt. Town,Free transfer,out,England;,NA,Championship,2005,2005/2006
Derby County,Chris Turner,18,Left Midfield,Sligo Rovers,Free transfer,out,Northern Ireland;,NA,Championship,2005,2005/2006
Derby County,Jamie Vincent,30,Left-Back,Millwall,Free transfer,out,England;,NA,Championship,2005,2005/2006
Derby County,Nathan Doyle,19,Defensive Midfield,Notts County,Loan,out,England;,0,Championship,2005,2005/2006
Derby County,Lee Grant,22,Goalkeeper,Burnley,Loan,out,England;,0,Championship,2005,2005/2006
Derby County,Jason Talbot,19,Left-Back,Mansfield Town,Free transfer,out,England;,NA,Championship,2005,2005/2006
Derby County,Kristoffer Weckström,22,Right Midfield,IFK Mariehamn,?,out,Finland;,NA,Championship,2005,2005/2006
Derby County,Danny Graham,20,Centre-Forward,Middlesbrough,"End of loanFeb 1, 2006",out,England;,0,Championship,2005,2005/2006
Derby County,Émerson Thome,33,Centre-Back,Wigan,"End of loanNov 19, 2005",out,Portugal;Brazil;,0,Championship,2005,2005/2006
Derby County,Michael McIndoe,26,Left Winger,Doncaster,"End of loanMay 1, 2006",out,Scotland;,0,Championship,2005,2005/2006
Derby County,Johnnie Jackson,23,Central Midfield,Spurs,"End of loanDec 4, 2005",out,England;,0,Championship,2005,2005/2006
Derby County,Peter Whittingham,21,Central Midfield,Aston Villa,"End of loanNov 19, 2005",out,England;,0,Championship,2005,2005/2006
Derby County,Mounir El Hamdaoui,21,Centre-Forward,Spurs,"End of loanMay 1, 2006",out,Morocco;Netherlands;,0,Championship,2005,2005/2006
Derby County,Andrew Davies,21,Centre-Back,Middlesbrough,"End of loanDec 31, 2005",out,England;,0,Championship,2005,2005/2006
Derby County,Dexter Blackstock,19,Centre-Forward,Southampton,"End of loanDec 1, 2005",out,Antigua and Barbuda;England;,0,Championship,2005,2005/2006
Derby County,Muhamed Konjic,35,Centre-Back,Retired,-,out,Bosnia-Herzegovina;,0,Championship,2005,2005/2006
Derby County,Kevin Lisbie,27,Centre-Forward,Charlton,"End of loanApr 28, 2006",out,Jamaica;England;,0,Championship,2005,2005/2006
Derby County,Khalilou Fadiga,30,Left Winger,Bolton,"End of loanOct 1, 2005",out,Senegal;Belgium;,0,Championship,2005,2005/2006
Derby County,Alan Wright,34,Left-Back,Sheffield Utd.,"End of loanMay 1, 2006",out,England;,0,Championship,2005,2005/2006
Derby County,Stern John,29,Centre-Forward,Coventry,"End of loanDec 31, 2005",out,Trinidad and Tobago;,0,Championship,2005,2005/2006
Derby County,Blessing Kaku,27,Attacking Midfield,Bolton,"End of loanJun 30, 2005",out,Nigeria;,0,Championship,2005,2005/2006
Leeds United,Richard Cresswell,27,Centre-Forward,Preston NE,£1.55m,in,England;,1.55,Championship,2005,2005/2006
Leeds United,Rob Hulse,25,Centre-Forward,West Brom,£1.49m,in,England;,1.49,Championship,2005,2005/2006
Leeds United,Dan Harding,21,Left-Back,Brighton,£1.13m,in,England;,1.13,Championship,2005,2005/2006
Leeds United,Robbie Blake,29,Second Striker,Birmingham,£1.08m,in,England;,1.08,Championship,2005,2005/2006
Leeds United,Danny Graham,20,Centre-Forward,Middlesbrough,Loan,in,England;,0,Championship,2005,2005/2006
Leeds United,Jonathan Douglas,23,Central Midfield,Blackburn,Loan,in,Ireland;,0,Championship,2005,2005/2006
Leeds United,Eddie Lewis,31,Left Midfield,Preston NE,Free transfer,in,United States;,NA,Championship,2005,2005/2006
Leeds United,Jermaine Beckford,22,Centre-Forward,Wealdstone FC,Free transfer,in,Jamaica;England;,NA,Championship,2005,2005/2006
Leeds United,Ian Bennett,33,Goalkeeper,Birmingham,Free transfer,in,England;,NA,Championship,2005,2005/2006
Leeds United,Rui Marques,27,Centre-Back,Marítimo,Free transfer,in,Angola;Portugal;,NA,Championship,2005,2005/2006
Leeds United,Liam Miller,24,Central Midfield,Man Utd,Loan,in,Ireland;,0,Championship,2005,2005/2006
Leeds United,Steve Stone,33,Right Midfield,Portsmouth,Free transfer,in,England;,NA,Championship,2005,2005/2006
Leeds United,Joel Griffiths,26,Right Winger,Xamax,£45k,in,Australia;,0.045,Championship,2005,2005/2006
Leeds United,Ian Morris,18,Left Midfield,Leeds U18,-,in,Ireland;,0,Championship,2005,2005/2006
Leeds United,Ian Morris,19,Left Midfield,Blackpool,"End of loanMay 1, 2006",in,Ireland;,0,Championship,2005,2005/2006
Leeds United,Eirik Bakke,28,Central Midfield,Aston Villa,"End of loanDec 31, 2005",in,Norway;,0,Championship,2005,2005/2006
Leeds United,Jonathan Lund,16,Goalkeeper,Leeds U18,-,in,England;,0,Championship,2005,2005/2006
Leeds United,Mark Wilberforce,18,Goalkeeper,Leeds U18,-,in,England;,0,Championship,2005,2005/2006
Leeds United,Michael Ricketts,27,Centre-Forward,Burnley,"End of loanMay 1, 2006",in,England;,0,Championship,2005,2005/2006
Leeds United,Michael Ricketts,26,Centre-Forward,Cardiff,"End of loanDec 1, 2005",in,England;,0,Championship,2005,2005/2006
Leeds United,Kevin Smith,18,Centre-Forward,Leeds U18,-,in,Scotland;,0,Championship,2005,2005/2006
Leeds United,Rui Marques,28,Centre-Back,Hull City,"End of loanMay 1, 2006",in,Angola;Portugal;,0,Championship,2005,2005/2006
Leeds United,Aaron Lennon,18,Right Winger,Spurs,£1.08m,out,England;Ireland;,1.08,Championship,2005,2005/2006
Leeds United,Matthew Spring,25,Central Midfield,Watford,£203k,out,England;,0.203,Championship,2005,2005/2006
Leeds United,Clarke Carlisle,25,Centre-Back,Watford,£135k,out,England;,0.135,Championship,2005,2005/2006
Leeds United,Seth Johnson,26,Central Midfield,Derby,Free transfer,out,England;,NA,Championship,2005,2005/2006
Leeds United,Barry Corr,20,Centre-Forward,Sheff Wed,Free transfer,out,Ireland;,NA,Championship,2005,2005/2006
Leeds United,Jermaine Wright,30,Central Midfield,Southampton,Free transfer,out,England;,NA,Championship,2005,2005/2006
Leeds United,Ian Morris,18,Left Midfield,Blackpool,Loan,out,Ireland;,0,Championship,2005,2005/2006
Leeds United,Julian Joachim,30,Centre-Forward,Boston United,Free transfer,out,England;St. Vincent & Grenadinen;,NA,Championship,2005,2005/2006
Leeds United,Kevin Smith,18,Centre-Forward,Sunderland,Free transfer,out,Scotland;,NA,Championship,2005,2005/2006
Leeds United,Simon Johnson,22,Centre-Forward,Darlington,Free transfer,out,England;,NA,Championship,2005,2005/2006
Leeds United,Rui Marques,28,Centre-Back,Hull City,Loan,out,Angola;Portugal;,0,Championship,2005,2005/2006
Leeds United,Michael Ricketts,26,Centre-Forward,Cardiff,Loan,out,England;,0,Championship,2005,2005/2006
Leeds United,Martin Woods,19,Central Midfield,Sunderland,Free transfer,out,Scotland;,NA,Championship,2005,2005/2006
Leeds United,Brian Deane,37,Centre-Forward,Perth Glory,Free transfer,out,England;St. Kitts & Nevis;,NA,Championship,2005,2005/2006
Leeds United,Michael Ricketts,27,Centre-Forward,Burnley,Loan,out,England;,0,Championship,2005,2005/2006
Leeds United,Paul Keegan,20,Central Midfield,Drogheda United,Free transfer,out,Ireland;,NA,Championship,2005,2005/2006
Leeds United,Sasa Ilic,33,Goalkeeper,Piroozi FC,Free transfer,out,Serbia;Australia;,NA,Championship,2005,2005/2006
Leeds United,Eirik Bakke,27,Central Midfield,Aston Villa,Loan,out,Norway;,0,Championship,2005,2005/2006
Leeds United,Danny Graham,20,Centre-Forward,Middlesbrough,"End of loanMay 1, 2006",out,England;,0,Championship,2005,2005/2006
Leeds United,Liam Miller,25,Central Midfield,Man Utd,"End of loanMay 1, 2006",out,Ireland;,0,Championship,2005,2005/2006
Leeds United,Lucas Radebe,36,Centre-Back,Retired,-,out,South Africa;,0,Championship,2005,2005/2006
Leeds United,Jonathan Douglas,24,Central Midfield,Blackburn,"End of loanMay 31, 2006",out,Ireland;,0,Championship,2005,2005/2006
Leeds United,Marlon King,25,Centre-Forward,Nottm Forest,"End of loanJun 30, 2005",out,Jamaica;England;,0,Championship,2005,2005/2006
Leeds United,Nathan Blake,33,Centre-Forward,Leicester,"End of loanJun 30, 2005",out,Wales;,0,Championship,2005,2005/2006
Leicester City,Iain Hume,21,Centre-Forward,Tranmere Rovers,£675k,in,Canada;Scotland;,0.675,Championship,2005,2005/2006
Leicester City,Elvis Hammond,24,Centre-Forward,Fulham,£360k,in,Ghana;England;,0.36,Championship,2005,2005/2006
Leicester City,Peter Gilbert,21,Left-Back,Plymouth,£270k,in,Wales;England;,0.27,Championship,2005,2005/2006
Leicester City,Matty Fryatt,19,Centre-Forward,Walsall,£135k,in,England;,0.135,Championship,2005,2005/2006
Leicester City,Patrik Gerrbrand,24,Centre-Back,Hammarby,Free transfer,in,Sweden;,NA,Championship,2005,2005/2006
