club_name,player_name,age,position,club_involved_name,fee,transfer_movement,nat,fee_cleaned,league_name,year,season
1.FC Kaiserslautern,Uwe Fuchs,26,Centre-Forward,1. FC Köln,£585k,in,Germany;,0.585,1 Bundesliga,1993,1993/1994
1.FC Kaiserslautern,Michael Lusch,29,Right Midfield,Bor. Dortmund,£428k,in,Germany;,0.428,1 Bundesliga,1993,1993/1994
1.FC Kaiserslautern,Claus Reitmaier,29,Goalkeeper,Stuttg. Kickers,£360k,in,Germany;,0.36,1 Bundesliga,1993,1993/1994
1.FC Kaiserslautern,Pavel Kuka,25,Centre-Forward,Slavia Prague,?,in,Czech Republic;,NA,1 Bundesliga,1993,1993/1994
1.FC Kaiserslautern,Andreas Brehme,32,Left-Back,Real Zaragoza,?,in,Germany;,NA,1 Bundesliga,1993,1993/1994
1.FC Kaiserslautern,Ciriaco Sforza,23,Central Midfield,Grasshoppers,?,in,Switzerland;Italy;,NA,1 Bundesliga,1993,1993/1994
1.FC Kaiserslautern,Jürgen Degen,25,Centre-Forward,F. Düsseldorf,"End of loanJun 30, 1993",in,Germany;,0,1 Bundesliga,1993,1993/1994
1.FC Kaiserslautern,Guido Hoffmann,27,Attacking Midfield,Bay. Leverkusen,"End of loanJun 30, 1993",in,Germany;,0,1 Bundesliga,1993,1993/1994
1.FC Kaiserslautern,Bernhard Winkler,27,Centre-Forward,SC Fortuna Köln,"End of loanJun 30, 1993",in,Germany;,0,1 Bundesliga,1993,1993/1994
1.FC Kaiserslautern,Marcel Witeczek,24,Centre-Forward,Bayern Munich,£2.25m,out,Germany;,2.25,1 Bundesliga,1993,1993/1994
1.FC Kaiserslautern,Michael Zeyer,25,Central Midfield,Waldh. Mannheim,£315k,out,Germany;,0.315,1 Bundesliga,1993,1993/1994
1.FC Kaiserslautern,Thomas Richter,26,Defensive Midfield,Hertha BSC,Free transfer,out,Germany;,NA,1 Bundesliga,1993,1993/1994
1.FC Kaiserslautern,Demir Hotic,31,Centre-Forward,Fenerbahce,Free transfer,out,Bosnia-Herzegovina;Germany;,NA,1 Bundesliga,1993,1993/1994
1.FC Kaiserslautern,Thomas Vogel,28,Centre-Forward,TeBe Berlin,Free transfer,out,Germany;,NA,1 Bundesliga,1993,1993/1994
1.FC Kaiserslautern,Guido Hoffmann,27,Attacking Midfield,SV Wehen,?,out,Germany;,NA,1 Bundesliga,1993,1993/1994
1.FC Kaiserslautern,Marcus Marin,27,Centre-Forward,FC St. Pauli,Loan,out,Germany;,0,1 Bundesliga,1993,1993/1994
1.FC Kaiserslautern,Frank Lelle,28,Midfielder,FC 08 Homburg,?,out,Germany;,NA,1 Bundesliga,1993,1993/1994
1.FC Kaiserslautern,Bjarne Goldbaek,24,Central Midfield,TeBe Berlin,?,out,Denmark;,NA,1 Bundesliga,1993,1993/1994
1.FC Kaiserslautern,Bernhard Winkler,27,Centre-Forward,1860 Munich,?,out,Germany;,NA,1 Bundesliga,1993,1993/1994
1.FC Kaiserslautern,Elvis Hajradinovic,20,Defender,B. Dortmund II,?,out,North Macedonia;,NA,1 Bundesliga,1993,1993/1994
1.FC Kaiserslautern,Michael Serr,30,Goalkeeper,Saarbrücken,?,out,Germany;,NA,1 Bundesliga,1993,1993/1994
1.FC Kaiserslautern,Tom Dooley,32,Centre-Back,Career break,-,out,United States;Germany;,0,1 Bundesliga,1993,1993/1994
1. FC Köln,Stefan Kohn,27,Centre-Forward,Werder Bremen,£698k,in,Germany;,0.698,1 Bundesliga,1993,1993/1994
1. FC Köln,Ralf Hauptmann,24,Defensive Midfield,Dynamo Dresden,£428k,in,Germany;,0.428,1 Bundesliga,1993,1993/1994
1. FC Köln,Tomasz Zdebel,20,Defensive Midfield,RW Essen,Free transfer,in,Poland;Germany;,NA,1 Bundesliga,1993,1993/1994
1. FC Köln,Michael Kraft,27,Goalkeeper,Bakirköyspor,Free transfer,in,Germany;,NA,1 Bundesliga,1993,1993/1994
1. FC Köln,Toni Polster,29,Centre-Forward,Rayo Vallecano,Free transfer,in,Austria;,NA,1 Bundesliga,1993,1993/1994
1. FC Köln,Stephan Paßlack,22,Centre-Back,Bay. Uerdingen,Loan,in,Germany;,0,1 Bundesliga,1993,1993/1994
1. FC Köln,Revaz Arveladze,24,Midfielder,Dinamo Tbilisi,Loan,in,Georgia;,0,1 Bundesliga,1993,1993/1994
1. FC Köln,Rudi Müller,32,Centre-Forward,Wuppertaler SV,?,in,Germany;,NA,1 Bundesliga,1993,1993/1994
1. FC Köln,Carsten Jancker,18,Centre-Forward,1.FC Köln U19,-,in,Germany;,0,1 Bundesliga,1993,1993/1994
1. FC Köln,Edward Sarpei,24,Left Midfield,1.FC Köln II,-,in,Ghana;,0,1 Bundesliga,1993,1993/1994
1. FC Köln,Uwe Fuchs,26,Centre-Forward,1.FC K'lautern,£585k,out,Germany;,0.585,1 Bundesliga,1993,1993/1994
1. FC Köln,Frank Ordenewitz,28,Centre-Forward,JEF Utd. Chiba,£585k,out,Germany;,0.585,1 Bundesliga,1993,1993/1994
1. FC Köln,Henri Fuchs,23,Centre-Forward,Dynamo Dresden,£450k,out,Germany;,0.45,1 Bundesliga,1993,1993/1994
1. FC Köln,Andrzej Kobylanski,22,Left Midfield,TeBe Berlin,Free transfer,out,Poland;,NA,1 Bundesliga,1993,1993/1994
1. FC Köln,André Trulsen,28,Centre-Back,SV Lurup,Free transfer,out,Germany;,NA,1 Bundesliga,1993,1993/1994
1. FC Köln,Adrian Spyrka,25,Central Midfield,RW Essen,?,out,Germany;,NA,1 Bundesliga,1993,1993/1994
1. FC Köln,Jann Jensen,24,Centre-Back,VfL Wolfsburg,?,out,Denmark;,NA,1 Bundesliga,1993,1993/1994
1. FC Köln,Hans-Dieter Flick,28,Midfielder,Retired,-,out,Germany;,0,1 Bundesliga,1993,1993/1994
1. FC Köln,Roger Nilsen,23,Centre-Back,Viking FK,"End of loanJun 30, 1993",out,Norway;,0,1 Bundesliga,1993,1993/1994
1.FC Nuremberg,Manfred Schwabl,27,Defensive Midfield,Bayern Munich,£900k,in,Germany;,0.9,1 Bundesliga,1993,1993/1994
1.FC Nuremberg,André Golke,28,Attacking Midfield,VfB Stuttgart,£675k,in,Germany;,0.675,1 Bundesliga,1993,1993/1994
1.FC Nuremberg,Jürgen Kramny,21,Right Midfield,VfB Stuttgart,£270k,in,Germany;,0.27,1 Bundesliga,1993,1993/1994
1.FC Nuremberg,Hans-Jörg Criens,32,Centre-Forward,Bor. M'gladbach,£270k,in,Germany;,0.27,1 Bundesliga,1993,1993/1994
1.FC Nuremberg,Alain Sutter,25,Left Midfield,Grasshoppers,Loan fee:£158k,in,Switzerland;,0.158,1 Bundesliga,1993,1993/1994
1.FC Nuremberg,Oliver Straube,21,Left Midfield,TSF Ditzingen,£27k,in,Germany;,0.027,1 Bundesliga,1993,1993/1994
1.FC Nuremberg,Michael Wiesinger,20,Right Midfield,FC Starnberg,£27k,in,Germany;,0.027,1 Bundesliga,1993,1993/1994
1.FC Nuremberg,Lubos Kubik,29,Central Midfield,FC Metz,?,in,Czech Republic;,NA,1 Bundesliga,1993,1993/1994
1.FC Nuremberg,Thomas Kristl,30,Midfielder,Saarbrücken,?,in,Germany;,NA,1 Bundesliga,1993,1993/1994
1.FC Nuremberg,Markus Brand,18,Defender,Nürnberg U19,-,in,Germany;,0,1 Bundesliga,1993,1993/1994
1.FC Nuremberg,Sergio Zárate,24,Centre-Forward,Ancona,"End of loanJun 30, 1993",in,Argentina;,0,1 Bundesliga,1993,1993/1994
1.FC Nuremberg,Uwe Weidemann,30,Attacking Midfield,Waldh. Mannheim,"End of loanJun 30, 1993",in,Germany;,0,1 Bundesliga,1993,1993/1994
1.FC Nuremberg,Uwe Weidemann,30,Attacking Midfield,MSV Duisburg,£270k,out,Germany;,0.27,1 Bundesliga,1993,1993/1994
1.FC Nuremberg,Markus Bäurle,23,Midfielder,SSV Reutlingen,Free transfer,out,Germany;,NA,1 Bundesliga,1993,1993/1994
1.FC Nuremberg,Frank Schmidt,19,Defensive Midfield,Vestenbergsgr.,Free transfer,out,Germany;,NA,1 Bundesliga,1993,1993/1994
1.FC Nuremberg,Dieter Eckstein,29,Centre-Forward,FC Schalke 04,?,out,Germany;,NA,1 Bundesliga,1993,1993/1994
1.FC Nuremberg,Dirk Fengler,23,Right Midfield,Saarbrücken,?,out,Germany;,NA,1 Bundesliga,1993,1993/1994
1.FC Nuremberg,Roger Diebel,NA,Forward,Unknown,?,out,N/A,NA,1 Bundesliga,1993,1993/1994
1.FC Nuremberg,Thomas Weissenberger,22,Right Winger,LASK,?,out,Austria;,NA,1 Bundesliga,1993,1993/1994
1.FC Nuremberg,Uwe Rösler,24,Centre-Forward,Dynamo Dresden,?,out,Germany;,NA,1 Bundesliga,1993,1993/1994
1.FC Nuremberg,Steffen Binke,20,Defender,BSC Erlangen,?,out,Germany;,NA,1 Bundesliga,1993,1993/1994
1.FC Nuremberg,Thomas Seitz,23,Midfielder,SpVgg Fürth,?,out,Germany;,NA,1 Bundesliga,1993,1993/1994
1.FC Nuremberg,Jörg Dittwar,30,Defensive Midfield,Retired,-,out,Germany;,0,1 Bundesliga,1993,1993/1994
