club_name,player_name,age,position,club_involved_name,fee,transfer_movement,nat,fee_cleaned,league_name,year,season
1. FC Köln,Ion Vladoiu,27,Right Winger,Steaua Bukarest,£675k,in,Romania;,0.675,1 Bundesliga,1996,1996/1997
1. FC Köln,Bodo Schmidt,28,Centre-Back,Bor. Dortmund,£360k,in,Germany;,0.36,1 Bundesliga,1996,1996/1997
1. FC Köln,Michael Kostner,27,Sweeper,FC 08 Homburg,£225k,in,Germany;,0.225,1 Bundesliga,1996,1996/1997
1. FC Köln,Tuncay Nadaroglu,22,Centre-Back,FV Bad Honnef,£45k,in,Germany;Turkey;,0.045,1 Bundesliga,1996,1996/1997
1. FC Köln,Antonio Ananiev,31,Goalkeeper,Energie Cottbus,?,in,Bulgaria;,NA,1 Bundesliga,1996,1996/1997
1. FC Köln,Christer Fursth,26,Midfielder,Helsingborg,?,in,Sweden;,NA,1 Bundesliga,1996,1996/1997
1. FC Köln,Uwe Scherr,29,Right Midfield,FC Schalke 04,?,in,Germany;,NA,1 Bundesliga,1996,1996/1997
1. FC Köln,Daniel Eschbach,22,Goalkeeper,1.FC Köln II,-,in,Germany;,0,1 Bundesliga,1996,1996/1997
1. FC Köln,Bodo Illgner,29,Goalkeeper,Real Madrid,£1.80m,out,Germany;,1.8,1 Bundesliga,1996,1996/1997
1. FC Köln,Dietmar Beiersdorfer,32,Centre-Back,Reggiana,£315k,out,Germany;,0.315,1 Bundesliga,1996,1996/1997
1. FC Köln,Bjarne Goldbaek,27,Central Midfield,FC Copenhagen,£225k,out,Denmark;,0.225,1 Bundesliga,1996,1996/1997
1. FC Köln,Reinhold Breu,25,Second Striker,Austria Vienna,Free transfer,out,Germany;,NA,1 Bundesliga,1996,1996/1997
1. FC Köln,Reinhard Stumpf,34,Centre-Back,Vegalta Sendai,?,out,Germany;,NA,1 Bundesliga,1996,1996/1997
1. FC Köln,Guido Jörres,22,Sweeper,F. Düsseldorf,?,out,Germany;,NA,1 Bundesliga,1996,1996/1997
1. FC Köln,Christian Dollberg,24,Centre-Back,Boca Juniors,?,out,Argentina;,NA,1 Bundesliga,1996,1996/1997
