club_name,player_name,age,position,club_involved_name,fee,transfer_movement,nat,fee_cleaned,league_name,year,season
Belenenses SAD,Fredy,27,Second Striker,Excelsior,Free transfer,in,Angola;Portugal;,NA,Liga Nos,2017,2017/2018
Belenenses SAD,Femi Balogun,24,Left Winger,Desportivo Aves,Free transfer,in,Nigeria;,NA,Liga Nos,2017,2017/2018
Belenenses SAD,Marko Bakic,24,Central Midfield,Braga,Loan,in,Montenegro;,0,Liga Nos,2017,2017/2018
Belenenses SAD,Licá,29,Second Striker,Granada CF,Free transfer,in,Portugal;,NA,Liga Nos,2017,2017/2018
Belenenses SAD,Bouba,27,Central Midfield,Moreirense,Free transfer,in,Burkina Faso;Cote d'Ivoire;,NA,Liga Nos,2017,2017/2018
Belenenses SAD,Muriel,30,Goalkeeper,Inter B,Free transfer,in,Brazil;Germany;,NA,Liga Nos,2017,2017/2018
Belenenses SAD,Yazalde,29,Centre-Forward,Rio Ave FC,Free transfer,in,Guinea-Bissau;Portugal;,NA,Liga Nos,2017,2017/2018
Belenenses SAD,André Geraldes,26,Right-Back,Sporting CP,Loan,in,Portugal;,0,Liga Nos,2017,2017/2018
Belenenses SAD,Jesús Hernández,24,Centre-Forward,Deportivo Lara,Loan,in,Venezuela;,0,Liga Nos,2017,2017/2018
Belenenses SAD,Vincent Sasso,26,Centre-Back,Sheff Wed,?,in,France;,NA,Liga Nos,2017,2017/2018
Belenenses SAD,André Moreira,22,Goalkeeper,Atlético Madrid,Loan,in,Portugal;,0,Liga Nos,2017,2017/2018
Belenenses SAD,Roni,26,Left Winger,FC São Paulo B,Loan,in,Brazil;,0,Liga Nos,2017,2017/2018
Belenenses SAD,Nathan,21,Left Winger,Chelsea,Loan,in,Brazil;,0,Liga Nos,2017,2017/2018
Belenenses SAD,Cleylton,24,Centre-Back,São Paulo,?,in,Brazil;,NA,Liga Nos,2017,2017/2018
Belenenses SAD,Filipe Chaby,23,Attacking Midfield,Sporting B,?,in,Portugal;Mozambique;,NA,Liga Nos,2017,2017/2018
Belenenses SAD,Tiago Duque,23,Centre-Back,Coimbra,"End of loanJan 24, 2018",in,Portugal;,0,Liga Nos,2017,2017/2018
Belenenses SAD,João Louro,20,Right Winger,1º Dezembro,"End of loanJun 30, 2018",in,Portugal;,0,Liga Nos,2017,2017/2018
Belenenses SAD,João Louro,19,Right Winger,Oriental,"End of loanDec 31, 2017",in,Portugal;,0,Liga Nos,2017,2017/2018
Belenenses SAD,Salo,19,Left Winger,Belenenses U19,-,in,Portugal;,0,Liga Nos,2017,2017/2018
Belenenses SAD,Bruno Pereirinha,29,Right Midfield,Without Club,-,in,Portugal;,0,Liga Nos,2017,2017/2018
Belenenses SAD,João Louro,19,Right Winger,Belenenses U19,-,in,Portugal;,0,Liga Nos,2017,2017/2018
Belenenses SAD,Merlin Tandjigora,27,Central Midfield,Without Club,-,in,Gabon;,0,Liga Nos,2017,2017/2018
Belenenses SAD,Mica Pinto,24,Left-Back,União Madeira,"End of loanJan 15, 2018",in,Portugal;Luxembourg;,0,Liga Nos,2017,2017/2018
Belenenses SAD,Ricardo Dias,26,Defensive Midfield,Feirense,"End of loanJun 30, 2017",in,Portugal;,0,Liga Nos,2017,2017/2018
Belenenses SAD,Rúben Pinto,25,Defensive Midfield,CSKA Sofia,"End of loanJun 30, 2017",in,Portugal;,0,Liga Nos,2017,2017/2018
Belenenses SAD,Ricardo Fernandes,22,Goalkeeper,Fafe,"End of loanJun 30, 2017",in,Portugal;,0,Liga Nos,2017,2017/2018
Belenenses SAD,Tiago Duque,23,Centre-Back,Olhanense,"End of loanJun 30, 2017",in,Portugal;,0,Liga Nos,2017,2017/2018
Belenenses SAD,Komnen Andric,21,Centre-Forward,Zalgiris,"End of loanJun 30, 2017",in,Serbia;,0,Liga Nos,2017,2017/2018
Belenenses SAD,Gonçalo Tavares,20,Right-Back,Real SC,"End of loanJun 30, 2017",in,Portugal;,0,Liga Nos,2017,2017/2018
Belenenses SAD,Nuno Tomás,21,Centre-Back,Real SC,"End of loanJun 30, 2017",in,Portugal;,0,Liga Nos,2017,2017/2018
Belenenses SAD,Luís Silva,24,Central Midfield,Cova Piedade,"End of loanJun 30, 2017",in,Portugal;,0,Liga Nos,2017,2017/2018
Belenenses SAD,Adélcio Varela,20,Right-Back,AC Malveira,"End of loanJun 30, 2017",in,Portugal;Cape Verde;,0,Liga Nos,2017,2017/2018
Belenenses SAD,Edgar Ié,23,Centre-Back,LOSC Lille,£3.15m,out,Portugal;Guinea-Bissau;,3.15,Liga Nos,2017,2017/2018
Belenenses SAD,Rúben Pinto,25,Defensive Midfield,CSKA Sofia,£270k,out,Portugal;,0.27,Liga Nos,2017,2017/2018
Belenenses SAD,Tiago Duque,23,Centre-Back,Coimbra,Loan,out,Portugal;,0,Liga Nos,2017,2017/2018
Belenenses SAD,João Diogo,29,Right-Back,Gaz Metan,Free transfer,out,Portugal;,NA,Liga Nos,2017,2017/2018
Belenenses SAD,Adélcio Varela,20,Right-Back,Eléctrico,Loan,out,Portugal;Cape Verde;,0,Liga Nos,2017,2017/2018
Belenenses SAD,João Louro,19,Right Winger,Oriental,Loan,out,Portugal;,0,Liga Nos,2017,2017/2018
Belenenses SAD,Betinho,24,Centre-Forward,União Madeira,Loan,out,Portugal;,0,Liga Nos,2017,2017/2018
Belenenses SAD,Miguel Rosa,28,Attacking Midfield,Cova Piedade,Free transfer,out,Portugal;,NA,Liga Nos,2017,2017/2018
Belenenses SAD,Abel Camará,27,Centre-Forward,Pafos FC,Free transfer,out,Guinea-Bissau;Portugal;,NA,Liga Nos,2017,2017/2018
Belenenses SAD,Tiago Duque,23,Centre-Back,Titus Petange,Loan,out,Portugal;,0,Liga Nos,2017,2017/2018
Belenenses SAD,Luís Silva,24,Central Midfield,Leixões,Free transfer,out,Portugal;,NA,Liga Nos,2017,2017/2018
