club_name,player_name,age,position,club_involved_name,fee,transfer_movement,nat,fee_cleaned,league_name,year,season
Paris Saint-Germain,Edinson Cavani,26,Centre-Forward,SSC Napoli,£58.05m,in,Uruguay;Italy;,58.05,Ligue 1,2013,2013/2014
Paris Saint-Germain,Marquinhos,19,Centre-Back,AS Roma,£28.26m,in,Brazil;Portugal;,28.26,Ligue 1,2013,2013/2014
Paris Saint-Germain,Yohan Cabaye,28,Central Midfield,Newcastle,£22.50m,in,France;,22.5,Ligue 1,2013,2013/2014
Paris Saint-Germain,Lucas Digne,19,Left-Back,LOSC Lille,£13.50m,in,France;,13.5,Ligue 1,2013,2013/2014
Paris Saint-Germain,Mike Maignan,17,Goalkeeper,Paris SG B,-,in,France;French Guiana;,0,Ligue 1,2013,2013/2014
Paris Saint-Germain,Kingsley Coman,17,Left Winger,Paris SG U19,-,in,France;Guadeloupe;,0,Ligue 1,2013,2013/2014
Paris Saint-Germain,Antoine Conte,19,Centre-Back,Paris SG B,-,in,France;Guinea;,0,Ligue 1,2013,2013/2014
Paris Saint-Germain,Hervin Ongenda,18,Attacking Midfield,Paris SG B,-,in,France;DR Congo;,0,Ligue 1,2013,2013/2014
Paris Saint-Germain,Mory Diaw,20,Goalkeeper,Paris SG B,-,in,France;Senegal;,0,Ligue 1,2013,2013/2014
Paris Saint-Germain,Youssouf Sabaly,20,Right-Back,Paris SG B,-,in,Senegal;France;,0,Ligue 1,2013,2013/2014
Paris Saint-Germain,Adrien Rabiot,18,Central Midfield,Toulouse,"End of loanJun 30, 2013",in,France;,0,Ligue 1,2013,2013/2014
Paris Saint-Germain,Neeskens Kebano,21,Attacking Midfield,SM Caen,"End of loanJun 30, 2013",in,DR Congo;France;,0,Ligue 1,2013,2013/2014
Paris Saint-Germain,Diego Lugano,32,Centre-Back,Málaga CF,"End of loanJun 30, 2013",in,Uruguay;Italy;,0,Ligue 1,2013,2013/2014
Paris Saint-Germain,Mathieu Bodmer,30,Defensive Midfield,Saint-Étienne,"End of loanJun 30, 2013",in,France;,0,Ligue 1,2013,2013/2014
Paris Saint-Germain,Jean-Christophe Bahebeck,20,Centre-Forward,Troyes,"End of loanJun 30, 2013",in,France;Cameroon;,0,Ligue 1,2013,2013/2014
Paris Saint-Germain,Jean-Eudes Maurice,27,Centre-Forward,FC Le Mans,"End of loanJun 30, 2013",in,Haiti;France;,0,Ligue 1,2013,2013/2014
Paris Saint-Germain,Mohamed Sissoko,28,Defensive Midfield,Fiorentina,"End of loanJun 30, 2013",in,Mali;France;,0,Ligue 1,2013,2013/2014
Paris Saint-Germain,Loïck Landre,21,Centre-Back,G. Ajaccio,"End of loanJun 30, 2013",in,France;Guadeloupe;,0,Ligue 1,2013,2013/2014
Paris Saint-Germain,Mamadou Sakho,23,Centre-Back,Liverpool,£17.10m,out,France;Senegal;,17.1,Ligue 1,2013,2013/2014
Paris Saint-Germain,Kévin Gameiro,26,Centre-Forward,Sevilla FC,£6.75m,out,France;,6.75,Ligue 1,2013,2013/2014
Paris Saint-Germain,Antoine Conte,19,Centre-Back,Reims,Loan,out,France;Guinea;,0,Ligue 1,2013,2013/2014
Paris Saint-Germain,Neeskens Kebano,21,Attacking Midfield,RSC Charleroi,Free transfer,out,DR Congo;France;,NA,Ligue 1,2013,2013/2014
Paris Saint-Germain,Siaka Tiéné,31,Left-Back,Montpellier,Free transfer,out,Cote d'Ivoire;,NA,Ligue 1,2013,2013/2014
Paris Saint-Germain,Diego Lugano,32,Centre-Back,West Brom,Free transfer,out,Uruguay;Italy;,NA,Ligue 1,2013,2013/2014
Paris Saint-Germain,Mathieu Bodmer,30,Defensive Midfield,OGC Nice,Free transfer,out,France;,NA,Ligue 1,2013,2013/2014
Paris Saint-Germain,Jean-Christophe Bahebeck,20,Centre-Forward,Valenciennes FC,Loan,out,France;Cameroon;,0,Ligue 1,2013,2013/2014
Paris Saint-Germain,Alphonse Areola,20,Goalkeeper,Lens,Loan,out,France;Philippines;,0,Ligue 1,2013,2013/2014
Paris Saint-Germain,Clément Chantôme,25,Defensive Midfield,Toulouse,Loan,out,France;,0,Ligue 1,2013,2013/2014
Paris Saint-Germain,Sylvain Armand,32,Centre-Back,Stade Rennais,Free transfer,out,France;,NA,Ligue 1,2013,2013/2014
Paris Saint-Germain,Loïck Landre,21,Centre-Back,Lens,Free transfer,out,France;Guadeloupe;,NA,Ligue 1,2013,2013/2014
Paris Saint-Germain,Youssouf Sabaly,20,Right-Back,Thonon Évian,Loan,out,Senegal;France;,0,Ligue 1,2013,2013/2014
Paris Saint-Germain,Ronan Le Crom,38,Goalkeeper,Retired,-,out,France;,0,Ligue 1,2013,2013/2014
