club_name,player_name,age,position,club_involved_name,fee,transfer_movement,nat,fee_cleaned,league_name,year,season
FC Porto,Vasili Kulkov,28,Centre-Back,Benfica,?,in,Russia;,NA,Liga Nos,1994,1994/1995
FC Porto,Mandla Zwane,21,Forward,Orlando Pirates,?,in,South Africa;,NA,Liga Nos,1994,1994/1995
FC Porto,Émerson,22,Defensive Midfield,Belenenses SAD,?,in,Brazil;Portugal;,NA,Liga Nos,1994,1994/1995
FC Porto,Rui Barros,28,Attacking Midfield,Marseille,?,in,Portugal;,NA,Liga Nos,1994,1994/1995
FC Porto,Russell Latapy,25,Attacking Midfield,Coimbra,?,in,Trinidad and Tobago;,NA,Liga Nos,1994,1994/1995
FC Porto,Sergey Yuran,25,Centre-Forward,Benfica,?,in,Russia;Portugal;,NA,Liga Nos,1994,1994/1995
FC Porto,Ronald Baroni,26,Centre-Forward,Universitario,?,in,Peru;,NA,Liga Nos,1994,1994/1995
FC Porto,Fernando Couto,24,Centre-Back,AC Parma,£2.43m,out,Portugal;,2.43,Liga Nos,1994,1994/1995
FC Porto,Mariano,18,Left-Back,Espinho,Free transfer,out,Portugal;,NA,Liga Nos,1994,1994/1995
FC Porto,Mandla Zwane,21,Forward,Penafiel,Loan,out,South Africa;,0,Liga Nos,1994,1994/1995
FC Porto,Paulo Pereira,28,Right-Back,Benfica,?,out,Brazil;Portugal;,NA,Liga Nos,1994,1994/1995
FC Porto,Ion Timofte,26,Left Midfield,Boavista,?,out,Romania;,NA,Liga Nos,1994,1994/1995
FC Porto,Rui Óscar,18,Right-Back,União Lamas,?,out,Portugal;,NA,Liga Nos,1994,1994/1995
FC Porto,Emil Kostadinov,26,Centre-Forward,Dep. La Coruña,?,out,Bulgaria;,NA,Liga Nos,1994,1994/1995
FC Porto,Vinha,27,Centre-Forward,Salgueiros,?,out,Cape Verde;,NA,Liga Nos,1994,1994/1995
Sporting CP,Emmanuel Amunike,23,Left Winger,MSV Duisburg,£1.58m,in,Nigeria;,1.58,Liga Nos,1994,1994/1995
Sporting CP,Luis Vasco,27,Goalkeeper,Famalicão,?,in,Portugal;,NA,Liga Nos,1994,1994/1995
Sporting CP,Pedrosa,22,Central Midfield,Salgueiros,?,in,Portugal;,NA,Liga Nos,1994,1994/1995
Sporting CP,Carlos Xavier,32,Defensive Midfield,Real Sociedad,?,in,Portugal;,NA,Liga Nos,1994,1994/1995
Sporting CP,Ricardo Sá Pinto,21,Second Striker,Salgueiros,?,in,Portugal;,NA,Liga Nos,1994,1994/1995
Sporting CP,Oceano Cruz,31,Defensive Midfield,Real Sociedad,?,in,Portugal;Cape Verde;,NA,Liga Nos,1994,1994/1995
Sporting CP,Chiquinho Conde,28,Centre-Forward,Vitória Setúbal,?,in,Mozambique;,NA,Liga Nos,1994,1994/1995
Sporting CP,Noureddine Naybet,24,Centre-Back,FC Nantes,?,in,Morocco;,NA,Liga Nos,1994,1994/1995
Sporting CP,Nuno Valente,19,Left-Back,Portimonense,?,in,Portugal;,NA,Liga Nos,1994,1994/1995
Sporting CP,Marco Aurelio,27,Centre-Back,União Madeira,?,in,Brazil;,NA,Liga Nos,1994,1994/1995
Sporting CP,Dani,17,Attacking Midfield,Sporting U19,-,in,Portugal;,0,Liga Nos,1994,1994/1995
Sporting CP,Beto,18,Centre-Back,Sporting U19,-,in,Portugal;,0,Liga Nos,1994,1994/1995
Sporting CP,Rui Varão,17,Attacking Midfield,Sporting U19,-,in,Portugal;,0,Liga Nos,1994,1994/1995
Sporting CP,Miguel Gama,16,Centre-Back,Sporting U19,-,in,Portugal;,0,Liga Nos,1994,1994/1995
Sporting CP,Paulo Sousa,23,Central Midfield,Juventus,£3.60m,out,Portugal;,3.6,Liga Nos,1994,1994/1995
Sporting CP,Jorge Cadete,26,Centre-Forward,Brescia,?,out,Portugal;Mozambique;,NA,Liga Nos,1994,1994/1995
Sporting CP,Poejo,20,Defensive Midfield,Leiria,?,out,Portugal;,NA,Liga Nos,1994,1994/1995
Sporting CP,José Leal,29,Left-Back,Belenenses SAD,?,out,Portugal;,NA,Liga Nos,1994,1994/1995
Sporting CP,Porfírio,20,Left Midfield,Tirsense,Loan,out,Portugal;,0,Liga Nos,1994,1994/1995
Sporting CP,Carlos Jorge,27,Centre-Back,Marítimo,?,out,Portugal;,NA,Liga Nos,1994,1994/1995
Sporting CP,Beto,18,Centre-Back,União Lamas,Loan,out,Portugal;,0,Liga Nos,1994,1994/1995
Sporting CP,Stan Valckx,31,Sweeper,PSV Eindhoven,?,out,Netherlands;,NA,Liga Nos,1994,1994/1995
Sporting CP,Pedro Franco,20,Centre-Back,Nacional,?,out,Portugal;,NA,Liga Nos,1994,1994/1995
Sporting CP,Amaral,24,Right Winger,Benfica,?,out,Portugal;Mozambique;,NA,Liga Nos,1994,1994/1995
Sporting CP,Renato,18,Midfielder,Torreense,?,out,Portugal;,NA,Liga Nos,1994,1994/1995
Sporting CP,João Paulo,17,Centre-Forward,Sporting U19,-,out,Brazil;,0,Liga Nos,1994,1994/1995
SL Benfica,Edílson,22,Centre-Forward,Palmeiras,Free transfer,in,Brazil;,NA,Liga Nos,1994,1994/1995
SL Benfica,Paiva,21,Defensive Midfield,Marítimo,?,in,Portugal;,NA,Liga Nos,1994,1994/1995
SL Benfica,José Tavares,29,Central Midfield,Boavista,?,in,Portugal;,NA,Liga Nos,1994,1994/1995
SL Benfica,Paulao,27,Centre-Back,Grêmio,?,in,Brazil;,NA,Liga Nos,1994,1994/1995
SL Benfica,Rui Esteves,27,Midfielder,Vitória Setúbal,?,in,Portugal;,NA,Liga Nos,1994,1994/1995
SL Benfica,Paulo Bento,25,Defensive Midfield,Vit. Guimarães,?,in,Portugal;,NA,Liga Nos,1994,1994/1995
SL Benfica,Michel Preud'homme,35,Goalkeeper,KV Mechelen,?,in,Belgium;,NA,Liga Nos,1994,1994/1995
SL Benfica,Nelo,26,Central Midfield,Boavista,?,in,Portugal;,NA,Liga Nos,1994,1994/1995
SL Benfica,Amaral,24,Right Winger,Sporting CP,?,in,Portugal;Mozambique;,NA,Liga Nos,1994,1994/1995
SL Benfica,Mario Stanic,22,Right Winger,Sporting Gijón,?,in,Croatia;,NA,Liga Nos,1994,1994/1995
SL Benfica,Dimas,25,Left-Back,Vit. Guimarães,?,in,Portugal;,NA,Liga Nos,1994,1994/1995
SL Benfica,Paulo Pereira,28,Right-Back,FC Porto,?,in,Brazil;Portugal;,NA,Liga Nos,1994,1994/1995
SL Benfica,José Fernando Tavares,29,Midfielder,Boavista,?,in,Portugal;,NA,Liga Nos,1994,1994/1995
SL Benfica,Claudio Caniggia,27,Right Winger,Without Club,-,in,Argentina;,0,Liga Nos,1994,1994/1995
SL Benfica,Paulo Madeira,23,Centre-Back,Marítimo,"End of loanJun 30, 1994",in,Portugal;Angola;,0,Liga Nos,1994,1994/1995
