club_name,player_name,age,position,club_involved_name,fee,transfer_movement,nat,fee_cleaned,league_name,year,season
PSV Eindhoven,Jordi Hoogstrate,20,Central Midfield,FC Groningen,£2.88m,in,Netherlands;,2.88,Eredivisie,2003,2003/2004
PSV Eindhoven,Johan Vonlanthen,17,Left Midfield,BSC Young Boys,£720k,in,Switzerland;Colombia;,0.72,Eredivisie,2003,2003/2004
PSV Eindhoven,Michael Jakobsen,17,Centre-Back,B93,Free transfer,in,Denmark;,NA,Eredivisie,2003,2003/2004
PSV Eindhoven,Rob van Dijk,34,Goalkeeper,RKC Waalwijk,?,in,Netherlands;,NA,Eredivisie,2003,2003/2004
PSV Eindhoven,Eric Addo,25,Centre-Back,Roda JC,"End of loanDec 31, 2003",in,Ghana;Belgium;,0,Eredivisie,2003,2003/2004
PSV Eindhoven,Daniel Guijo-Velasco,19,Attacking Midfield,PSV U19,-,in,Belgium;Spain;,0,Eredivisie,2003,2003/2004
PSV Eindhoven,Spase Dilevski,18,Defensive Midfield,PSV U19,-,in,Australia;North Macedonia;,0,Eredivisie,2003,2003/2004
PSV Eindhoven,Ibrahim Afellay,17,Left Midfield,PSV U19,-,in,Netherlands;Morocco;,0,Eredivisie,2003,2003/2004
PSV Eindhoven,Otman Bakkal,18,Attacking Midfield,PSV U19,-,in,Netherlands;Morocco;,0,Eredivisie,2003,2003/2004
PSV Eindhoven,Jürgen Colin,22,Centre-Back,NAC Breda,"End of loanJun 30, 2003",in,Netherlands;Suriname;,0,Eredivisie,2003,2003/2004
PSV Eindhoven,John de Jong,26,Attacking Midfield,Heerenveen,"End of loanJun 30, 2003",in,Netherlands;,0,Eredivisie,2003,2003/2004
PSV Eindhoven,Jelle ten Rouwelaar,22,Goalkeeper,FC Groningen,"End of loanJun 30, 2003",in,Netherlands;,0,Eredivisie,2003,2003/2004
PSV Eindhoven,Klaas-Jan Huntelaar,19,Centre-Forward,De Graafschap,"End of loanJun 30, 2003",in,Netherlands;,0,Eredivisie,2003,2003/2004
PSV Eindhoven,Léon Hese,22,Centre-Back,FC Eindhoven,"End of loanJun 30, 2003",in,Netherlands;,0,Eredivisie,2003,2003/2004
PSV Eindhoven,Gino Coutinho,20,Goalkeeper,FC Den Bosch,"End of loanJun 30, 2003",in,Netherlands;Suriname;,0,Eredivisie,2003,2003/2004
PSV Eindhoven,Nyron Wau,20,Right Winger,MVV Maastricht,"End of loanJun 30, 2003",in,Netherlands;Curacao;,0,Eredivisie,2003,2003/2004
PSV Eindhoven,Léon Hese,22,Centre-Back,Helmond Sport,Loan,out,Netherlands;,0,Eredivisie,2003,2003/2004
PSV Eindhoven,Spase Dilevski,18,Defensive Midfield,RW Essen,Loan,out,Australia;North Macedonia;,0,Eredivisie,2003,2003/2004
PSV Eindhoven,Jelle ten Rouwelaar,22,Goalkeeper,FC Twente,Loan,out,Netherlands;,0,Eredivisie,2003,2003/2004
