club_name,player_name,age,position,club_involved_name,fee,transfer_movement,nat,fee_cleaned,league_name,year,season
Chelsea FC,Michael Essien,22,Defensive Midfield,Olympique Lyon,£34.20m,in,Ghana;France;,34.2,Premier League,2005,2005/2006
Chelsea FC,Shaun Wright-Phillips,23,Right Winger,Man City,£28.35m,in,England;Grenada;,28.35,Premier League,2005,2005/2006
Chelsea FC,Asier del Horno,24,Left-Back,Athletic,£10.80m,in,Spain;,10.8,Premier League,2005,2005/2006
Chelsea FC,Slobodan Rajkovic,16,Centre-Back,OFK Beograd,£4.68m,in,Serbia;,4.68,Premier League,2005,2005/2006
Chelsea FC,Lassana Diarra,20,Defensive Midfield,AC Le Havre,£4.05m,in,France;Mali;,4.05,Premier League,2005,2005/2006
Chelsea FC,Maniche,28,Central Midfield,Dinamo Moscow,Loan fee:£270k,in,Portugal;,0.27,Premier League,2005,2005/2006
Chelsea FC,Wayne Bridge,25,Left-Back,Fulham,"End of loanMay 8, 2006",in,England;,0,Premier League,2005,2005/2006
Chelsea FC,Joe Keenan,22,Left-Back,Brentford,"End of loanSep 1, 2005",in,England;,0,Premier League,2005,2005/2006
Chelsea FC,Lenny Pidgeley,21,Goalkeeper,Millwall,"End of loanDec 1, 2005",in,England;,0,Premier League,2005,2005/2006
Chelsea FC,Aleksey Smertin,30,Defensive Midfield,Charlton,"End of loanFeb 1, 2006",in,Russia;,0,Premier League,2005,2005/2006
Chelsea FC,Jiri Jarosik,28,Centre-Back,Birmingham,"End of loanMay 1, 2006",in,Czech Republic;,0,Premier League,2005,2005/2006
Chelsea FC,Steven Watt,20,Centre-Back,Barnsley FC,"End of loanNov 1, 2005",in,Scotland;,0,Premier League,2005,2005/2006
Chelsea FC,Hernán Crespo,29,Centre-Forward,AC Milan,"End of loanJun 30, 2005",in,Argentina;Italy;,0,Premier League,2005,2005/2006
Chelsea FC,Valerio Di Cesare,22,Centre-Back,UC AlbinoLeffe,"End of loanJun 30, 2005",in,Italy;,0,Premier League,2005,2005/2006
Chelsea FC,Tiago,24,Central Midfield,Olympique Lyon,£9.09m,out,Portugal;,9.09,Premier League,2005,2005/2006
Chelsea FC,Mateja Kezman,26,Centre-Forward,Atlético Madrid,£8.10m,out,Serbia;,8.1,Premier League,2005,2005/2006
Chelsea FC,Scott Parker,24,Central Midfield,Newcastle,£8.10m,out,England;,8.1,Premier League,2005,2005/2006
Chelsea FC,Mikael Forssell,24,Centre-Forward,Birmingham,£4.05m,out,Finland;,4.05,Premier League,2005,2005/2006
Chelsea FC,Aleksey Smertin,30,Defensive Midfield,Dinamo Moscow,£1.35m,out,Russia;,1.35,Premier League,2005,2005/2006
Chelsea FC,Wayne Bridge,25,Left-Back,Fulham,Loan,out,England;,0,Premier League,2005,2005/2006
Chelsea FC,Steven Watt,20,Centre-Back,Barnsley FC,Loan,out,Scotland;,0,Premier League,2005,2005/2006
Chelsea FC,Slobodan Rajkovic,16,Centre-Back,OFK Beograd,Loan,out,Serbia;,0,Premier League,2005,2005/2006
Chelsea FC,Jiri Jarosik,27,Centre-Back,Birmingham,Loan,out,Czech Republic;,0,Premier League,2005,2005/2006
Chelsea FC,Joe Keenan,22,Left-Back,Brentford,Loan,out,England;,0,Premier League,2005,2005/2006
Chelsea FC,Steven Watt,20,Centre-Back,Swansea,Free transfer,out,Scotland;,NA,Premier League,2005,2005/2006
Chelsea FC,Lenny Pidgeley,21,Goalkeeper,Millwall,Loan,out,England;,0,Premier League,2005,2005/2006
Chelsea FC,Sebastian Kneißl,22,Attacking Midfield,W. Burghausen,Free transfer,out,Germany;,NA,Premier League,2005,2005/2006
Chelsea FC,Nuno Morais,21,Defensive Midfield,Marítimo,Loan,out,Portugal;,0,Premier League,2005,2005/2006
Chelsea FC,Valerio Di Cesare,22,Centre-Back,Catanzaro,Free transfer,out,Italy;,NA,Premier League,2005,2005/2006
Chelsea FC,Joe Keenan,23,Left-Back,Willem II,Loan,out,England;,0,Premier League,2005,2005/2006
