club_name,player_name,age,position,club_involved_name,fee,transfer_movement,nat,fee_cleaned,league_name,year,season
Atlético Madrid,Juan Esnáider,23,Centre-Forward,Real Madrid,£2.16m,in,Argentina;Spain;,2.16,Primera Division,1996,1996/1997
Atlético Madrid,Radek Bejbl,23,Defensive Midfield,Slavia Prague,£810k,in,Czech Republic;,0.81,Primera Division,1996,1996/1997
Atlético Madrid,Daniel Prodan,24,Centre-Back,Steaua Bukarest,£315k,in,Romania;,0.315,Primera Division,1996,1996/1997
Atlético Madrid,Pablo Alfaro,27,Centre-Back,Racing,Free transfer,in,Spain;,NA,Primera Division,1996,1996/1997
Atlético Madrid,Santiago Ezquerro,19,Centre-Forward,CA Osasuna,?,in,Spain;,NA,Primera Division,1996,1996/1997
Atlético Madrid,Veljko Paunovic,18,Centre-Forward,Marbella FC,?,in,Serbia;Spain;,NA,Primera Division,1996,1996/1997
Atlético Madrid,Djordje Tomic,23,Central Midfield,Guingamp,?,in,Serbia;,NA,Primera Division,1996,1996/1997
Atlético Madrid,Juan Carlos Aguilera,27,Right-Back,CD Tenerife,?,in,Spain;,NA,Primera Division,1996,1996/1997
Atlético Madrid,Yordi,21,Centre-Forward,Sevilla FC,?,in,Spain;,NA,Primera Division,1996,1996/1997
Atlético Madrid,Ivo,18,Defender,Unknown,?,in,Spain;,NA,Primera Division,1996,1996/1997
Atlético Madrid,Diego Simeone,26,Central Midfield,Inter,£5.40m,out,Argentina;Italy;,5.4,Primera Division,1996,1996/1997
Atlético Madrid,Fernando Correa,22,Forward,Racing,Loan,out,Uruguay;Italy;,0,Primera Division,1996,1996/1997
Atlético Madrid,Lyuboslav Penev,29,Centre-Forward,SD Compostela,?,out,Bulgaria;,NA,Primera Division,1996,1996/1997
Atlético Madrid,Iván Rocha,27,Left-Back,CD Logroñés,Loan,out,Brazil;,0,Primera Division,1996,1996/1997
Atlético Madrid,Dani,23,Right-Back,CD Tenerife,?,out,Spain;,NA,Primera Division,1996,1996/1997
Atlético Madrid,Pirri Mori,25,Attacking Midfield,SD Compostela,?,out,Spain;,NA,Primera Division,1996,1996/1997
Atlético Madrid,José Soler,29,Midfielder,CF Extremadura,?,out,Spain;,NA,Primera Division,1996,1996/1997
Atlético Madrid,Tomás,35,Right-Back,Marbella FC,?,out,Spain;,NA,Primera Division,1996,1996/1997
FC Barcelona,Ronaldo,19,Centre-Forward,PSV Eindhoven,£13.50m,in,Brazil;Spain;,13.5,Primera Division,1996,1996/1997
FC Barcelona,Vítor Baía,26,Goalkeeper,FC Porto,£5.85m,in,Portugal;,5.85,Primera Division,1996,1996/1997
FC Barcelona,Giovanni,24,Centre-Forward,Santos FC,£4.95m,in,Brazil;,4.95,Primera Division,1996,1996/1997
FC Barcelona,Fernando Couto,26,Centre-Back,AC Parma,£4.95m,in,Portugal;,4.95,Primera Division,1996,1996/1997
FC Barcelona,Laurent Blanc,30,Sweeper,AJ Auxerre,£4.14m,in,France;,4.14,Primera Division,1996,1996/1997
FC Barcelona,Hristo Stoichkov,30,Left Winger,AC Parma,£2.16m,in,Bulgaria;,2.16,Primera Division,1996,1996/1997
FC Barcelona,Luis Enrique,26,Right Midfield,Real Madrid,Free transfer,in,Spain;,NA,Primera Division,1996,1996/1997
FC Barcelona,Juan Antonio Pizzi,28,Centre-Forward,CD Tenerife,Free transfer,in,Spain;Argentina;,NA,Primera Division,1996,1996/1997
FC Barcelona,Goran Vucevic,25,Central Midfield,Mérida UD,"End of loanJun 30, 1996",in,Croatia;,0,Primera Division,1996,1996/1997
FC Barcelona,Gheorghe Hagi,31,Attacking Midfield,Galatasaray,£3.38m,out,Romania;Turkey;,3.38,Primera Division,1996,1996/1997
FC Barcelona,Meho Kodro,29,Centre-Forward,CD Tenerife,£2.70m,out,Bosnia-Herzegovina;Spain;,2.7,Primera Division,1996,1996/1997
FC Barcelona,Jordi Cruijff,22,Defensive Midfield,Man Utd,£2.25m,out,Netherlands;Spain;,2.25,Primera Division,1996,1996/1997
FC Barcelona,Robert Prosinecki,27,Central Midfield,Sevilla FC,£1.50m,out,Croatia;,1.5,Primera Division,1996,1996/1997
FC Barcelona,Toni Velamazán,19,Right Midfield,Real Oviedo,Loan fee:£270k,out,Spain;,0.27,Primera Division,1996,1996/1997
FC Barcelona,Thomas Christiansen,23,Centre-Forward,Real Oviedo,Free transfer,out,Spain;Denmark;,NA,Primera Division,1996,1996/1997
FC Barcelona,José Mari Bakero,33,Attacking Midfield,Tiburones Rojos,Free transfer,out,Spain;,NA,Primera Division,1996,1996/1997
FC Barcelona,Lluís Carreras,23,Left-Back,RCD Mallorca,?,out,Spain;,NA,Primera Division,1996,1996/1997
FC Barcelona,Juan Carlos Moreno,21,Left Midfield,FC Barcelona B,-,out,Spain;,0,Primera Division,1996,1996/1997
Real Zaragoza,Vladislav Radimov,20,Central Midfield,CSKA Moscow,£2.25m,in,Russia;,2.25,Primera Division,1996,1996/1997
Real Zaragoza,Ander Garitano,27,Left Midfield,Athletic,£810k,in,Spain;,0.81,Primera Division,1996,1996/1997
Real Zaragoza,Kily González,21,Left Midfield,Boca Juniors,£630k,in,Argentina;Spain;,0.63,Primera Division,1996,1996/1997
Real Zaragoza,Miquel Soler,31,Left-Back,Real Madrid,?,in,Spain;,NA,Primera Division,1996,1996/1997
Real Zaragoza,Quique Sánchez Flores,31,Right-Back,Real Madrid,?,in,Spain;,NA,Primera Division,1996,1996/1997
Real Zaragoza,Otto Konrad,32,Goalkeeper,Casino Salzburg,?,in,Austria;,NA,Primera Division,1996,1996/1997
Real Zaragoza,Lalo,19,Midfielder,UD Casetas,?,in,Spain;,NA,Primera Division,1996,1996/1997
Real Zaragoza,Fernando Cáceres,27,Centre-Back,Boca Juniors,£3.60m,out,Argentina;Spain;,3.6,Primera Division,1996,1996/1997
Real Zaragoza,Paqui,25,Left-Back,Hércules CF,?,out,Spain;,NA,Primera Division,1996,1996/1997
Real Zaragoza,Andoni Cedrún,36,Goalkeeper,CD Logroñés,?,out,Spain;,NA,Primera Division,1996,1996/1997
Real Zaragoza,Sergio Berti,27,Left Midfield,River Plate,?,out,Argentina;,NA,Primera Division,1996,1996/1997
Real Betis Balompié,Finidi George,25,Right Winger,Ajax,£9.00m,in,Nigeria;,9,Primera Division,1996,1996/1997
Real Betis Balompié,Toni Prats,24,Goalkeeper,Celta de Vigo,Free transfer,in,Spain;,NA,Primera Division,1996,1996/1997
Real Betis Balompié,Albert Nadj,21,Defensive Midfield,Partizan,?,in,Serbia;Hungary;,NA,Primera Division,1996,1996/1997
Real Betis Balompié,Nenad Bjelica,24,Central Midfield,Albacete,?,in,Croatia;,NA,Primera Division,1996,1996/1997
Real Betis Balompié,Luis Fernández,23,Left-Back,Racing,?,in,Spain;,NA,Primera Division,1996,1996/1997
Real Betis Balompié,Virgilio Ferreira,23,Centre-Forward,Cerro Porteño,?,in,Paraguay;,NA,Primera Division,1996,1996/1997
Real Betis Balompié,José Luis Diezma,28,Goalkeeper,Celta de Vigo,?,out,Spain;,NA,Primera Division,1996,1996/1997
Real Betis Balompié,José Mari,25,Attacking Midfield,Athletic,?,out,Spain;,NA,Primera Division,1996,1996/1997
Real Betis Balompié,Virgilio Ferreira,23,Centre-Forward,CF Extremadura,Loan,out,Paraguay;,0,Primera Division,1996,1996/1997
Real Betis Balompié,Óscar Arpón,21,Central Midfield,Racing,?,out,Spain;,NA,Primera Division,1996,1996/1997
Real Betis Balompié,José Menéndez,32,Midfielder,Albacete,?,out,Spain;,NA,Primera Division,1996,1996/1997
Real Betis Balompié,Vlada Stosic,31,Midfielder,Atlante,?,out,Serbia;,NA,Primera Division,1996,1996/1997
Real Betis Balompié,Sánchez Jara,26,Midfielder,Racing,?,out,Spain;,NA,Primera Division,1996,1996/1997
CD Logroñés,Adolfo Baines,24,Goalkeeper,SD Huesca,Free transfer,in,Spain;,NA,Primera Division,1996,1996/1997
CD Logroñés,Rubén Sosa,30,Centre-Forward,Bor. Dortmund,Free transfer,in,Uruguay;,NA,Primera Division,1996,1996/1997
CD Logroñés,Kelly,21,Attacking Midfield,Bragantino,Free transfer,in,Brazil;,NA,Primera Division,1996,1996/1997
CD Logroñés,Ivan Adzic,23,Right Midfield,CD Toledo,Free transfer,in,Serbia;,NA,Primera Division,1996,1996/1997
CD Logroñés,Ricardo Canals,26,Centre-Back,Huracán,?,in,Uruguay;,NA,Primera Division,1996,1996/1997
CD Logroñés,Iván Rocha,27,Left-Back,Atlético Madrid,Loan,in,Brazil;,0,Primera Division,1996,1996/1997
CD Logroñés,Jorge Aizkorreta,22,Goalkeeper,Athletic,?,in,Spain;,NA,Primera Division,1996,1996/1997
CD Logroñés,Sotero López,23,Left-Back,Albacete,?,in,Spain;,NA,Primera Division,1996,1996/1997
CD Logroñés,Voro,32,Centre-Back,Dep. La Coruña,?,in,Spain;,NA,Primera Division,1996,1996/1997
CD Logroñés,Agustín Abadía,34,Left Midfield,SD Compostela,?,in,Spain;,NA,Primera Division,1996,1996/1997
CD Logroñés,Danilo Baltierra,27,Midfielder,Peñarol,?,in,Uruguay;,NA,Primera Division,1996,1996/1997
CD Logroñés,Jesús Dulce,25,Right-Back,SD Compostela,?,in,Spain;,NA,Primera Division,1996,1996/1997
CD Logroñés,José Luis Morales,23,Forward,RCD Mallorca,?,in,Spain;,NA,Primera Division,1996,1996/1997
CD Logroñés,Jochen Kientz,23,Centre-Back,RCD Mallorca,?,in,Germany;,NA,Primera Division,1996,1996/1997
CD Logroñés,Andoni Cedrún,36,Goalkeeper,Real Zaragoza,?,in,Spain;,NA,Primera Division,1996,1996/1997
CD Logroñés,Ricardo Cavas,22,Left-Back,Logroñés B,-,in,Spain;,0,Primera Division,1996,1996/1997
CD Logroñés,Nebojsa Gudelj,26,Left-Back,CD Toledo,?,out,Serbia;Bosnia-Herzegovina;,NA,Primera Division,1996,1996/1997
CD Logroñés,Óscar Herreros,25,Right-Back,CD Numancia,?,out,Spain;,NA,Primera Division,1996,1996/1997
CD Logroñés,Roberto Matute,23,Centre-Forward,Chaves,?,out,Spain;,NA,Primera Division,1996,1996/1997
CD Logroñés,Arturo,27,Defender,Marino Luanco,?,out,Spain;,NA,Primera Division,1996,1996/1997
CD Logroñés,Estéfano Izaguirre,25,Defender,UD Almería,?,out,Spain;,NA,Primera Division,1996,1996/1997
CD Logroñés,Antonio Acosta,24,Midfielder,Getafe,?,out,Spain;,NA,Primera Division,1996,1996/1997
CD Logroñés,Felipe Herrero,26,Centre-Back,CD Toledo,?,out,Spain;,NA,Primera Division,1996,1996/1997
CD Logroñés,Iván Rocha,28,Left-Back,Atl. Madrid B,"End of loanJul 1, 1997",out,Brazil;,0,Primera Division,1996,1996/1997
CD Logroñés,Simeón,22,Defensive Midfield,Villarreal,,out,Spain;,NA,Primera Division,1996,1996/1997
