club_name,player_name,age,position,club_involved_name,fee,transfer_movement,nat,fee_cleaned,league_name,year,season
Milan AC,Jean-Pierre Papin,28,Centre-Forward,Marseille,£10.80m,in,France;,10.8,Serie A,1992,1992/1993
Milan AC,Gianluigi Lentini,23,Right Winger,Torino,£8.60m,in,Italy;,8.6,Serie A,1992,1992/1993
Milan AC,Dejan Savicevic,25,Attacking Midfield,Red Star,£4.14m,in,Montenegro;Serbia;,4.14,Serie A,1992,1992/1993
Milan AC,Guido Bistazzoni,32,Goalkeeper,Taranto,?,in,Italy;,NA,Serie A,1992,1992/1993
Milan AC,Martino Traversa,18,Right-Back,Bologna,?,in,Italy;,NA,Serie A,1992,1992/1993
Milan AC,Rufo Emiliano Verga,23,Centre-Back,AC Venezia 1907,?,in,Italy;,NA,Serie A,1992,1992/1993
Milan AC,Davide Dionigi,18,Centre-Forward,Modena,?,in,Italy;,NA,Serie A,1992,1992/1993
Milan AC,Stefano Eranio,25,Right Midfield,Genoa,?,in,Italy;,NA,Serie A,1992,1992/1993
Milan AC,Fernando De Napoli,28,Central Midfield,SSC Napoli,?,in,Italy;,NA,Serie A,1992,1992/1993
Milan AC,Giuseppe Cardone,18,Right-Back,Milan U19,-,in,Italy;,0,Serie A,1992,1992/1993
Milan AC,Costantino Borneo,19,Centre-Forward,Milan U19,-,in,Italy;,0,Serie A,1992,1992/1993
Milan AC,Giuseppe Zappella,19,Right-Back,Milan U19,-,in,Italy;,0,Serie A,1992,1992/1993
Milan AC,Carlo Cudicini,18,Goalkeeper,Milan U19,-,in,Italy;,0,Serie A,1992,1992/1993
Milan AC,Diego Fuser,23,Right Midfield,Lazio,£1.80m,out,Italy;,1.8,Serie A,1992,1992/1993
Milan AC,Massimiliano Cappellini,21,Centre-Forward,Atalanta,Loan,out,Italy;,0,Serie A,1992,1992/1993
Milan AC,Angelo Carbone,24,Right Midfield,SSC Napoli,Loan,out,Italy;,0,Serie A,1992,1992/1993
Milan AC,Davide Corti,19,Defender,FC Empoli,?,out,Italy;,NA,Serie A,1992,1992/1993
Milan AC,Roberto Bandirali,20,Centre-Back,Como,?,out,Italy;,NA,Serie A,1992,1992/1993
Milan AC,Costantino Borneo,20,Centre-Forward,Olbia,?,out,Italy;,NA,Serie A,1992,1992/1993
Milan AC,Giovanni Cornacchini,26,Centre-Forward,Perugia,?,out,Italy;,NA,Serie A,1992,1992/1993
Milan AC,Massimiliano Cappellini,21,Centre-Forward,Como,Loan,out,Italy;,0,Serie A,1992,1992/1993
Milan AC,Carlo Ancelotti,33,Central Midfield,Retired,-,out,Italy;,0,Serie A,1992,1992/1993
AS Roma,Sinisa Mihajlovic,23,Centre-Back,Red Star,£4.05m,in,Serbia;Italy;,4.05,Serie A,1992,1992/1993
AS Roma,Claudio Caniggia,25,Right Winger,Atalanta,?,in,Argentina;,NA,Serie A,1992,1992/1993
AS Roma,Dario Rossi,19,Defender,Ternana,?,in,Italy;,NA,Serie A,1992,1992/1993
AS Roma,Fabio Petruzzi,21,Centre-Back,Casertana,?,in,Italy;,NA,Serie A,1992,1992/1993
AS Roma,Francesco Totti,16,Centre-Forward,Roma U19,-,in,Italy;,0,Serie A,1992,1992/1993
AS Roma,Rudi Völler,32,Centre-Forward,Marseille,?,out,Germany;,NA,Serie A,1992,1992/1993
AS Roma,Fabrizio Di Mauro,27,Defensive Midfield,Fiorentina,?,out,Italy;,NA,Serie A,1992,1992/1993
AS Roma,Andrea Orocini,20,Midfielder,USC Baracca Lugo 1909,?,out,Italy;,NA,Serie A,1992,1992/1993
AS Roma,Sebastiano Nela,31,Left-Back,SSC Napoli,?,out,Italy;,NA,Serie A,1992,1992/1993
AS Roma,Ferro Tontini,22,Goalkeeper,Catania,?,out,Italy;,NA,Serie A,1992,1992/1993
AS Roma,Alessio Scarchilli,19,Attacking Midfield,Lecce,?,out,Italy;,NA,Serie A,1992,1992/1993
AS Roma,Fabrizio Carli,17,Forward,SSC Napoli,?,out,Italy;,NA,Serie A,1992,1992/1993
AS Roma,Stefano Pellegrini,24,Right-Back,Udinese Calcio,?,out,Italy;,NA,Serie A,1992,1992/1993
AS Roma,Gabriele Grossi,20,Left-Back,Lecce,?,out,Italy;,NA,Serie A,1992,1992/1993
AS Roma,Emiliano Bernardini,18,Defender,Udinese Calcio,?,out,Italy;,NA,Serie A,1992,1992/1993
AS Roma,Marco De Marchi,25,Centre-Back,Juventus,"End of loanJun 30, 1992",out,Italy;,0,Serie A,1992,1992/1993
Brescia Calcio,Gheorghe Hagi,27,Attacking Midfield,Real Madrid,£1.80m,in,Romania;Turkey;,1.8,Serie A,1992,1992/1993
Brescia Calcio,Ovidiu Sabau,24,Central Midfield,Feyenoord,£1.43m,in,Romania;,1.43,Serie A,1992,1992/1993
Brescia Calcio,Dorin Mateut,27,Attacking Midfield,Real Zaragoza,?,in,Romania;,NA,Serie A,1992,1992/1993
Brescia Calcio,Fabio Gallo,21,Defensive Midfield,Spezia,?,in,Italy;,NA,Serie A,1992,1992/1993
Brescia Calcio,Massimo Paganin,21,Centre-Back,Reggiana,?,in,Italy;,NA,Serie A,1992,1992/1993
Brescia Calcio,Nicola Marangon,21,Right-Back,CPR Ospitaletto,?,in,Italy;,NA,Serie A,1992,1992/1993
Brescia Calcio,Paolo Ziliani,21,Sweeper,SSC Napoli,?,in,Italy;,NA,Serie A,1992,1992/1993
Brescia Calcio,Paolo Negro,20,Centre-Back,Bologna,?,in,Italy;,NA,Serie A,1992,1992/1993
Brescia Calcio,Marco Landucci,28,Goalkeeper,Lucchese,?,in,Italy;,NA,Serie A,1992,1992/1993
Brescia Calcio,Luca Brunetti,27,Defender,Taranto,?,in,Italy;,NA,Serie A,1992,1992/1993
Brescia Calcio,Massimo Giannelli,22,Attacking Midfield,CPR Ospitaletto,?,in,Italy;,NA,Serie A,1992,1992/1993
Brescia Calcio,Gabriele Pelati,18,Defender,Unknown,?,in,Italy;,NA,Serie A,1992,1992/1993
Brescia Calcio,Marco Piovanelli,18,Midfielder,Brescia U19,-,in,Italy;,0,Serie A,1992,1992/1993
Brescia Calcio,Maurizio Ganz,23,Centre-Forward,Atalanta,£108k,out,Italy;,0.108,Serie A,1992,1992/1993
Brescia Calcio,Marco Merlo,24,Midfielder,Taranto,?,out,Italy;,NA,Serie A,1992,1992/1993
Brescia Calcio,Stefano Preti,21,Midfielder,Palazzolo,?,out,Italy;,NA,Serie A,1992,1992/1993
Brescia Calcio,Riccardo Masia,19,Defender,CPR Ospitaletto,?,out,Italy;,NA,Serie A,1992,1992/1993
Brescia Calcio,Daniele Carnasciali,25,Right-Back,Fiorentina,?,out,Italy;,NA,Serie A,1992,1992/1993
Brescia Calcio,Luca Luzardi,22,Centre-Back,Lazio,?,out,Italy;,NA,Serie A,1992,1992/1993
Brescia Calcio,Daniele Cerretti,18,Goalkeeper,CPR Ospitaletto,?,out,Italy;,NA,Serie A,1992,1992/1993
Brescia Calcio,Corrado Cortesi,25,Forward,Palazzolo,?,out,Italy;,NA,Serie A,1992,1992/1993
Brescia Calcio,Gianni Flamigni,23,Defender,Lecce,?,out,Italy;,NA,Serie A,1992,1992/1993
Brescia Calcio,Francesco Passiatore,21,Forward,Casarano,?,out,Italy;,NA,Serie A,1992,1992/1993
Brescia Calcio,Emanuele Filippini,18,Central Midfield,CPR Ospitaletto,?,out,Italy;,NA,Serie A,1992,1992/1993
Brescia Calcio,Paolo Ziliani,21,Sweeper,SSC Napoli,?,out,Italy;,NA,Serie A,1992,1992/1993
Brescia Calcio,Paolo Bonfadini,20,Defender,Spezia,?,out,Italy;,NA,Serie A,1992,1992/1993
Brescia Calcio,Fabio Gallo,22,Defensive Midfield,Alessandria,Loan,out,Italy;,0,Serie A,1992,1992/1993
Brescia Calcio,Antonio Filippini,18,Right Midfield,CPR Ospitaletto,Loan,out,Italy;,0,Serie A,1992,1992/1993
Brescia Calcio,Filippo Citterio,36,Left-Back,Seregno,?,out,Italy;,NA,Serie A,1992,1992/1993
Brescia Calcio,Antonio Vettore,32,Goalkeeper,Retired,-,out,Italy;,0,Serie A,1992,1992/1993
Brescia Calcio,Filippo Masolini,22,Midfielder,Cesena,"End of loanJun 1, 1992",out,Italy;,0,Serie A,1992,1992/1993
FC Internazionale,Igor Shalimov,23,Attacking Midfield,Foggia,£10.80m,in,Russia;,10.8,Serie A,1992,1992/1993
FC Internazionale,Darko Pancev,26,Centre-Forward,Red Star,£10.80m,in,North Macedonia;,10.8,Serie A,1992,1992/1993
FC Internazionale,Rubén Sosa,26,Centre-Forward,Lazio,£5.40m,in,Uruguay;,5.4,Serie A,1992,1992/1993
FC Internazionale,Matthias Sammer,24,Defensive Midfield,VfB Stuttgart,£5.40m,in,Germany;,5.4,Serie A,1992,1992/1993
FC Internazionale,Salvatore Schillaci,27,Centre-Forward,Juventus,£990k,in,Italy;,0.99,Serie A,1992,1992/1993
FC Internazionale,Mirko Taccola,22,Centre-Back,AC Pisa,?,in,Italy;,NA,Serie A,1992,1992/1993
FC Internazionale,Luigi De Agostini,31,Left-Back,Juventus,?,in,Italy;,NA,Serie A,1992,1992/1993
FC Internazionale,Giuseppe Marino,23,Midfielder,Taranto,?,in,Italy;,NA,Serie A,1992,1992/1993
FC Internazionale,Paolo Tramezzani,21,Left-Back,Lucchese,?,in,Italy;Albania;,NA,Serie A,1992,1992/1993
FC Internazionale,Antonio Manicone,25,Defensive Midfield,Udinese Calcio,?,in,Italy;,NA,Serie A,1992,1992/1993
FC Internazionale,Stefano Rossini,21,Left-Back,Udinese Calcio,?,in,Italy;,NA,Serie A,1992,1992/1993
FC Internazionale,Stefano Vecchi,20,Midfielder,Spezia,?,in,Italy;,NA,Serie A,1992,1992/1993
