club_name,player_name,age,position,club_involved_name,fee,transfer_movement,nat,fee_cleaned,league_name,year,season
SL Benfica,Pizzi,23,Right Midfield,Atlético Madrid,£12.60m,in,Portugal;,12.6,Liga Nos,2013,2013/2014
SL Benfica,Lazar Markovic,19,Right Winger,Partizan,£9.00m,in,Serbia;,9,Liga Nos,2013,2013/2014
SL Benfica,Roberto,27,Goalkeeper,Real Zaragoza,£7.74m,in,Spain;,7.74,Liga Nos,2013,2013/2014
SL Benfica,Filip Djuricic,21,Attacking Midfield,Heerenveen,£7.20m,in,Serbia;,7.2,Liga Nos,2013,2013/2014
SL Benfica,Ljubomir Fejsa,25,Defensive Midfield,Olympiacos,£4.05m,in,Serbia;,4.05,Liga Nos,2013,2013/2014
SL Benfica,Lisandro López,23,Centre-Back,Arsenal FC,£3.60m,in,Argentina;Spain;,3.6,Liga Nos,2013,2013/2014
SL Benfica,Luis Fariña,22,Attacking Midfield,Racing Club,£2.29m,in,Argentina;Paraguay;,2.29,Liga Nos,2013,2013/2014
SL Benfica,Rogelio Funes Mori,22,Centre-Forward,River Plate,£1.80m,in,Argentina;,1.8,Liga Nos,2013,2013/2014
SL Benfica,Stefan Mitrovic,23,Centre-Back,KV Kortrijk,£990k,in,Serbia;,0.99,Liga Nos,2013,2013/2014
SL Benfica,Guilherme Siqueira,27,Left-Back,Granada CF,Loan fee:£900k,in,Brazil;Italy;,0.9,Liga Nos,2013,2013/2014
SL Benfica,Miralem Sulejmani,24,Left Winger,Ajax,Free transfer,in,Serbia;,NA,Liga Nos,2013,2013/2014
SL Benfica,Steven Vitória,26,Centre-Back,Estoril,Free transfer,in,Canada;Portugal;,NA,Liga Nos,2013,2013/2014
SL Benfica,Bruno Cortez,26,Left-Back,São Paulo,Loan,in,Brazil;,0,Liga Nos,2013,2013/2014
SL Benfica,Sílvio,25,Right-Back,Atlético Madrid,Loan,in,Portugal;,0,Liga Nos,2013,2013/2014
SL Benfica,Airton,23,Defensive Midfield,Internacional,"End of loanDec 31, 2013",in,Brazil;,0,Liga Nos,2013,2013/2014
SL Benfica,Ivan Cavaleiro,19,Right Winger,Benfica B,-,in,Portugal;Cape Verde;,0,Liga Nos,2013,2013/2014
SL Benfica,Yannick Djaló,27,Left Winger,Toulouse,"End of loanJun 30, 2013",in,Portugal;Guinea-Bissau;,0,Liga Nos,2013,2013/2014
SL Benfica,Hugo Vieira,24,Centre-Forward,Gil Vicente,"End of loanJun 30, 2013",in,Portugal;,0,Liga Nos,2013,2013/2014
SL Benfica,Rúben Amorim,28,Central Midfield,Braga,"End of loanJun 30, 2013",in,Portugal;,0,Liga Nos,2013,2013/2014
SL Benfica,Nélson Oliveira,21,Centre-Forward,Dep. La Coruña,"End of loanJun 30, 2013",in,Portugal;,0,Liga Nos,2013,2013/2014
SL Benfica,Nuno Coelho,25,Centre-Back,Aris Saloniki,"End of loanJun 30, 2013",in,Portugal;,0,Liga Nos,2013,2013/2014
SL Benfica,Djaniny,22,Centre-Forward,Olhanense,"End of loanJun 30, 2013",in,Cape Verde;,0,Liga Nos,2013,2013/2014
