club_name,player_name,age,position,club_involved_name,fee,transfer_movement,nat,fee_cleaned,league_name,year,season
Arsenal FC,Thierry Henry,21,Centre-Forward,Juventus,£14.49m,in,France;Guadeloupe;,14.49,Premier League,1999,1999/2000
Arsenal FC,Davor Suker,31,Centre-Forward,Real Madrid,£4.86m,in,Croatia;,4.86,Premier League,1999,1999/2000
Arsenal FC,Stefan Malz,27,Left-Back,1860 Munich,£1.04m,in,Germany;,1.04,Premier League,1999,1999/2000
Arsenal FC,Sylvinho,25,Left-Back,Corinthians,Free transfer,in,Brazil;Spain;,NA,Premier League,1999,1999/2000
Arsenal FC,Graham Barrett,17,Centre-Forward,Arsenal U18,-,in,Ireland;,0,Premier League,1999,1999/2000
Arsenal FC,Rhys Weston,18,Right-Back,Arsenal U18,-,in,Wales;,0,Premier League,1999,1999/2000
Arsenal FC,Stephen Hughes,23,Defensive Midfield,Fulham,"End of loanDec 31, 1999",in,England;,0,Premier League,1999,1999/2000
Arsenal FC,Ashley Cole,19,Left-Back,Crystal Palace,"End of loanMay 8, 2000",in,England;Barbados;,0,Premier League,1999,1999/2000
Arsenal FC,Ashley Cole,18,Left-Back,Arsenal Res.,-,in,England;Barbados;,0,Premier League,1999,1999/2000
Arsenal FC,Tommy Black,20,Right Midfield,Bristol City,"End of loanDec 31, 1999",in,England;,0,Premier League,1999,1999/2000
Arsenal FC,Paolo Vernazza,20,Central Midfield,Portsmouth,"End of loanMar 1, 2000",in,England;,0,Premier League,1999,1999/2000
Arsenal FC,Tommy Black,19,Right Midfield,Carlisle United,"End of loanSep 1, 1999",in,England;,0,Premier League,1999,1999/2000
Arsenal FC,Christopher Wreh,24,Centre-Forward,Birmingham,"End of loanDec 14, 1999",in,Liberia;France;,0,Premier League,1999,1999/2000
Arsenal FC,Ömer Riza,19,Second Striker,ADO Den Haag,"End of loanJun 30, 1999",in,Turkey;England;,0,Premier League,1999,1999/2000
Arsenal FC,Alberto Méndez,24,Attacking Midfield,AEK Athens,"End of loanJun 30, 1999",in,Germany;Spain;,0,Premier League,1999,1999/2000
Arsenal FC,Christopher Wreh,24,Centre-Forward,AEK Athens,"End of loanJun 30, 1999",in,Liberia;France;,0,Premier League,1999,1999/2000
Arsenal FC,Nicolas Anelka,20,Centre-Forward,Real Madrid,£31.50m,out,France;Martinique;,31.5,Premier League,1999,1999/2000
Arsenal FC,Kaba Diawara,23,Centre-Forward,Marseille,£3.15m,out,Guinea;France;,3.15,Premier League,1999,1999/2000
Arsenal FC,Jason Crowe,20,Right-Back,Portsmouth,£1.35m,out,England;,1.35,Premier League,1999,1999/2000
Arsenal FC,Steve Bould,36,Centre-Back,Sunderland,£720k,out,England;,0.72,Premier League,1999,1999/2000
Arsenal FC,Luís Boa Morte,21,Left Midfield,Southampton,£630k,out,Portugal;Sao Tome and Principe;,0.63,Premier League,1999,1999/2000
Arsenal FC,Stephen Hughes,23,Defensive Midfield,Fulham,Loan,out,England;,0,Premier League,1999,1999/2000
Arsenal FC,David Grondin,19,Left-Back,Saint-Étienne,Loan,out,France;,0,Premier League,1999,1999/2000
Arsenal FC,David Platt,33,Attacking Midfield,Nottm Forest,Free transfer,out,England;,NA,Premier League,1999,1999/2000
Arsenal FC,Tommy Black,19,Right Midfield,Carlisle United,Loan,out,England;,0,Premier League,1999,1999/2000
Arsenal FC,Ashley Cole,19,Left-Back,Crystal Palace,Loan,out,England;Barbados;,0,Premier League,1999,1999/2000
Arsenal FC,Tommy Black,20,Right Midfield,Bristol City,Loan,out,England;,0,Premier League,1999,1999/2000
Arsenal FC,Paolo Vernazza,20,Central Midfield,Portsmouth,Loan,out,England;,0,Premier League,1999,1999/2000
Arsenal FC,David Livermore,19,Central Midfield,Millwall,£45k,out,England;,0.045,Premier League,1999,1999/2000
Arsenal FC,Christopher Wreh,24,Centre-Forward,FC Den Bosch,Loan,out,Liberia;France;,0,Premier League,1999,1999/2000
Arsenal FC,Alberto Méndez,24,Attacking Midfield,Unterhaching,Loan,out,Germany;Spain;,0,Premier League,1999,1999/2000
Arsenal FC,Ömer Riza,19,Second Striker,West Ham,?,out,Turkey;England;,NA,Premier League,1999,1999/2000
Arsenal FC,Christopher Wreh,24,Centre-Forward,Birmingham,Loan,out,Liberia;France;,0,Premier League,1999,1999/2000
Arsenal FC,Rémi Garde,33,Defensive Midfield,Retired,-,out,France;,0,Premier League,1999,1999/2000
Arsenal FC,Néstor Caballero,21,Centre-Forward,Cerro Porteño,"End of loanJun 30, 1999",out,Argentina;Spain;,0,Premier League,1999,1999/2000
Middlesbrough FC,Christian Ziege,27,Left Midfield,Milan,£5.40m,in,Germany;,5.4,Premier League,1999,1999/2000
Middlesbrough FC,Carlos Marinelli,17,Attacking Midfield,Boca Juniors,£2.54m,in,Argentina;Italy;,2.54,Premier League,1999,1999/2000
Middlesbrough FC,Paul Ince,31,Defensive Midfield,Liverpool,£1.35m,in,England;Barbados;,1.35,Premier League,1999,1999/2000
Middlesbrough FC,Chris Bennion,18,Goalkeeper,Hearts FC U20,Free transfer,in,Scotland;,NA,Premier League,1999,1999/2000
