club_name,player_name,age,position,club_involved_name,fee,transfer_movement,nat,fee_cleaned,league_name,year,season
NAC Breda,Archil Arveladze,24,Centre-Forward,Trabzonspor,£450k,in,Georgia;,0.45,Eredivisie,1997,1997/1998
NAC Breda,Rade Bogdanovic,27,Centre-Forward,Atlético Madrid,Loan,in,Serbia;,0,Eredivisie,1997,1997/1998
NAC Breda,Erwin van de Looi,25,Centre-Back,Vitesse,?,in,Netherlands;,NA,Eredivisie,1997,1997/1998
NAC Breda,Kevin Van Dessel,18,Left Midfield,Germinal Ekeren,?,in,Belgium;,NA,Eredivisie,1997,1997/1998
NAC Breda,Bart De Roover,29,Centre-Back,Lierse SK,?,in,Belgium;,NA,Eredivisie,1997,1997/1998
NAC Breda,Ante Milicic,23,Centre-Forward,Sydney United,?,in,Australia;Croatia;,NA,Eredivisie,1997,1997/1998
NAC Breda,Glenn Helder,28,Left Winger,Arsenal,?,in,Netherlands;,NA,Eredivisie,1997,1997/1998
NAC Breda,Jeong-yun No,26,Centre-Forward,Sanf. Hiroshima,?,in,"Korea, South;",NA,Eredivisie,1997,1997/1998
NAC Breda,Nebojsa Gudelj,27,Left-Back,CD Toledo,?,in,Serbia;Bosnia-Herzegovina;,NA,Eredivisie,1997,1997/1998
NAC Breda,Alfred Schreuder,24,Defensive Midfield,RKC Waalwijk,?,in,Netherlands;,NA,Eredivisie,1997,1997/1998
NAC Breda,John Feskens,31,Midfielder,Willem II,?,in,Netherlands;,NA,Eredivisie,1997,1997/1998
NAC Breda,Frank Broers,19,Left-Back,NAC Breda U19,-,in,Netherlands;,0,Eredivisie,1997,1997/1998
NAC Breda,Tony Vidmar,27,Left-Back,Rangers,Free transfer,out,Australia;Italy;,NA,Eredivisie,1997,1997/1998
NAC Breda,François Gesthuizen,24,Right Midfield,Fortuna Sittard,Free transfer,out,Netherlands;,NA,Eredivisie,1997,1997/1998
NAC Breda,Barry van Galen,27,Central Midfield,AZ Alkmaar,Free transfer,out,Netherlands;,NA,Eredivisie,1997,1997/1998
NAC Breda,Mark Minnaert,21,Midfielder,Hoek,Free transfer,out,Belgium;,NA,Eredivisie,1997,1997/1998
NAC Breda,Nico Jalink,33,Right Midfield,Sparta R.,?,out,Netherlands;,NA,Eredivisie,1997,1997/1998
NAC Breda,Paulo Da Costa Tavares,18,Midfielder,Unknown,?,out,Angola;,NA,Eredivisie,1997,1997/1998
NAC Breda,Björn Langeveld,19,Defender,ADO Den Haag,?,out,Netherlands;,NA,Eredivisie,1997,1997/1998
NAC Breda,Jean-Claude Mukanya,29,Defender,Eendracht Aalst,?,out,DR Congo;,NA,Eredivisie,1997,1997/1998
NAC Breda,Pascal Beeken,23,Goalkeeper,KV Mechelen,?,out,Belgium;,NA,Eredivisie,1997,1997/1998
Roda JC Kerkrade,Bob Peeters,23,Centre-Forward,Lierse SK,Free transfer,in,Belgium;,NA,Eredivisie,1997,1997/1998
Roda JC Kerkrade,Edwin Grünholz,28,Forward,ADO Den Haag,?,in,Netherlands;,NA,Eredivisie,1997,1997/1998
Roda JC Kerkrade,Igor Tomasic,20,Centre-Back,Croatia Zagreb,?,in,Bulgaria;Croatia;,NA,Eredivisie,1997,1997/1998
Roda JC Kerkrade,Jörg Kässmann,28,Goalkeeper,Bor. M'gladbach,?,in,Germany;,NA,Eredivisie,1997,1997/1998
Roda JC Kerkrade,Stephan 't Hart,26,Defender,Scheveningen,?,in,Netherlands;,NA,Eredivisie,1997,1997/1998
Roda JC Kerkrade,Nenad Miskovic,21,Left Midfield,Rad Belgrade,?,in,Bosnia-Herzegovina;,NA,Eredivisie,1997,1997/1998
Roda JC Kerkrade,Mariusz Kukielka,20,Centre-Back,GKS Belchatow,?,in,Poland;,NA,Eredivisie,1997,1997/1998
Roda JC Kerkrade,Gábor Torma,20,Centre-Forward,Cercle Brugge,?,in,Hungary;,NA,Eredivisie,1997,1997/1998
Roda JC Kerkrade,Rastislav Mores,21,Midfielder,NEC Nijmegen,?,in,Slovakia;,NA,Eredivisie,1997,1997/1998
Roda JC Kerkrade,Bernard Samuel Tchoutang,21,Left Winger,KRC Genk,?,in,Cameroon;,NA,Eredivisie,1997,1997/1998
Roda JC Kerkrade,Joos Valgaeren,21,Centre-Back,KV Mechelen,?,in,Belgium;,NA,Eredivisie,1997,1997/1998
Roda JC Kerkrade,Nikola Damjanac,25,Goalkeeper,Partizan,?,in,Serbia;,NA,Eredivisie,1997,1997/1998
Roda JC Kerkrade,Gregory Delwarte,19,Goalkeeper,Roda JC U19,-,in,Belgium;,0,Eredivisie,1997,1997/1998
Roda JC Kerkrade,Gerald Sibon,23,Centre-Forward,Ajax,£2.03m,out,Netherlands;,2.03,Eredivisie,1997,1997/1998
Roda JC Kerkrade,Ruud Hesp,31,Goalkeeper,FC Barcelona,£990k,out,Netherlands;,0.99,Eredivisie,1997,1997/1998
Roda JC Kerkrade,André Ooijer,23,Centre-Back,PSV Eindhoven,£405k,out,Netherlands;,0.405,Eredivisie,1997,1997/1998
Roda JC Kerkrade,Henri Heeren,22,Right-Back,Alem. Aachen,Free transfer,out,Netherlands;,NA,Eredivisie,1997,1997/1998
Roda JC Kerkrade,Piotr Kasperski,25,Midfielder,Amica Wronki,?,out,Poland;,NA,Eredivisie,1997,1997/1998
Roda JC Kerkrade,Jan-Pieter Martens,23,Attacking Midfield,Sturm Graz,?,out,Belgium;,NA,Eredivisie,1997,1997/1998
Roda JC Kerkrade,Mark Luijpers,26,Centre-Back,MVV Maastricht,Loan,out,Netherlands;,0,Eredivisie,1997,1997/1998
Roda JC Kerkrade,Maarten Schops,21,Defensive Midfield,RKC Waalwijk,Loan,out,Belgium;,0,Eredivisie,1997,1997/1998
Roda JC Kerkrade,Nenad Miskovic,22,Left Midfield,Proleter Zrenj.,?,out,Bosnia-Herzegovina;,NA,Eredivisie,1997,1997/1998
Roda JC Kerkrade,Stephan Van der Heyden,28,Left Midfield,LOSC Lille,?,out,Belgium;,NA,Eredivisie,1997,1997/1998
Roda JC Kerkrade,Hans Spillmann,28,Goalkeeper,MVV Maastricht,Loan,out,Netherlands;,0,Eredivisie,1997,1997/1998
FC Utrecht,Emmanuel Nwakire,18,Left-Back,Jasper United,Free transfer,in,Nigeria;,NA,Eredivisie,1997,1997/1998
FC Utrecht,Dennis van der Ree,18,Right-Back,Barendrecht,Free transfer,in,Netherlands;,NA,Eredivisie,1997,1997/1998
FC Utrecht,Dennis Scharrenburg,18,Midfielder,Ajax U19,?,in,Netherlands;,NA,Eredivisie,1997,1997/1998
FC Utrecht,Harald Wapenaar,27,Goalkeeper,Helmond Sport,?,in,Netherlands;,NA,Eredivisie,1997,1997/1998
FC Utrecht,Harry Decheiver,27,Centre-Forward,SC Freiburg,?,in,Netherlands;,NA,Eredivisie,1997,1997/1998
FC Utrecht,Dionysius Sebwe,28,Defender,Orlando Sundogs,?,in,Liberia;,NA,Eredivisie,1997,1997/1998
FC Utrecht,Mitchell van der Gaag,25,Centre-Back,Motherwell FC,?,in,Netherlands;,NA,Eredivisie,1997,1997/1998
FC Utrecht,Pascal Bosschaart,17,Centre-Back,SC Feyenoord,?,in,Netherlands;,NA,Eredivisie,1997,1997/1998
FC Utrecht,Stefan Haaksman,23,Forward,Unknown,?,in,Netherlands;,NA,Eredivisie,1997,1997/1998
FC Utrecht,John de Jong,20,Attacking Midfield,ADO Den Haag,?,in,Netherlands;,NA,Eredivisie,1997,1997/1998
FC Utrecht,Scott Booth,26,Centre-Forward,Bor. Dortmund,Loan,in,Scotland;,0,Eredivisie,1997,1997/1998
FC Utrecht,Tom Van Mol,24,Left-Back,Lommel SK,?,in,Belgium;,NA,Eredivisie,1997,1997/1998
FC Utrecht,Dennis van der Steen,21,Right Midfield,Brederodes,?,in,Netherlands;,NA,Eredivisie,1997,1997/1998
