club_name,player_name,age,position,club_involved_name,fee,transfer_movement,nat,fee_cleaned,league_name,year,season
Arsenal FC,John Hartson,19,Centre-Forward,Luton,£3.38m,in,Wales;,3.38,Premier League,1994,1994/1995
Arsenal FC,Chris Kiwomya,25,Centre-Forward,Ipswich,£2.03m,in,England;Uganda;,2.03,Premier League,1994,1994/1995
Arsenal FC,Stefan Schwarz,25,Central Midfield,Benfica,£900k,in,Sweden;,0.9,Premier League,1994,1994/1995
Arsenal FC,Lee Harper,22,Goalkeeper,Sittingbourne FC,£162k,in,England;,0.162,Premier League,1994,1994/1995
Arsenal FC,Vince Bartram,25,Goalkeeper,Bournemouth,?,in,England;,NA,Premier League,1994,1994/1995
Arsenal FC,Glenn Helder,26,Left Winger,Vitesse,?,in,Netherlands;,NA,Premier League,1994,1994/1995
Arsenal FC,Jimmy Carter,29,Right Winger,Oxford United,"End of loanDec 31, 1994",in,England;,0,Premier League,1994,1994/1995
Arsenal FC,Scott Marshall,21,Centre-Back,Sheffield Utd.,End of loan-,in,Scotland;,0,Premier League,1994,1994/1995
Arsenal FC,Matthew Rose,18,Defender,Arsenal U18,-,in,England;,0,Premier League,1994,1994/1995
Arsenal FC,Kevin Campbell,24,Centre-Forward,Nottm Forest,£3.78m,out,England;,3.78,Premier League,1994,1994/1995
Arsenal FC,Paul Davis,33,Central Midfield,Stabæk,Loan,out,England;,0,Premier League,1994,1994/1995
Arsenal FC,Paul Shaw,21,Centre-Forward,Burnley,Loan,out,England;,0,Premier League,1994,1994/1995
Arsenal FC,Jimmy Carter,29,Right Winger,Oxford United,Loan,out,England;,0,Premier League,1994,1994/1995
Arsenal FC,Scott Marshall,21,Centre-Back,Sheffield Utd.,Loan,out,Scotland;,0,Premier League,1994,1994/1995
Arsenal FC,Anders Limpar,29,Attacking Midfield,Everton,?,out,Sweden;,NA,Premier League,1994,1994/1995
Arsenal FC,Alan Miller,24,Goalkeeper,Middlesbrough,,out,England;,NA,Premier League,1994,1994/1995
Nottingham Forest,Kevin Campbell,24,Centre-Forward,Arsenal,£3.78m,in,England;,3.78,Premier League,1994,1994/1995
Nottingham Forest,Bryan Roy,24,Right Winger,Foggia,£2.25m,in,Netherlands;Suriname;,2.25,Premier League,1994,1994/1995
Nottingham Forest,Kingsley Black,26,Left Midfield,Sheffield Utd.,"End of loanMay 31, 1995",in,Northern Ireland;,0,Premier League,1994,1994/1995
Nottingham Forest,Craig Armstrong,19,Left Midfield,Burnley,"End of loanDec 31, 1994",in,England;,0,Premier League,1994,1994/1995
Nottingham Forest,Gary Bull,28,Forward,Birmingham,"End of loanMay 31, 1995",in,England;,0,Premier League,1994,1994/1995
Nottingham Forest,Vance Warner,20,Defender,Nottingham U18,-,in,England;,0,Premier League,1994,1994/1995
Nottingham Forest,Carl Tiler,25,Defender,Swindon Town,"End of loanMay 31, 1995",in,England;,0,Premier League,1994,1994/1995
Nottingham Forest,Lee Glover,24,Forward,Port Vale,£216k,out,England;,0.216,Premier League,1994,1994/1995
Nottingham Forest,Brian Laws,33,Right-Back,Grimsby Town,Free transfer,out,England;,NA,Premier League,1994,1994/1995
Nottingham Forest,Craig Armstrong,19,Left Midfield,Burnley,Loan,out,England;,0,Premier League,1994,1994/1995
Nottingham Forest,Gary Crosby,30,Midfielder,Huddersfield,Free transfer,out,England;,NA,Premier League,1994,1994/1995
Nottingham Forest,Kingsley Black,26,Left Midfield,Sheffield Utd.,Loan,out,Northern Ireland;,0,Premier League,1994,1994/1995
Nottingham Forest,Carl Tiler,24,Defender,Swindon Town,Loan,out,England;,0,Premier League,1994,1994/1995
Nottingham Forest,Gary Bull,28,Forward,Birmingham,Loan,out,England;,0,Premier League,1994,1994/1995
Newcastle United,Darren Peacock,26,Centre-Back,QPR,£4.50m,in,England;,4.5,Premier League,1994,1994/1995
Newcastle United,Paul Kitson,23,Centre-Forward,Derby,£3.04m,in,England;,3.04,Premier League,1994,1994/1995
Newcastle United,Keith Gillespie,19,Central Midfield,Man Utd,£1.35m,in,Northern Ireland;,1.35,Premier League,1994,1994/1995
Newcastle United,Marc Hottiger,26,Right-Back,FC Sion,£720k,in,Switzerland;,0.72,Premier League,1994,1994/1995
Newcastle United,Philippe Albert,26,Centre-Back,RSC Anderlecht,Free transfer,in,Belgium;,NA,Premier League,1994,1994/1995
Newcastle United,Jim Crawford,21,Midfielder,Bohemians,Free transfer,in,Ireland;United States;,NA,Premier League,1994,1994/1995
Newcastle United,Mike Hooper,31,Goalkeeper,Sunderland,"End of loanMay 31, 1995",in,England;,0,Premier League,1994,1994/1995
Newcastle United,Richard Appleby,18,Midfielder,Newcastle U18,-,in,England;,0,Premier League,1994,1994/1995
