club_name,player_name,age,position,club_involved_name,fee,transfer_movement,nat,fee_cleaned,league_name,year,season
Spartak Moscow,Maksym Kalinichenko,20,Left Midfield,Dnipro,Free transfer,in,Ukraine;,NA,Premier Liga,1999,1999/2000
Spartak Moscow,Aleksandr Shchegolev,27,Right-Back,Fakel Voronezh,?,in,Russia;,NA,Premier Liga,1999,1999/2000
Spartak Moscow,Nikolay Pisarev,31,Centre-Forward,Dinamo Moscow,?,in,Russia;,NA,Premier Liga,1999,1999/2000
Spartak Moscow,Anatoli Kanishchev,27,Centre-Forward,Spartak V-kavkaz,?,in,Russia;,NA,Premier Liga,1999,1999/2000
Spartak Moscow,Maksim Buznikin,22,Centre-Forward,Saturn,"End of loanDec 1, 1999",in,Russia;,0,Premier Liga,1999,1999/2000
Spartak Moscow,Viktor Bukievskiy,20,Centre-Back,Spartak II,-,in,Russia;,0,Premier Liga,1999,1999/2000
Spartak Moscow,Milan Jovic,24,Centre-Back,Vojvodina,,in,Serbia;,NA,Premier Liga,1999,1999/2000
Spartak Moscow,Vadim Evseev,23,Right-Back,Loko Moscow,£675k,out,Russia;,0.675,Premier Liga,1999,1999/2000
Spartak Moscow,Anatoli Kanishchev,28,Centre-Forward,Dinamo Moscow,?,out,Russia;,NA,Premier Liga,1999,1999/2000
Spartak Moscow,Ilya Tsymbalar,30,Central Midfield,Loko Moscow,?,out,Russia;Ukraine;,NA,Premier Liga,1999,1999/2000
Spartak Moscow,Maksim Buznikin,22,Centre-Forward,Saturn,Loan,out,Russia;,0,Premier Liga,1999,1999/2000
Spartak Moscow,Sergey Yuran,30,Centre-Forward,Sturm Graz,?,out,Russia;Portugal;,NA,Premier Liga,1999,1999/2000
Spartak Moscow,Peniche,20,Attacking Midfield,Unknown,,out,Brazil;,NA,Premier Liga,1999,1999/2000
Lokomotiv Moscow,Vadim Evseev,23,Right-Back,Spartak Moscow,£675k,in,Russia;,0.675,Premier Liga,1999,1999/2000
Lokomotiv Moscow,Dmitri Sennikov,23,Centre-Back,Rubin Kazan,Free transfer,in,Russia;,NA,Premier Liga,1999,1999/2000
Lokomotiv Moscow,Gennadi Nizhegorodov,22,Centre-Back,Lokomotiv NN,Free transfer,in,Russia;Ukraine;,NA,Premier Liga,1999,1999/2000
Lokomotiv Moscow,Zaur Khapov,35,Goalkeeper,Spartak V-kavkaz,?,in,Russia;,NA,Premier Liga,1999,1999/2000
