club_name,player_name,age,position,club_involved_name,fee,transfer_movement,nat,fee_cleaned,league_name,year,season
Milan AC,Andrii Shevchenko,22,Centre-Forward,Dynamo Kyiv,£21.52m,in,Ukraine;,21.52,Serie A,1999,1999/2000
Milan AC,Serginho,28,Left Midfield,São Paulo,£8.01m,in,Brazil;,8.01,Serie A,1999,1999/2000
Milan AC,Roque Júnior,23,Centre-Back,Palmeiras,£7.65m,in,Brazil;,7.65,Serie A,1999,1999/2000
Milan AC,Gennaro Gattuso,21,Central Midfield,Salernitana,£7.20m,in,Italy;,7.2,Serie A,1999,1999/2000
Milan AC,Fabricio Coloccini,17,Centre-Back,Boca Juniors,£6.75m,in,Argentina;Italy;,6.75,Serie A,1999,1999/2000
Milan AC,José Chamot,30,Left-Back,Atlético Madrid,£2.70m,in,Argentina;Italy;,2.7,Serie A,1999,1999/2000
Milan AC,Taribo West,25,Left-Back,Inter,£2.25m,in,Nigeria;,2.25,Serie A,1999,1999/2000
Milan AC,Dida,25,Goalkeeper,Cruzeiro,£1.25m,in,Brazil;,1.25,Serie A,1999,1999/2000
Milan AC,Mattia Graffiedi,19,Centre-Forward,Cesena,?,in,Italy;,NA,Serie A,1999,1999/2000
Milan AC,Mirco Sadotti,24,Defender,Calcio Monza,?,in,Italy;,NA,Serie A,1999,1999/2000
Milan AC,Valerio Fiori,30,Goalkeeper,Piacenza,?,in,Italy;,NA,Serie A,1999,1999/2000
Milan AC,Diego De Ascentis,22,Defensive Midfield,Bari,?,in,Italy;,NA,Serie A,1999,1999/2000
Milan AC,Alessandro Budel,18,Defensive Midfield,Milan U19,-,in,Italy;,0,Serie A,1999,1999/2000
Milan AC,Christian Ziege,27,Left Midfield,Middlesbrough,£5.40m,out,Germany;,5.4,Serie A,1999,1999/2000
Milan AC,Bruno N'Gotty,28,Centre-Back,AC Venezia 1907,£4.05m,out,France;,4.05,Serie A,1999,1999/2000
Milan AC,Francesco Coco,22,Left-Back,Torino,Loan fee:£450k,out,Italy;,0.45,Serie A,1999,1999/2000
Milan AC,Massimo Oddo,23,Right-Back,SSC Napoli,Loan fee:£135k,out,Italy;,0.135,Serie A,1999,1999/2000
Milan AC,George Weah,33,Centre-Forward,Chelsea,Loan,out,Liberia;,0,Serie A,1999,1999/2000
Milan AC,Zizi Roberts,20,Centre-Forward,AC Bellinzona,Loan,out,Liberia;Spain;,0,Serie A,1999,1999/2000
Milan AC,Zizi Roberts,20,Centre-Forward,Ionikos Nikeas,Free transfer,out,Liberia;Spain;,NA,Serie A,1999,1999/2000
Milan AC,Ibrahim Bá,25,Right Midfield,Perugia,Loan,out,France;Senegal;,0,Serie A,1999,1999/2000
Milan AC,Massimo Maccarone,19,Centre-Forward,Varese,Loan,out,Italy;,0,Serie A,1999,1999/2000
Milan AC,Maurizio Ganz,31,Centre-Forward,AC Venezia 1907,Free transfer,out,Italy;,NA,Serie A,1999,1999/2000
Milan AC,Roberto Donadoni,35,Right Midfield,Ittihad,Free transfer,out,Italy;,NA,Serie A,1999,1999/2000
Milan AC,Massimo Maccarone,20,Centre-Forward,Prato,Free transfer,out,Italy;,NA,Serie A,1999,1999/2000
Milan AC,Dida,25,Goalkeeper,Corinthians,Loan,out,Brazil;,0,Serie A,1999,1999/2000
Milan AC,Pierluigi Orlandini,27,Right Midfield,AC Venezia 1907,Loan,out,Italy;,0,Serie A,1999,1999/2000
Milan AC,Daniele Daino,19,Right-Back,Perugia,Loan,out,Italy;,0,Serie A,1999,1999/2000
