,article_name,country,revision_id,article_quality,population
8130,Javad Shahrestani,iran,798373981.0,Stub,81600000
8131,Ali Asghar Mounesan,iran,798376847.0,Stub,81600000
8132,Hossein Ghorbanzadeh,iran,798424099.0,Stub,81600000
8133,Yonathan Betkolia,iran,798426814.0,Stub,81600000
8134,Hamzeh Shakib,iran,798521474.0,Stub,81600000
8135,Mahmoud Khosravivafa,iran,798524621.0,Stub,81600000
8136,Nader Shariatmadari,iran,798526589.0,Stub,81600000
8137,Hassan Ziari,iran,798526669.0,Stub,81600000
8138,Khalil Maleki,iran,798528014.0,Start,81600000
8139,"Mostafa Hashemitaba presidential campaign, 2017",iran,798533640.0,Stub,81600000
8140,Davoud Hermidas-Bavand,iran,798570513.0,Start,81600000
8141,Asghar Parsa,iran,798574254.0,Stub,81600000
8142,Dariush Forouhar,iran,798574475.0,Start,81600000
8143,Isa Kalantari,iran,798620275.0,Stub,81600000
8144,Mehrdad Bazrpash,iran,798700885.0,Start,81600000
8145,Sheikh Fazlollah Noori,iran,798765932.0,C,81600000
8146,Mahmoud Ahmadinejad and the 1979 hostage crisis,iran,798870462.0,C,81600000
8147,Mahmoud Ahmadinejad's letter to George W. Bush,iran,798870474.0,C,81600000
8148,Anoushiravan Mirza,iran,798905328.0,B,81600000
8149,Ali Akbar Bahman,iran,798907214.0,B,81600000
8150,Mohammad Bagher Zolghadr,iran,799022786.0,Start,81600000
8151,Mohammad Khatami's reforms,iran,799022935.0,C,81600000
8152,Mohammad Montazeri,iran,799022967.0,GA,81600000
8153,Mohammad Reza Rahimi,iran,799023061.0,GA,81600000
8154,Mohsen Kadivar,iran,799024195.0,C,81600000
8155,Mojtaba Rahmandoust,iran,799024641.0,Stub,81600000
8156,Mojtaba Vahedi,iran,799024654.0,Stub,81600000
8157,Morteza Kazemian,iran,799036953.0,Stub,81600000
8158,Morteza Moballegh,iran,799036962.0,Stub,81600000
8159,Mostafa Moeen,iran,799038498.0,Start,81600000
8160,Mostafa Tajzadeh,iran,799038516.0,C,81600000
8161,Maryam Rajavi,iran,799172338.0,C,81600000
8162,Neda Soltani,iran,799175442.0,Start,81600000
8163,Parviz Davoodi,iran,799189382.0,Stub,81600000
8164,Zia'eddin Tabatabaee,iran,799360630.0,Start,81600000
8165,A Letter for Tomorrow,iran,799417766.0,B,81600000
8166,Morteza Motahhari,iran,799442623.0,C,81600000
8167,Piruz Dilanchi,iran,799531041.0,C,81600000
8168,Mostafa Salimi (Mayor),iran,799552032.0,Stub,81600000
8169,Esmaeil Dousti,iran,799552168.0,Stub,81600000
8170,"Iranian local elections, 2003",iran,799553782.0,C,81600000
8171,Manouchehr Eghbal,iran,799605929.0,Start,81600000
8172,Allah-Yar Saleh,iran,799626048.0,Start,81600000
8173,Gholam Hossein Sadighi,iran,799629437.0,Start,81600000
8174,Dialogue Among Civilizations,iran,799817682.0,C,81600000
8175,Rasoul Momeni,iran,799888924.0,Stub,81600000
8176,Reza Alijani,iran,799928960.0,Stub,81600000
8177,Ramin Nourqolipour,iran,799934021.0,Stub,81600000
8178,Sadegh Mahsouli,iran,800046589.0,Start,81600000
8179,Saeid Aboutaleb,iran,800047204.0,Stub,81600000
8180,Esmaeil Jabbarzadeh,iran,800090512.0,Stub,81600000
8181,Shahla Habibi,iran,800099315.0,Stub,81600000
8182,Mohammad Reza Aref,iran,800111269.0,C,81600000
8183,Shivan Qaderi,iran,800150296.0,Start,81600000
8184,Mohammad Hejazi,iran,800150539.0,Start,81600000
8185,Sadeq Khalilian,iran,800158870.0,Start,81600000
8186,Reza Taghipour,iran,800159376.0,Stub,81600000
8187,Mostafa Mohammad-Najjar,iran,800160447.0,C,81600000
8188,Mohammad-Sadegh Salehimanesh,iran,800161624.0,Stub,81600000
8189,Abdollah Nouri,iran,800161753.0,C,81600000
8190,Mohammad-Ali Rahmani,iran,800161908.0,Stub,81600000
8191,Hamid Chitchian,iran,800162929.0,Start,81600000
8192,Mohammad Reza Nematzadeh,iran,800163065.0,Start,81600000
8193,Alireza Tahmasbi,iran,800163767.0,Stub,81600000
8194,Parviz Fattah,iran,800163771.0,Start,81600000
8195,Mohammad-Reza Eskandari,iran,800163774.0,Stub,81600000
8196,Samad Khan Momtaz os-Saltaneh,iran,800188676.0,Start,81600000
8197,Mohammad Marandi,iran,800264546.0,C,81600000
8198,Mahmoud Hessabi,iran,800371902.0,Start,81600000
8199,Hamidreza Taraghi,iran,800399358.0,Stub,81600000
8200,Reza Farajidana,iran,800403723.0,Start,81600000
8201,Masoud Dehnamaki,iran,800403942.0,C,81600000
8202,Abdollah Ramezanzadeh,iran,800445432.0,Start,81600000
8203,Sadeq Tabatabaei,iran,800445949.0,C,81600000
8204,Hassan Habibi,iran,800455710.0,C,81600000
8205,Mohammad-Ali Amani,iran,800457795.0,Stub,81600000
8206,Taghi Khamoushi,iran,800463785.0,Stub,81600000
8207,Zohreh Akhyani,iran,800482341.0,Start,81600000
8208,Mirza Abolhassan Khan Ilchi,iran,800563623.0,C,81600000
8209,Hossein Rezazadeh,iran,800658018.0,C,81600000
8210,Ghodratollah Alikhani,iran,800686605.0,Stub,81600000
8211,Reza Sadr,iran,800721452.0,Stub,81600000
8212,Gholam-Hossein Elham,iran,800780630.0,Start,81600000
8213,Mohammad Bagher Nobakht,iran,800780845.0,Start,81600000
8214,Gholamhossein Karbaschi,iran,800792781.0,C,81600000
8215,Mohammad Nahavandian,iran,800799349.0,C,81600000
8216,Abol-Ghasem Kashani,iran,800895551.0,Start,81600000
8217,Hossein Makki,iran,800895594.0,Start,81600000
8218,Mojtaba Zonnour,iran,800903404.0,Stub,81600000
8219,Hootan Dolati,iran,800947426.0,Start,81600000
8220,Abdolmoghim Nasehi,iran,800985148.0,Stub,81600000
8221,Mansour Haghighatpour,iran,801054371.0,Stub,81600000
8222,Vali Dadashi,iran,801055971.0,Stub,81600000
8223,Valiollah Shojapourian,iran,801088550.0,Stub,81600000
8224,Mohammad Bagher Ghalibaf,iran,801090356.0,C,81600000
8225,Mahmoud Sadeghi,iran,801097051.0,Stub,81600000
8226,Ali Motahari,iran,801106032.0,Start,81600000
8227,Rahmatollah Hafezi,iran,801106070.0,Stub,81600000
8228,Ehsan Ghazizadeh Hashemi,iran,801108758.0,Stub,81600000
8229,Majid Farahani,iran,801108861.0,Stub,81600000
8230,Mahmoud Ahmadinejad and Israel,iran,801162169.0,GA,81600000
8231,Abolfazl Bazargan,iran,801242123.0,Stub,81600000
8232,Abolfazl Soroush,iran,801242428.0,Stub,81600000
8233,Abolghasem Sarhaddizadeh,iran,801242544.0,Stub,81600000
8234,Abolhassan Khamoushi,iran,801242640.0,Stub,81600000
8235,Mohammad-Javad Bahonar,iran,801269018.0,C,81600000
8236,Ali Akbar Parvaresh,iran,801269160.0,Stub,81600000
8237,Jalaleddin Farsi,iran,801269575.0,Stub,81600000
8238,Ali Meshkini,iran,801270642.0,C,81600000
8239,Jafar Shafaghat,iran,801317362.0,Stub,81600000
8240,Abbas Gharabaghi,iran,801364093.0,Start,81600000
8241,Ali Akbar Nategh-Nouri,iran,801370979.0,Start,81600000
8242,Akhund Khorasani,iran,801374757.0,C,81600000
8243,Jafar Shojouni,iran,801449514.0,Stub,81600000
8244,Seyyed Mehdi Tabatabaei,iran,801449531.0,Stub,81600000
8245,Ahmad Donyamali,iran,801459102.0,Stub,81600000
8246,Ahmad Khaleghi Damghani,iran,801459824.0,Stub,81600000
8247,Ahmad Pournejati,iran,801460613.0,Stub,81600000
8248,Ahmad Salek,iran,801467345.0,Stub,81600000
8249,Hassan Khalilabadi,iran,801485089.0,Stub,81600000
8250,Emad Afroogh,iran,801511185.0,Stub,81600000
8251,Mohammad-Ali Hosseinzadeh,iran,801518291.0,Start,81600000
8252,Controversies surrounding President Mohammad Khatami,iran,801520135.0,C,81600000
8253,Adib Boroumand,iran,801591367.0,C,81600000
8254,Mosa Kalantari,iran,801633630.0,Stub,81600000
8255,Death and state funeral of Akbar Hashemi Rafsanjani,iran,801731727.0,C,81600000
8256,Mohammad Beheshti,iran,801738306.0,C,81600000
8257,Mahmoud Farshidi,iran,801781059.0,Stub,81600000
8258,Laya Joneydi,iran,801857251.0,Stub,81600000
8259,Ali Espahbodi,iran,801898145.0,Stub,81600000
8260,Kamal Habibollahi,iran,801906489.0,Start,81600000
8261,Ali Yousefpour,iran,801926580.0,Stub,81600000
8262,Ali-Asghar Zarei,iran,801927191.0,Stub,81600000
8263,Reza Rasouli,iran,801928980.0,Stub,81600000
8264,Alireza Afshar,iran,801929150.0,Stub,81600000
8265,Eshaq Jahangiri,iran,802024631.0,C,81600000
8266,Shaykh Ali Khan Zanganeh,iran,802089333.0,Start,81600000
8267,Amir-Hossein Ghazizadeh Hashemi,iran,802379191.0,Stub,81600000
8268,Alireza Rahimi (politician),iran,802423129.0,Stub,81600000
8269,Sharafkhan Bidlisi,iran,802439941.0,C,81600000
8270,Ferzende,iran,802439956.0,Start,81600000
8271,Safar Naeimi,iran,802478550.0,Stub,81600000
8272,Mohammad-Ali Rajai,iran,802566893.0,C,81600000
8273,Abdolhossein Hazhir,iran,802625336.0,Stub,81600000
8274,Mohammad-Hossein Baniasadi,iran,802626486.0,Stub,81600000
8275,Alinaghi Khamoushi,iran,802629137.0,Stub,81600000
8276,Mahmoud Kashani,iran,802629213.0,Start,81600000
8277,Naeimeh Eshraghi,iran,802632980.0,Start,81600000
8278,Ali-Asghar Ahmadi,iran,802633199.0,Stub,81600000
8279,Morteza Tamadon,iran,802633717.0,Stub,81600000
8280,Hossein Hashemi,iran,802633731.0,Stub,81600000
8281,Faezeh Hashemi Rafsanjani,iran,802636439.0,C,81600000
8282,Hossein Dehghan,iran,802677365.0,GA,81600000
8283,Mir-Hossein Mousavi,iran,802710115.0,GA,81600000
8284,Sadegh Najafi-Khazarlou,iran,802769463.0,Stub,81600000
8285,Parviz Sorouri,iran,802788214.0,Stub,81600000
8286,Mohammad Reza Mirtajodini,iran,802800899.0,Stub,81600000
8287,Mohammad Naeimipour,iran,802801512.0,Stub,81600000
8288,Lotfollah Forouzandeh,iran,802815802.0,Stub,81600000
8289,Mohammad Javad Ameri,iran,802817887.0,Stub,81600000
8290,Mehdi Bazargan,iran,802827598.0,C,81600000
8291,Ahmad Moftizadeh,iran,802843828.0,C,81600000
8292,Masoud Zaribafan,iran,802860340.0,Stub,81600000
8293,Shahindokht Molaverdi,iran,802941895.0,Stub,81600000
8294,Ruhollah Khatami,iran,803016337.0,Stub,81600000
8295,Hamid Sajjadi,iran,803024049.0,Start,81600000
8296,Abdolreza Mesri,iran,803118658.0,Start,81600000
8297,Iraj Shahin-Baher,iran,803164153.0,Stub,81600000
8298,Saleh Adibi,iran,803188610.0,Stub,81600000
8299,Marzieh Afkham,iran,803191273.0,Stub,81600000
8300,Hossein Fereydoun,iran,803191344.0,Stub,81600000
8301,Behzad Nabavi,iran,803239146.0,C,81600000
8302,Mohsen Armin,iran,803239334.0,Stub,81600000
8303,Saeed Emami,iran,803240511.0,C,81600000
8304,Hesamodin Ashna,iran,803260461.0,Start,81600000
8305,Abolfazl Ghana'ati,iran,803261339.0,Stub,81600000
8306,Mehrangiz Dowlatshahi,iran,803278735.0,C,81600000
8307,Abdollah Riazi,iran,803279076.0,Stub,81600000
8308,Mahmud Mahmud,iran,803280154.0,Stub,81600000
8309,Mohammad Tadayyon,iran,803280488.0,Stub,81600000
8310,Farrokhroo Parsa,iran,803280841.0,C,81600000
8311,Mozzafar Baghai,iran,803283238.0,Start,81600000
8312,Hamid-Reza Assefi,iran,803302597.0,Start,81600000
8313,Bagher Larijani,iran,803336732.0,Start,81600000
8314,Yahya Ale Eshaq,iran,803345272.0,Stub,81600000
8315,Div Sultan Rumlu,iran,803351111.0,Start,81600000
8316,Maryam Namazie,iran,803378653.0,C,81600000
8317,Saeed Amani,iran,803444183.0,Stub,81600000
8318,The Green Scroll Campaign,iran,803459602.0,C,81600000
8319,Azam Farahi,iran,803506701.0,Stub,81600000
8320,Azar Mansouri,iran,803506826.0,Stub,81600000
8321,Soraya Serajeddini,iran,803578090.0,C,81600000
8322,Khojaste Bagherzadeh,iran,803617686.0,Start,81600000
8323,Bahare Arvin,iran,803676377.0,Stub,81600000
8324,Bahram Parsaei,iran,803748822.0,Stub,81600000
8325,Mohammad Khatami,iran,803753795.0,B,81600000
8326,Majid Kavian,iran,803756073.0,Start,81600000
8327,Abdul Rahman Haji Ahmadi,iran,803756451.0,Start,81600000
8328,Presidency of Mahmoud Ahmadinejad,iran,803928019.0,B,81600000
8329,Presidency of Mohammad Khatami,iran,803928118.0,C,81600000
8330,Ahmad Alirezabeigi,iran,803937693.0,Stub,81600000
8331,Presidency of Akbar Hashemi Rafsanjani,iran,803939357.0,C,81600000
8332,Ibrahim Alizade,iran,804016574.0,Stub,81600000
8333,Mohsen Hashemi Rafsanjani,iran,804104931.0,C,81600000
8334,Hassan Rasouli,iran,804105438.0,Stub,81600000
8335,Parvin Ahmadinejad,iran,804120072.0,Stub,81600000
8336,Davoud Ahmadinejad,iran,804120185.0,Stub,81600000
8337,Mehdi Chamran,iran,804278460.0,Start,81600000
8338,Masoud Karbasian,iran,804339409.0,Stub,81600000
8339,Abolhassan Banisadr,iran,804349031.0,C,81600000
8340,Fazlollah Sadr,iran,804355359.0,Stub,81600000
8341,Mohsen Pezeshkpour,iran,804355501.0,Stub,81600000
8342,Yahya Adl,iran,804355642.0,Stub,81600000
8343,Hassan Ali Mansur,iran,804355798.0,C,81600000
8344,Javad Saeed,iran,804355845.0,Stub,81600000
8345,Khamenei's fatwa against nuclear weapons,iran,804510701.0,GA,81600000
8346,Behrouz Nemati,iran,804514960.0,Stub,81600000
8347,Mehdi Karroubi,iran,804689450.0,C,81600000
8348,Gholam-Ali Haddad-Adel,iran,804730568.0,C,81600000
8349,Mohsen Rezaee,iran,804734130.0,GA,81600000
8350,Javad Fakoori,iran,804738662.0,Start,81600000
8351,Taghi Riahi,iran,804738844.0,Stub,81600000
8352,Ahmad Madani,iran,804738953.0,Start,81600000
8353,Assassination attempt on Ali Khamenei,iran,804821113.0,Start,81600000
8354,Mohammad Saeedikia,iran,804845654.0,C,81600000
8355,Mehdi Hashemi,iran,804873595.0,C,81600000
8356,Sepanta Niknam,iran,805019351.0,Stub,81600000
8357,Mayor of Isfahan,iran,805031881.0,Stub,81600000
8358,Ali Haghshenas,iran,805069639.0,Start,81600000
8359,Saeed Hajjarian,iran,805199926.0,C,81600000
8360,Davoud Danesh-Jafari,iran,805331603.0,Start,81600000
8361,Mina Ahadi,iran,805436562.0,Start,81600000
8362,Gholam Hosein Shiri Aliabad,iran,805454756.0,Stub,81600000
8363,Gholamreza Hassani,iran,805455759.0,C,81600000
8364,Ghorbanali Saadat,iran,805511880.0,Stub,81600000
8365,Hassan Taqizadeh,iran,805523928.0,C,81600000
8366,Mohammad Hasan Khan Qajar,iran,805594554.0,Start,81600000
8367,Mohammad Mosaddegh,iran,805597827.0,B,81600000
8368,Hassan Rouhani plagiarism allegations,iran,805752246.0,C,81600000
8369,Mohammad Ali Qazi Tabatabaei,iran,805778453.0,Stub,81600000
8370,Ali Khamenei,iran,805802370.0,B,81600000
8371,Masoud Barzani,iran,805805174.0,C,81600000
8372,Majid Movaghar,iran,805935981.0,Stub,81600000
8373,Abbas Maleki,iran,805948477.0,Stub,81600000
8374,Ali Asghar Mousapasandi,iran,805970954.0,Stub,81600000
8375,Barzani family,iran,805994428.0,Stub,81600000
8376,Mojtaba Khamenei,iran,806026264.0,C,81600000
8377,Mohammad-Mehdi Abdekhodaei,iran,806062546.0,Stub,81600000
8378,Asadollah Badamchian,iran,806064602.0,Stub,81600000
8379,Masoud Nosrati,iran,806100888.0,Stub,81600000
8380,Morteza-Qoli Bayat,iran,806349416.0,Start,81600000
8381,Nahid Khodakarami,iran,806397533.0,Stub,81600000
8382,Hassan Rouhani,iran,806397563.0,GA,81600000
8383,Mohammad-Hossein Moghimi,iran,806429221.0,Stub,81600000
8384,Morteza Saghaeiannejad,iran,806429338.0,Stub,81600000
8385,Zahra Sadr-Azam Nouri,iran,806438465.0,Stub,81600000
8386,Fathollah Khan Akbar,iran,806500816.0,Stub,81600000
8387,Agha Mohammad Khan Qajar,iran,806527070.0,FA,81600000
8388,Mohammad-Reza Khatami,iran,806532097.0,Start,81600000
8389,Mohammad Reza Ameli Tehrani,iran,806570875.0,Start,81600000
8390,To the Youth in Europe and North America,iran,806583963.0,GA,81600000
8391,Seyed Zia Hashemi,iran,806644374.0,Stub,81600000
8392,Sattar Mahmoudi,iran,806644440.0,Stub,81600000
8393,Hossein Sheikholeslam,iran,806818985.0,Stub,81600000
8394,Majid Sharif Vaghefi,iran,806820910.0,Start,81600000
8395,Anvar Khamei,iran,806821085.0,Start,81600000
8396,Foreign policy of the Mahmoud Ahmadinejad administration,iran,806845558.0,B,81600000
8397,International Conference to Review the Global Vision of the Holocaust,iran,806851568.0,GA,81600000
8398,Asadollah Lajevardi,iran,806934027.0,C,81600000
8399,Fereydoun Djam,iran,807047231.0,Start,81600000
8400,Shapour Bakhtiar,iran,807062439.0,GA,81600000
8401,Gholamreza Mesbahi-Moghadam,iran,807165035.0,Stub,81600000
8402,Sadegh Zibakalam,iran,807165341.0,C,81600000
8403,Bojnord,iran,807173546.0,Start,81600000
8404,Tadj ol-Molouk,iran,807204407.0,C,81600000
8405,Ebrahim Nabavi,iran,807260958.0,Start,81600000
8406,Akbar Hashemi Rafsanjani,iran,807261698.0,B,81600000
8407,Abdul Rahman Ghassemlou,iran,807280294.0,C,81600000
8408,Habibollah Asgaroladi,iran,807390609.0,Start,81600000
8409,Hadi Gharaseyyed Romiani,iran,807411358.0,Stub,81600000
8410,Hadi Saei,iran,807412503.0,Start,81600000
8411,Mohammad Reyshahri,iran,807430032.0,Start,81600000
8412,List of Malta Labour Party leaders,malta,561744402.0,Stub,500000
8413,"List of members of the parliament of Malta, 2008–13",malta,573710096.0,B,500000
8414,Karl Chircop,malta,715326916.0,Start,500000
8415,Fortunato Mizzi,malta,716099141.0,Stub,500000
8416,Michael Dundon,malta,716715928.0,Start,500000
8417,Gino Cauchi,malta,717114091.0,Start,500000
8418,Daniel Piscopo,malta,717614823.0,Stub,500000
8419,Guglielmo Rapinett,malta,719981739.0,Stub,500000
8420,Emmanuele Vitale,malta,723489814.0,Start,500000
8421,Justin John Camilleri,malta,724307663.0,Stub,500000
8422,William Savona,malta,726543420.0,Stub,500000
8423,Ċensu Galea,malta,727086770.0,Start,500000
8424,Michael Gonzi,malta,727594628.0,Start,500000
8425,Michael Refalo,malta,734260518.0,Start,500000
8426,Frank Portelli,malta,739024593.0,Stub,500000
8427,Quinton Scerri,malta,740654203.0,Start,500000
8428,Robert Cutajar,malta,756724468.0,Stub,500000
8429,Frederick Azzopardi,malta,758493118.0,Stub,500000
8430,Wenzu Mintoff,malta,760138609.0,Start,500000
8431,Michael Falzon (politician),malta,760906887.0,Start,500000
8432,Joe Grima (politician),malta,765608580.0,Stub,500000
8433,Tonio Borg,malta,765924736.0,C,500000
8434,Joe Borg,malta,765924879.0,Start,500000
8435,Ġużè Ellul Mercer,malta,766678099.0,C,500000
8436,Ugo Mifsud Bonnici,malta,768206776.0,Start,500000
8437,Giovanni Felice,malta,772920660.0,Start,500000
8438,Anastasio Cuschieri,malta,773395265.0,C,500000
8439,Manwel Dimech,malta,776471956.0,B,500000
8440,Emmy Bezzina,malta,777822062.0,Stub,500000
8441,Dolores Cristina,malta,778512401.0,Start,500000
8442,Augusto Bartolo,malta,778835116.0,Start,500000
8443,Josie Muscat,malta,778999627.0,Start,500000
8444,Roberta Metsola,malta,779422509.0,C,500000
8445,Franco Debono,malta,779777294.0,C,500000
8446,Mario de Marco,malta,779929317.0,Start,500000
8447,George Abela,malta,780280022.0,C,500000
8448,"List of members of the parliament of Malta, 2013–17",malta,781599728.0,Start,500000
8449,Philip Mifsud,malta,782891088.0,Stub,500000
8450,Myriam Spiteri Debono,malta,783946610.0,Stub,500000
8451,Silvio Schembri,malta,784104870.0,Start,500000
8452,Luigi Preziosi,malta,784776831.0,Start,500000
8453,Alfred Sant,malta,784923421.0,C,500000
8454,Jason Azzopardi,malta,785105862.0,Start,500000
8455,Karmenu Vella,malta,785247482.0,Start,500000
8456,Angelo Farrugia,malta,786261651.0,Start,500000
8457,Francesco Masini,malta,786287930.0,C,500000
8458,Giovanna Debono,malta,787150757.0,Start,500000
8459,Tonio Fenech,malta,787151148.0,Start,500000
8460,Austin Gatt,malta,787151385.0,Start,500000
8461,Robert Arrigo,malta,787447241.0,Start,500000
8462,Ninu Zammit,malta,787623984.0,Start,500000
8463,Harry Vassallo,malta,788084286.0,Start,500000
8464,Arnold Cassola,malta,789764819.0,Start,500000
8465,List of mayors of places in Malta,malta,789774936.0,Start,500000
8466,Marlene Mizzi,malta,790608060.0,Start,500000
8467,George Pullicino,malta,790996868.0,Start,500000
8468,Paul Borg Olivier,malta,792161039.0,Start,500000
8469,Pierre Jean Louis Ovide Doublet,malta,792499011.0,C,500000
8470,Carmelo Mifsud Bonnici,malta,793193581.0,Start,500000
8471,Joseph Cuschieri,malta,794264967.0,C,500000
8472,Sharon Ellul-Bonici,malta,794740976.0,Stub,500000
8473,Clyde Puli,malta,794751639.0,Start,500000
8474,Carmelo Abela,malta,794791945.0,Start,500000
8475,Miriam Dalli,malta,796146601.0,Start,500000
8476,Joe Debono Grech,malta,796439084.0,Start,500000
8477,List of heads of state of Malta,malta,796811184.0,C,500000
8478,Herbert Ganado,malta,798872250.0,Start,500000
8479,Norman Lowell,malta,799301361.0,C,500000
8480,Jeffrey Pullicino Orlando,malta,799714837.0,Start,500000
8481,Owen Bonnici,malta,799715012.0,Start,500000
8482,President of Malta,malta,799891982.0,C,500000
8483,First Ladies and Gentlemen of Malta,malta,800349000.0,Stub,500000
8484,Anthony Borg Barthet,malta,800408269.0,Start,500000
8485,Women in Maltese general elections,malta,800553323.0,Start,500000
8486,Eddie Fenech Adami,malta,800660568.0,C,500000
8487,Evarist Bartolo,malta,800732220.0,Start,500000
8488,Mabel Strickland,malta,800781538.0,Start,500000
8489,"Gerald Strickland, 1st Baron Strickland",malta,801458847.0,C,500000
8490,Dom Mintoff,malta,801472553.0,C,500000
8491,Joe Cassar,malta,801538694.0,Start,500000
8492,Michael Briguglio,malta,801566979.0,Start,500000
8493,Francis Zammit Dimech,malta,801700047.0,Stub,500000
8494,George Vella,malta,801715645.0,Start,500000
8495,John Dalli,malta,802663263.0,C,500000
8496,Albert Hyzler,malta,803410540.0,Stub,500000
8497,Agatha Barbara,malta,803410866.0,C,500000
8498,Paul Xuereb,malta,803411172.0,Start,500000
8499,George Borg Olivier,malta,803737342.0,C,500000
8500,Karmenu Mifsud Bonnici,malta,804486279.0,Start,500000
8501,Ċensu Tabone,malta,804515532.0,C,500000
8502,Joseph Cefai,malta,804699352.0,Start,500000
8503,Anthony Mamo,malta,804707771.0,Start,500000
8504,Marlene Farrugia,malta,805684686.0,C,500000
8505,Joseph Muscat,malta,805879451.0,B,500000
8506,Marie-Louise Coleiro Preca,malta,805960810.0,Start,500000
8507,Adrian Delia,malta,806013513.0,Start,500000
8508,Peter Paul Busuttil,malta,806427741.0,Stub,500000
8509,Simon Busuttil,malta,806491860.0,C,500000
8510,Charles Mangion,malta,806887350.0,Start,500000
8511,Guido de Marco,malta,806964950.0,C,500000
8512,Anton Buttigieg,malta,807058740.0,Start,500000
8513,Chris Fearne,malta,807066543.0,Start,500000
8514,Paul Boffa,malta,807206410.0,Start,500000
8515,Marquis of Amboage,spain,564873005.0,Stub,46700000
8516,Diego de Villalba y Toledo,spain,645225697.0,Start,46700000
8517,Rafael Simancas,spain,650458255.0,Stub,46700000
8518,"Salvador Bermúdez de Castro, 2nd Duke of Ripalda",spain,698093715.0,Start,46700000
8519,Manuel Martin (conquistador),spain,699093655.0,Stub,46700000
8520,Nemesi Marqués Oste,spain,702974510.0,Stub,46700000
8521,"Pedro de Alcántara Álvarez de Toledo, 13th Marquis of Villafranca",spain,704888246.0,Stub,46700000
8522,Montserrat Gibert,spain,705244503.0,Stub,46700000
8523,Bernardino de Mendoza,spain,705924460.0,Start,46700000
8524,Domingo Terán de los Ríos,spain,706188219.0,Start,46700000
8525,José Ignacio Pérez Sáenz,spain,706597050.0,Stub,46700000
8526,Hernando de Lerma,spain,707148497.0,Start,46700000
8527,Manuel Balcells i Díaz,spain,707682063.0,Stub,46700000
8528,Fernando León y Castillo,spain,708101383.0,Stub,46700000
8529,Jaime Milans del Bosch,spain,708690221.0,Start,46700000
8530,Nicolás Estévanez,spain,709737974.0,Start,46700000
8531,Euskal Heritarrok,spain,709846247.0,Stub,46700000
8532,Diego Delgadillo,spain,709897069.0,Start,46700000
8533,Pilar Manjón,spain,710178397.0,Start,46700000
8534,Rodrigo de Sosa,spain,710228589.0,Stub,46700000
8535,Spanish viceroyalty,spain,710795636.0,Stub,46700000
8536,Alonso Gonzalez Calderón,spain,710969632.0,Stub,46700000
8537,Luis Arana,spain,711325636.0,Stub,46700000
8538,Álvaro Gil-Robles,spain,711840484.0,Stub,46700000
8539,Pedro Sanz Alonso,spain,712500210.0,Stub,46700000
8540,José María Álvarez del Manzano,spain,712966386.0,Stub,46700000
8541,Fernando Miyares y Gonzáles,spain,713351925.0,Stub,46700000
8542,Jaume Bosch (politician),spain,713485074.0,Stub,46700000
8543,"Nicolás de Carvajal, Marquis of Sarria",spain,713823417.0,Start,46700000
8544,Isaías Carrasco,spain,713831880.0,Stub,46700000
8545,Gerardo Abad Conde,spain,714881486.0,Start,46700000
8546,Manuel Aguirre de Tejada,spain,714881614.0,Stub,46700000
8547,Elías Ahúja y Andría,spain,714881651.0,Start,46700000
8548,Luis Almarcha Hernández,spain,714881875.0,Start,46700000
8549,Saturnino Álvarez Bugallal,spain,714882032.0,Stub,46700000
8550,José María Álvarez Mendizábal,spain,714882041.0,Stub,46700000
8551,Horacio Álvarez Mesa,spain,714882087.0,Stub,46700000
8552,Antonio Flores de Lemus,spain,714882269.0,Start,46700000
8553,Antonio Aparisi Guijarro,spain,714882378.0,Start,46700000
8554,Gabriel Arias-Salgado,spain,714882530.0,Stub,46700000
8555,Luis Armiñán Pérez,spain,714882692.0,Stub,46700000
8556,Lope de Ulloa y Lemos,spain,715115501.0,Stub,46700000
8557,Miguel Sebastián Gascón,spain,715906259.0,Start,46700000
8558,"Bernardino Fernández de Velasco, 1st Duke of Frías",spain,716580750.0,Stub,46700000
8559,Duke of Franco,spain,716842506.0,Stub,46700000
8560,Juan Pérez-Caballero y Ferrer,spain,717836271.0,Stub,46700000
8561,Pío Gullón e Iglesias,spain,717845860.0,Stub,46700000
8562,"Ventura García-Sancho, Marquis of Aguilar de Campoo",spain,717845897.0,Stub,46700000
8563,Cristóbal Martín de Herrera,spain,717847623.0,Stub,46700000
8564,Antonio de Castro y Casaléiz,spain,717848253.0,Stub,46700000
8565,José Félix de Lequerica y Erquiza,spain,717851974.0,Stub,46700000
8566,José Gutiérrez de Agüera,spain,717873866.0,Stub,46700000
8567,Gaspar Rosés,spain,717913694.0,Stub,46700000
8568,Roger Albinyana i Saigí,spain,717977304.0,Stub,46700000
8569,Joaquín de Frías y Moya,spain,718026752.0,Stub,46700000
8570,Domingo Ram y Lanaja,spain,718405459.0,Start,46700000
8571,Carlos Bustelo,spain,718412196.0,Stub,46700000
8572,Felipe Sánchez Román,spain,718414096.0,Stub,46700000
8573,Miguel Villanueva y Gómez,spain,718414509.0,Stub,46700000
8574,Nicomedes Pastor Díaz y Corbelle,spain,718420185.0,Stub,46700000
8575,Blas Villate,spain,718848481.0,Stub,46700000
8576,Bonifacio de Blas y Muñoz,spain,718902530.0,Stub,46700000
