,article_name,country,revision_id,article_quality,population
31141,Doğu Perinçek,turkey,802565149.0,C,81300000
31142,Tansu Çiller,turkey,802594425.0,C,81300000
31143,Women in Turkish politics,turkey,802611330.0,GA,81300000
31144,Fatma Kurtulan,turkey,802839303.0,Start,81300000
31145,Fatma Şahin,turkey,803079488.0,Start,81300000
31146,Figen Yüksekdağ,turkey,803104022.0,Start,81300000
31147,Önay Alpago,turkey,803220688.0,Start,81300000
31148,İmren Aykut,turkey,803236910.0,Start,81300000
31149,Celalettin Arif,turkey,803406472.0,Start,81300000
31150,Bülent Ecevit,turkey,803502478.0,C,81300000
31151,Şafak Pavey,turkey,803591869.0,C,81300000
31152,Osman Baydemir,turkey,804107345.0,C,81300000
31153,Halide Edib Adıvar,turkey,804194911.0,C,81300000
31154,Rahşan Ecevit,turkey,804195428.0,Start,81300000
31155,Emre Gönensay,turkey,804195534.0,Stub,81300000
31156,Coşkun Kırca,turkey,804195898.0,Start,81300000
31157,Muammer Aksoy,turkey,804365295.0,Start,81300000
31158,Adnan Menderes,turkey,804615621.0,C,81300000
31159,Ahmet Taner Kışlalı,turkey,804657846.0,Start,81300000
31160,Fatma Betül Sayan Kaya,turkey,804799275.0,Start,81300000
31161,Cihan Alptekin,turkey,804867281.0,Stub,81300000
31162,Alexander Karatheodori Pasha,turkey,804913092.0,Start,81300000
31163,Burhan Asaf Belge,turkey,805063950.0,Stub,81300000
31164,Yakub Kadri Karaosmanoğlu,turkey,805064250.0,Start,81300000
31165,Fethi Okyar,turkey,805075063.0,Start,81300000
31166,Falih Rıfkı Atay,turkey,805137681.0,Start,81300000
31167,Celâl Bayar,turkey,805143308.0,C,81300000
31168,Kamuran Alî Bedirxan,turkey,805259264.0,C,81300000
31169,Taha Carım,turkey,805267943.0,Start,81300000
31170,Kemal Kılıçdaroğlu,turkey,805343199.0,C,81300000
31171,Mina Urgan,turkey,805492136.0,C,81300000
31172,Halil Menteşe,turkey,805593781.0,Stub,81300000
31173,Necmettin Sadak,turkey,805593971.0,Start,81300000
31174,Abdülhalik Renda,turkey,805613428.0,C,81300000
31175,Suat Hayri Ürgüplü,turkey,805617951.0,Start,81300000
31176,Mevlüt Uysal,turkey,805653412.0,Stub,81300000
31177,Yıldırım Akbulut,turkey,805680067.0,Start,81300000
31178,Selin Sayek Böke,turkey,805825234.0,Start,81300000
31179,Triple murder of Kurds activists in Paris,turkey,805855954.0,Start,81300000
31180,Murat Karayılan,turkey,806008033.0,Start,81300000
31181,Mehmet Emin Yurdakul,turkey,806054843.0,Start,81300000
31182,Deniz Baykal,turkey,806097547.0,C,81300000
31183,Ali Bozer,turkey,806204448.0,Start,81300000
31184,Emine Ülker Tarhan,turkey,806220286.0,Start,81300000
31185,Mahmud Muhtar Pasha,turkey,806282436.0,Start,81300000
31186,İsmet İnönü,turkey,806303791.0,C,81300000
31187,Aysel Baykal,turkey,806418897.0,Start,81300000
31188,Güler İleri,turkey,806424346.0,Stub,81300000
31189,Işılay Saygın,turkey,806425607.0,Start,81300000
31190,Nermin Neftçi,turkey,806429814.0,Start,81300000
31191,Ali Rana Tarhan,turkey,806525047.0,Start,81300000
31192,Fuat Necati Öncel,turkey,806558182.0,Start,81300000
31193,Hatı Çırpan,turkey,806638710.0,Start,81300000
31194,Kâzım Karabekir,turkey,806662857.0,C,81300000
31195,Hüseyin Hilmi,turkey,806673685.0,C,81300000
31196,Hande Özsan Bozatlı,turkey,806832299.0,Start,81300000
31197,Süleyman Demirel,turkey,806914170.0,C,81300000
31198,Merve Kavakçı,turkey,806976735.0,Start,81300000
31199,Abdullah Öcalan,turkey,807249552.0,GA,81300000
31200,Meral Akşener,turkey,807269880.0,Start,81300000
31201,Gültan Kışanak,turkey,807275900.0,Start,81300000
31202,Gün Sazak,turkey,807276320.0,GA,81300000
31203,Adem Somyurek,turkey,807332081.0,Start,81300000
31204,Mustafa Suphi,turkey,807394220.0,C,81300000
31205,Horace Mann Thu-Jaune,madagascar,670134982.0,Stub,26300000
31206,Lininy,madagascar,671483959.0,Stub,26300000
31207,Rasoanaivo,madagascar,671895550.0,Stub,26300000
31208,Christian Rémi Richard,madagascar,710866616.0,Stub,26300000
31209,Azaly Ben Marofo,madagascar,712645424.0,Stub,26300000
31210,Francisque Ravony,madagascar,714371017.0,Stub,26300000
31211,Tahiry Mosa,madagascar,715475421.0,Stub,26300000
31212,Mamy Ranaivoniarivo,madagascar,716122985.0,Stub,26300000
31213,Mahasumpo Raveloson,madagascar,720064810.0,Stub,26300000
31214,Rainitsimbazafy,madagascar,721309335.0,Stub,26300000
31215,Parson Zazaharivelo Rakotovazaha,madagascar,726598829.0,Stub,26300000
31216,Bruno Rajaonson,madagascar,726598846.0,Stub,26300000
31217,Bruno Josvah Randrianantenaina,madagascar,726598858.0,Stub,26300000
31218,Rémi (politician),madagascar,726598895.0,Stub,26300000
31219,Barijaona Andriambelosoa,madagascar,726598947.0,Stub,26300000
31220,Jean-Claude Rakotonirina,madagascar,726599007.0,Stub,26300000
31221,Bary Jacobson Hoyme Ratsimbazafy,madagascar,726599054.0,Stub,26300000
31222,Gaston Rakotobezanahary,madagascar,726599155.0,Stub,26300000
31223,Abdoul Fatah (Malagasy politician),madagascar,726599171.0,Stub,26300000
31224,Hassan Aly,madagascar,726599183.0,Stub,26300000
31225,Olivier Donat Andriamahefaparany,madagascar,726599216.0,Stub,26300000
31226,Barison Claude Andriambololona,madagascar,726599225.0,Stub,26300000
31227,Jean Paul Honoré Andrianantenaina,madagascar,726599241.0,Stub,26300000
31228,Solofo Andrianjafimahatratra,madagascar,726599267.0,Stub,26300000
31229,Jean David Baba,madagascar,726599328.0,Stub,26300000
31230,André Baozandrivelo,madagascar,726599349.0,Stub,26300000
31231,Bemamy Beriziky,madagascar,726599360.0,Stub,26300000
31232,Jocelyn Borida,madagascar,726599396.0,Stub,26300000
31233,Nizar Dramsy,madagascar,726599431.0,Stub,26300000
31234,Botomananatsara,madagascar,726599472.0,Stub,26300000
31235,Longin Louis Fanantera,madagascar,726599523.0,Stub,26300000
31236,Razafitiana Auguste Jaonarison,madagascar,726599547.0,Stub,26300000
31237,Félix Ramboahangison,madagascar,726599565.0,Stub,26300000
31238,Anique Chantal Kembazanany,madagascar,726599577.0,Stub,26300000
31239,Bernard Koto,madagascar,726599594.0,Stub,26300000
31240,Janvier Maharangy,madagascar,726599651.0,Stub,26300000
31241,Armand Mahatafa,madagascar,726599672.0,Stub,26300000
31242,Clermont Gervais Mahazaka,madagascar,726599686.0,Stub,26300000
31243,Norbert Mamangy,madagascar,726599697.0,Stub,26300000
31244,Fabergé Gabriel Mamitiana,madagascar,726599708.0,Stub,26300000
31245,Mampihao,madagascar,726599739.0,Stub,26300000
31246,Bénoît Mamy,madagascar,726599766.0,Stub,26300000
31247,Florent Parfait Mana,madagascar,726599783.0,Stub,26300000
31248,Célestin Manasoa,madagascar,726599813.0,Stub,26300000
31249,Rakoto Joseph Nirina Lamboarivel,madagascar,726599852.0,Stub,26300000
31250,Louis Bernard Rakotomanga,madagascar,726599866.0,Stub,26300000
31251,Martin Rafidison,madagascar,726599883.0,Stub,26300000
31252,Andrianantoandro Raharinaivo,madagascar,726600077.0,Stub,26300000
31253,Hery Setaharinaivomanjato Raharisaina,madagascar,726600128.0,Stub,26300000
31254,Francis Tamisy Raharison,madagascar,726600152.0,Stub,26300000
31255,William René Rakoto Mahefarinoro,madagascar,726600179.0,Stub,26300000
31256,Joelison Emanoela Rakotoarimanana,madagascar,726600198.0,Stub,26300000
31257,Andriantsilavo Frédéric Rakotomalala,madagascar,726600234.0,Stub,26300000
31258,François Emile Rakotomalala,madagascar,726600247.0,Stub,26300000
31259,Mamisoa Rakotomandimbindraibe,madagascar,726600263.0,Stub,26300000
31260,Edmond Rodin Georges Rakotomanjato,madagascar,726600293.0,Stub,26300000
31261,Joseph Rakotomazava,madagascar,726600307.0,Stub,26300000
31262,Jean Ernest Rakotomiandrisoa,madagascar,726600325.0,Stub,26300000
31263,Aimé Rakotondrajaona,madagascar,726600341.0,Stub,26300000
31264,Lova Adrien Marie Rakotoniaina,madagascar,726600370.0,Stub,26300000
31265,Harijaona Lovanantenaina Rakotonirina,madagascar,726600400.0,Stub,26300000
31266,Joe Ernest Rakotonirina,madagascar,726600432.0,Stub,26300000
31267,Jean Ernest Rakotonomenjanahary,madagascar,726600443.0,Stub,26300000
31268,Hubert Rakotoson,madagascar,726600449.0,Stub,26300000
31269,Raymond Rakotozandry,madagascar,726600463.0,Stub,26300000
31270,Hajanirina Lanto Ramaherijaona,madagascar,726600497.0,Stub,26300000
31271,Benjamin Ramamonjisoa,madagascar,726600558.0,Stub,26300000
31272,Tsimisotry Ramanantsoa,madagascar,726600578.0,Stub,26300000
31273,Todisaina Raymond Ramarolahy,madagascar,726600605.0,Stub,26300000
31274,Jules Henri Randriamaholison,madagascar,726600653.0,Stub,26300000
31275,José Martial Ranaivo,madagascar,726600673.0,Stub,26300000
31276,Sylvestre Ranaivo,madagascar,726600711.0,Stub,26300000
31277,Andrianavalona Fanomezanjaka Pierrot Ranaivoson,madagascar,726600725.0,Stub,26300000
31278,Ramilison Randriamampianina,madagascar,726600751.0,Stub,26300000
31279,Modeste Randriamanantena,madagascar,726600775.0,Stub,26300000
31280,Rodolphe Gabriel Randriamanantena,madagascar,726600804.0,Stub,26300000
31281,Félix Randriamandimbisoa,madagascar,726600833.0,Stub,26300000
31282,Olivier Antonny José Randrianantenaina,madagascar,726608101.0,Stub,26300000
31283,Armand Randrianarison,madagascar,726608110.0,Stub,26300000
31284,Michel Randrianekena,madagascar,726608152.0,Stub,26300000
31285,Guy Francis Randrianjafy,madagascar,726608164.0,Stub,26300000
31286,Henri François Victor Randrianjatovo,madagascar,726608181.0,Stub,26300000
31287,Andrianirina Marie Bruno Rakotoarisoa,madagascar,726608196.0,Stub,26300000
31288,Léon Rasalama,madagascar,726608215.0,Stub,26300000
31289,Elie Odon Fidèle Rasoanaivo,madagascar,726608246.0,Stub,26300000
31290,Fidelis Justin Rasolonomenjanahary,madagascar,726608284.0,Stub,26300000
31291,Georges Ratalata,madagascar,726608295.0,Stub,26300000
31292,Georges Clément Ratsimbazafiarison,madagascar,726608313.0,Stub,26300000
31293,Mamy Tiana Télésphore Gérard Ravelonanosy,madagascar,726608329.0,Stub,26300000
31294,Jean Claude Chan Se,madagascar,726608415.0,Stub,26300000
31295,Solofonantenaina Razoarimihaja,madagascar,726608422.0,Stub,26300000
31296,Désiré Remahita,madagascar,726608430.0,Stub,26300000
31297,André Rostand,madagascar,726608460.0,Stub,26300000
31298,Mouhamed Sebany,madagascar,726608475.0,Stub,26300000
31299,Bernard Tolia,madagascar,726608521.0,Stub,26300000
31300,Jean Adrien Vanovason,madagascar,726608573.0,Stub,26300000
31301,Rakotomandimby Stanislas Zafilahy,madagascar,726608641.0,Stub,26300000
31302,Gérard Aristote Zaonarivelo,madagascar,726608666.0,Stub,26300000
31303,Rémy Vincent Andrianjanaka,madagascar,726638985.0,Stub,26300000
31304,Manasé Bezara,madagascar,726639089.0,Stub,26300000
31305,Noël Rakotondramboa,madagascar,726639127.0,Stub,26300000
31306,Raymond Ramandimbilahatra,madagascar,726639180.0,Stub,26300000
31307,Jeannot Fernand,madagascar,726639364.0,Stub,26300000
31308,Jean Chrysostome Randimbisoa,madagascar,726639412.0,Stub,26300000
31309,Jean Baptiste Randriamaro,madagascar,726639434.0,Stub,26300000
31310,Roland Ravatomanga,madagascar,726639512.0,Stub,26300000
31311,René Razafiarison,madagascar,726639574.0,Stub,26300000
31312,Berthin Telolahy,madagascar,726639631.0,Stub,26300000
31313,Charles Ralazasoa,madagascar,728358675.0,Stub,26300000
31314,Richard Andriamanjato,madagascar,730738023.0,Start,26300000
31315,Benjamin Rabenorolahy,madagascar,733259177.0,Stub,26300000
31316,Boniface Berthin Zakahely,madagascar,738990082.0,Stub,26300000
31317,Fidson Mananjara,madagascar,738990100.0,Stub,26300000
31318,Maolidy,madagascar,738990108.0,Stub,26300000
31319,Jean de la Croix Ramambason,madagascar,738990120.0,Stub,26300000
31320,Didier Léandre Tsiajotso,madagascar,738990604.0,Stub,26300000
31321,Zafimiarina,madagascar,738990608.0,Stub,26300000
31322,André Avison Tsitohery,madagascar,738990614.0,Stub,26300000
31323,Christian Nestor Velo,madagascar,738990619.0,Stub,26300000
31324,Marcel Velonirina,madagascar,738990625.0,Stub,26300000
31325,Tovonanahary Rabetsitonta,madagascar,744565520.0,Stub,26300000
31326,Monja Jaona,madagascar,746610349.0,C,26300000
31327,Rainiharo,madagascar,746664825.0,Start,26300000
31328,Jean Louis Robinson,madagascar,746665327.0,Stub,26300000
31329,Zafilaza,madagascar,747783292.0,Stub,26300000
31330,Eugène Mangalaza,madagascar,748925052.0,Start,26300000
31331,Omer Beriziky,madagascar,748959445.0,Stub,26300000
31332,Guy Razanamasy,madagascar,749886771.0,Start,26300000
31333,Charles Sylvain Rabotoarison,madagascar,750529490.0,Stub,26300000
31334,Albert Sylla,madagascar,751300283.0,Start,26300000
31335,Daniel Rajakoba,madagascar,753723667.0,Start,26300000
31336,Monja Roindefo,madagascar,753789231.0,Start,26300000
31337,Tantely Andrianarivo,madagascar,755154892.0,C,26300000
31338,Pascal Rakotomavo,madagascar,755449518.0,Start,26300000
31339,Albert Camille Vital,madagascar,755771030.0,Start,26300000
31340,Jonah Parfait Prezaly,madagascar,755772491.0,Stub,26300000
31341,Benja Razafimahaleo,madagascar,756102067.0,Stub,26300000
31342,Eric Fadola Razafimandimby,madagascar,756409055.0,Stub,26300000
31343,Jonah Ranaivo,madagascar,758494227.0,Stub,26300000
31344,Ranavalona II,madagascar,761441904.0,B,26300000
31345,Gilles Andriamahazo,madagascar,764323537.0,Stub,26300000
31346,Rainivoninahitriniony,madagascar,764651280.0,C,26300000
31347,Mayors' Association,madagascar,767866894.0,Stub,26300000
31348,Roger Kolo,madagascar,769718831.0,Start,26300000
31349,Jean Parfait Laurent Mafilaza,madagascar,776354413.0,Stub,26300000
31350,Guy Arvely Dolsin,madagascar,782128166.0,Stub,26300000
31351,Honoré N. Razafindramiandra,madagascar,782232126.0,C,26300000
31352,Lantoniaina Rabenatoandro,madagascar,782232665.0,Stub,26300000
31353,Christophe Samuel,madagascar,782234308.0,Stub,26300000
31354,Jules Androkae,madagascar,782258404.0,Stub,26300000
31355,Marcel Ranjeva,madagascar,783353817.0,Stub,26300000
31356,Gilbert Annette,madagascar,783375076.0,Stub,26300000
31357,Richard Ratsimandrava,madagascar,785300009.0,Start,26300000
31358,Théodore Léonard Randriamanga,madagascar,785412451.0,Stub,26300000
31359,Guy Randrianarisoa,madagascar,785787427.0,Start,26300000
31360,Jean Ralaimongo,madagascar,786250327.0,C,26300000
31361,Norbert Ratsirahonana,madagascar,787372152.0,Start,26300000
31362,Zina Andrianarivelo-Razafy,madagascar,788065934.0,Stub,26300000
31363,Jacques Sylla,madagascar,788426063.0,C,26300000
31364,Ralijaona Laingo,madagascar,788826001.0,Stub,26300000
31365,Pierre Ramampy,madagascar,788826041.0,Stub,26300000
31366,Laurent Botokeky,madagascar,788827795.0,Stub,26300000
31367,Prime Minister of Madagascar,madagascar,788923629.0,Start,26300000
31368,Mayor of Antananarivo,madagascar,788929088.0,C,26300000
31369,Christine Razanamahasoa,madagascar,789803954.0,Start,26300000
31370,Lila Ratsifandrihamanana,madagascar,789804044.0,Start,26300000
31371,Norovelomampionona Roberthine Rabetafika,madagascar,789804225.0,Stub,26300000
31372,Gisèle Rabesahala,madagascar,789804267.0,C,26300000
31373,Zalifa Bente Salim,madagascar,789804381.0,Stub,26300000
31374,Yvonne Bezara,madagascar,789804528.0,Stub,26300000
31375,Brigitte Lalanirina,madagascar,789804568.0,Stub,26300000
31376,Lydia Aimée Vololona Rahantasoa,madagascar,789804619.0,Stub,26300000
31377,Flore Maltine Ramarozatovo,madagascar,789804699.0,Stub,26300000
31378,Francette Razafindrakoto Harifanja,madagascar,789804799.0,Stub,26300000
31379,Aurélie Marie Augustine Razafinjato,madagascar,789804835.0,Stub,26300000
31380,Blandine Rasoanamary Voizy,madagascar,789812973.0,Stub,26300000
31381,Jeanne Razafiangy Dina Fotomanantena,madagascar,789813009.0,Stub,26300000
31382,Eliane Rosa Naika,madagascar,789813126.0,Stub,26300000
31383,Johanita Ndahimananjara,madagascar,789813214.0,Stub,26300000
31384,Raharimampionona,madagascar,789813259.0,Stub,26300000
31385,Emiline Rakotobe,madagascar,789813300.0,Stub,26300000
31386,Ruffine Tsiranana,madagascar,789813516.0,Stub,26300000
31387,Rainilaiarivony,madagascar,790032635.0,FA,26300000
31388,Cécile Manorohanta,madagascar,790423229.0,Start,26300000
31389,Bernard Ravelonjato,madagascar,791175426.0,Stub,26300000
31390,Mamy Rakotoarivelo,madagascar,792968636.0,Stub,26300000
31391,Jacky Mahafaly Tsiandopy,madagascar,793216890.0,Stub,26300000
31392,Augustin Andriamananoro,madagascar,794749478.0,C,26300000
31393,Monique Andréas Esoavelomandroso,madagascar,795727319.0,Start,26300000
31394,Manahirana Leriva,madagascar,795848488.0,Stub,26300000
31395,Lucien Xavier Michel-Andrianarahinjaka,madagascar,796484474.0,C,26300000
31396,Marc Ravalomanana,madagascar,796894637.0,GA,26300000
31397,Désiré Rakotoarijaona,madagascar,797510197.0,Stub,26300000
31398,Arisoa Razafitrimo,madagascar,798181135.0,Stub,26300000
31399,Hyppolite Ramaroson,madagascar,798265033.0,C,26300000
31400,Jean André Soja,madagascar,799494098.0,Stub,26300000
31401,Pety Rakotoniaina,madagascar,799515374.0,C,26300000
31402,Maurisson Randrianarivony,madagascar,799671044.0,Stub,26300000
31403,Charlie Rakotoariventiny,madagascar,799671786.0,Stub,26300000
31404,Patrice Rakotoarimanana,madagascar,799673076.0,Stub,26300000
31405,Jean Ravelonarivo,madagascar,799766793.0,Start,26300000
31406,Olivier Mahafaly Solonandrasana,madagascar,799766825.0,Stub,26300000
31407,Jonah Justin Pikulas,madagascar,799801004.0,Stub,26300000
31408,Lazafeno,madagascar,799801427.0,Stub,26300000
31409,Harinjatovo Rakotondramanana,madagascar,799823313.0,Stub,26300000
31410,Roseline Emma Rasolovoahangy,madagascar,800004210.0,Start,26300000
31411,Alfred Josoa,madagascar,800198316.0,Stub,26300000
31412,Jean de la Croix Ipirina,madagascar,800199098.0,Stub,26300000
31413,Cyriaque Alexandre Rambolazafy,madagascar,800359037.0,Stub,26300000
31414,Victor Ramahatra,madagascar,801108745.0,Stub,26300000
31415,Rasoherina,madagascar,801260957.0,C,26300000
31416,Elia Ravelomanantsoa,madagascar,801377389.0,Stub,26300000
31417,Arinosy Jacques Razafimbelo,madagascar,801914821.0,Stub,26300000
31418,Ranavalona III,madagascar,802035776.0,FA,26300000
31419,Norbert Zafimahova,madagascar,802712488.0,Stub,26300000
31420,Ranavalona I,madagascar,803006553.0,FA,26300000
31421,Edouard Robert,madagascar,803314691.0,Stub,26300000
31422,Didier Ratsiraka,madagascar,805171813.0,B,26300000
31423,Césaire Rabenoro,madagascar,805319619.0,Stub,26300000
31424,Béatrice Atallah,madagascar,805320332.0,Start,26300000
31425,Justin Rakotoniaina,madagascar,805360267.0,Stub,26300000
31426,Emmanuel Rakotovahiny,madagascar,805364639.0,Stub,26300000
31427,Andry Rajoelina,madagascar,805442200.0,GA,26300000
31428,Mialy Rajoelina,madagascar,805442271.0,Start,26300000
31429,First Lady of Madagascar,madagascar,805479993.0,B,26300000
31430,Gilbert Evenom Ngolo,madagascar,805630553.0,Stub,26300000
31431,Lalao Ravalomanana,madagascar,805691709.0,Start,26300000
31432,Gabriel Ramanantsoa,madagascar,805812293.0,Stub,26300000
31433,Charles Rabemananjara,madagascar,805812556.0,Start,26300000
31434,Albert Zafy,madagascar,806100129.0,B,26300000
31435,Hery Rajaonarimampianina,madagascar,806769317.0,C,26300000
31436,Voahangy Rajaonarimampianina,madagascar,807113220.0,Start,26300000
31437,Philibert Tsiranana,madagascar,807414632.0,FA,26300000
31438,Andre Resampa,madagascar,807415062.0,Start,26300000
31439,Jacques Rabemananjara,madagascar,807415162.0,C,26300000
31440,List of Presidents of Madagascar,madagascar,807415432.0,C,26300000
31441,Murad Quenili,afghanistan,670462475.0,Stub,36500000
31442,Badar,afghanistan,671455150.0,Stub,36500000
31443,Mohammed Qalamuddin,afghanistan,671473289.0,Stub,36500000
31444,Faizanullah Faizan,afghanistan,703507854.0,Stub,36500000
31445,Mohammad Fahim Dashty,afghanistan,706112927.0,Stub,36500000
31446,Aamir Latif,afghanistan,708476182.0,Stub,36500000
31447,Mohammed Islam Mohammadi,afghanistan,709439380.0,Stub,36500000
31448,Musa Hotak,afghanistan,710004254.0,Start,36500000
31449,Naqibullah Orya Khail,afghanistan,710066519.0,Start,36500000
31450,Hazrat-U-Din,afghanistan,710715953.0,Stub,36500000
31451,Qari Ziauddin,afghanistan,712832121.0,Start,36500000
31452,Mohammad Siddiq Chakari,afghanistan,713113246.0,Stub,36500000
31453,Sayed Abdul Karim Hashimi,afghanistan,715179680.0,Stub,36500000
31454,Mohammad Nabi Safi,afghanistan,715926834.0,Stub,36500000
31455,Shah Mahmood Safi,afghanistan,715926905.0,Stub,36500000
31456,Zefnoon Safai,afghanistan,716814855.0,Stub,36500000
31457,Abdul Zahir (Konar Education Minister),afghanistan,717252806.0,Stub,36500000
31458,Mohammad Daud Miraki,afghanistan,717365624.0,Start,36500000
31459,Osman Osmani,afghanistan,717366122.0,Stub,36500000
31460,Shahnaz Himmeti,afghanistan,717624594.0,Stub,36500000
31461,Zahera Ahmadyar Mawlayee,afghanistan,717733887.0,Stub,36500000
31462,Malali Ishaqzai,afghanistan,717743144.0,Stub,36500000
31463,Mohammad Hashem Taufiqui,afghanistan,717921766.0,Start,36500000
31464,Khalid Farooqi,afghanistan,718002836.0,Stub,36500000
31465,Muhammad Hashim Esmatullahi,afghanistan,718019701.0,Stub,36500000
31466,Khairullah Anosh,afghanistan,718052714.0,Stub,36500000
31467,Abdul Baqi Turkistani,afghanistan,718250607.0,Stub,36500000
31468,Zabih-U-llah Ghazi Noristani,afghanistan,718362010.0,Start,36500000
31469,Hasan Ali Sultani,afghanistan,718362588.0,Stub,36500000
31470,Ghulam Faroq Nijrabi,afghanistan,718364221.0,Stub,36500000
31471,Sahib Rahman,afghanistan,718382045.0,Stub,36500000
31472,Gul Haar Jalal,afghanistan,718383950.0,Stub,36500000
31473,Sahira Sharif,afghanistan,718384584.0,Start,36500000
31474,Toorpekai,afghanistan,718384771.0,Stub,36500000
31475,Baktash Siawash,afghanistan,718882885.0,Stub,36500000
31476,Mohammed Tahir Omar,afghanistan,718933282.0,Stub,36500000
31477,Abdul Malik Hamwar,afghanistan,720125764.0,Stub,36500000
31478,Syed Gulam Farooq Mirranay,afghanistan,720408323.0,C,36500000
31479,Abdul Bagi Baryal,afghanistan,720586068.0,Stub,36500000
31480,Nasruddin Mohseni,afghanistan,721524808.0,Start,36500000
31481,Ahmad Khan Samangani,afghanistan,721999414.0,Start,36500000
31482,Awtar Singh,afghanistan,722198152.0,Stub,36500000
31483,Alhaj Mutalib Baig,afghanistan,722893996.0,Start,36500000
31484,Al-Haj Suliman Yari,afghanistan,723481980.0,Stub,36500000
31485,Mohammad Ghous Bashiri,afghanistan,723709911.0,Stub,36500000
31486,Zalmai Mojadidi,afghanistan,724355183.0,Start,36500000
31487,Sayed Jalal,afghanistan,726625715.0,Start,36500000
31488,List of rulers of Afghanistan,afghanistan,727899635.0,Stub,36500000
31489,Fariba Ahmadi Kakar,afghanistan,728644481.0,Stub,36500000
31490,Sultan Jan,afghanistan,729099380.0,Stub,36500000
31491,Majah Ha Adrif,afghanistan,729386082.0,Start,36500000
31492,Mohammad Gul (Helmand Council),afghanistan,730949872.0,Stub,36500000
31493,Ahmad Shah Khan Asakzai,afghanistan,731353196.0,Stub,36500000
31494,Kashmir Khan,afghanistan,731397902.0,Start,36500000
31495,Haroon al-Afghani,afghanistan,731512019.0,B,36500000
31496,Nematullah Shahrani,afghanistan,737761144.0,Stub,36500000
31497,Abdul Hadi Arghandiwal,afghanistan,739136660.0,Stub,36500000
31498,Abdul Hafiz Mansoor,afghanistan,739695950.0,Stub,36500000
31499,Mohammad Daud Sultanzoy,afghanistan,741518574.0,Start,36500000
31500,Abdul Qayum Wardak,afghanistan,742229423.0,Stub,36500000
31501,Abdullah Khan Tarzi,afghanistan,742237237.0,Start,36500000
31502,Mohammad Aman,afghanistan,745190115.0,Stub,36500000
31503,Qutbuddin Hilal,afghanistan,746242701.0,Start,36500000
31504,Zabihullah (Balkh),afghanistan,747783201.0,Stub,36500000
31505,Razaq Mamoon,afghanistan,748084336.0,Start,36500000
31506,Sayed Nasim Mihanparast,afghanistan,748224926.0,Stub,36500000
31507,Said Mohammad Ali Jawid,afghanistan,748594441.0,Stub,36500000
31508,Azizullah Lodin,afghanistan,748841875.0,Start,36500000
31509,Mirwais Sadiq,afghanistan,749355761.0,Stub,36500000
31510,List of governors of Jowzjan,afghanistan,749593657.0,Stub,36500000
31511,Ghulam Dastagir Azad,afghanistan,749952986.0,Stub,36500000
31512,Mohammad Omar (Afghan governor),afghanistan,750347412.0,Start,36500000
31513,Atiqullah Ludin,afghanistan,750535372.0,Stub,36500000
31514,Hamidullah Qalandarzai,afghanistan,750544170.0,Stub,36500000
31515,Mohammad Iqbal Azizi,afghanistan,750549549.0,Stub,36500000
31516,Hakim Taniwal,afghanistan,750561890.0,Start,36500000
31517,Abdul Ghani Ghani,afghanistan,751150581.0,Stub,36500000
31518,Amin Karim,afghanistan,751299201.0,Start,36500000
31519,Pacha Gul Wafadar,afghanistan,751959879.0,Stub,36500000
31520,Ghulam Qawis Abubaker,afghanistan,752026068.0,Stub,36500000
31521,Sayed Ahmad Haqbeen,afghanistan,752332885.0,Stub,36500000
31522,Abdul Sattar Murad,afghanistan,753124044.0,Stub,36500000
31523,Hanifa Safi,afghanistan,754262111.0,Stub,36500000
31524,Sardar Mohammad Nadir Naeem,afghanistan,755110536.0,Stub,36500000
31525,Burhanullah Shinwari,afghanistan,755254358.0,Stub,36500000
31526,Nasrullah Baryalai Arsalai,afghanistan,755339031.0,C,36500000
31527,Rafiullah Bidar,afghanistan,755351182.0,Stub,36500000
31528,Sayed Mohammad Gulabzoy,afghanistan,756609530.0,Start,36500000
31529,Habibullah Qaderi,afghanistan,757538650.0,Stub,36500000
31530,Lutfullah Mashal,afghanistan,757800105.0,Start,36500000
31531,Massouda Jalal,afghanistan,759405630.0,Start,36500000
31532,Davood Moradian,afghanistan,759449241.0,Stub,36500000
31533,Ghulam Mohammad Rigi,afghanistan,759489824.0,Stub,36500000
31534,Shafiqa Habibi,afghanistan,759778743.0,Start,36500000
31535,Ghulam Mohammad Ghobar,afghanistan,761685512.0,Stub,36500000
31536,List of ambassadors of Afghanistan,afghanistan,762527227.0,Stub,36500000
31537,Sayed Mustafa Kazemi,afghanistan,763083773.0,Stub,36500000
31538,Tayyab Agha,afghanistan,763438364.0,Stub,36500000
31539,Abdul Wahed Sorabi,afghanistan,764743041.0,Stub,36500000
31540,Mohammad Ghous,afghanistan,765965877.0,Stub,36500000
31541,Ahmad Wali Massoud,afghanistan,766167980.0,Stub,36500000
31542,Jan Baz,afghanistan,766272734.0,Stub,36500000
31543,Mohammad Nasim Faqiri,afghanistan,766309040.0,Start,36500000
31544,Cheragh Ali Cheragh,afghanistan,767150678.0,Start,36500000
31545,Saber Sangar,afghanistan,767427725.0,Stub,36500000
31546,Ravan A. G. Farhâdi,afghanistan,768137506.0,C,36500000
31547,Faizullah Kakar,afghanistan,769025347.0,C,36500000
31548,Faramarz Tamanna,afghanistan,769061187.0,C,36500000
31549,Sohaila Sharifi,afghanistan,770239277.0,Stub,36500000
